DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-03-09 00:00:00;0;6;2;4;0;0;0
2020-03-09 00:15:00;0;4;7;8;9;3;3
2020-03-09 00:30:00;0;14;8;5;8;0;0
2020-03-09 00:45:00;0;2;2;4;5;1;1
2020-03-09 01:00:00;0;4;2;1;2;0;0
2020-03-09 01:15:00;0;5;3;9;1;0;0
2020-03-09 01:30:00;0;3;3;8;0;0;0
2020-03-09 01:45:00;0;6;0;6;5;0;0
2020-03-09 02:00:00;0;1;3;5;4;0;0
2020-03-09 02:15:00;0;4;3;3;1;0;0
2020-03-09 02:30:00;0;2;2;1;0;0;0
2020-03-09 02:45:00;0;4;0;3;2;0;0
2020-03-09 03:00:00;0;3;3;7;1;0;0
2020-03-09 03:15:00;0;6;3;9;1;0;0
2020-03-09 03:30:00;0;1;2;1;2;0;0
2020-03-09 03:45:00;0;4;2;7;2;0;0
2020-03-09 04:00:00;0;9;4;6;4;0;0
2020-03-09 04:15:00;0;6;4;15;9;0;0
2020-03-09 04:30:00;0;6;5;16;3;0;0
2020-03-09 04:45:00;0;22;13;17;12;0;0
2020-03-09 05:00:00;0;53;37;30;24;0;0
2020-03-09 05:15:00;9;80;82;32;28;0;0
2020-03-09 05:30:00;4;65;76;35;36;1;1
2020-03-09 05:45:00;6;59;73;46;47;2;2
2020-03-09 06:00:00;6;69;77;46;51;4;4
2020-03-09 06:15:00;10;93;112;69;67;5;5
2020-03-09 06:30:00;16;118;136;52;67;6;6
2020-03-09 06:45:00;20;108;130;80;84;4;4
2020-03-09 07:00:00;5;141;183;62;74;6;6
2020-03-09 07:15:00;24;179;192;97;83;5;5
2020-03-09 07:30:00;19;180;185;88;127;5;5
2020-03-09 07:45:00;20;165;157;101;112;5;5
2020-03-09 08:00:00;4;142;167;103;106;4;4
2020-03-09 08:15:00;21;126;135;97;97;5;5
2020-03-09 08:30:00;9;112;126;104;106;4;3
2020-03-09 08:45:00;7;105;118;109;105;3;4
2020-03-09 09:00:00;20;111;122;91;92;3;3
2020-03-09 09:15:00;3;98;109;97;97;3;3
2020-03-09 09:30:00;19;118;116;96;121;5;5
2020-03-09 09:45:00;13;86;96;88;104;3;3
2020-03-09 10:00:00;4;110;84;101;115;3;3
2020-03-09 10:15:00;6;110;99;113;108;3;3
2020-03-09 10:30:00;1;99;100;118;114;5;5
2020-03-09 10:45:00;14;88;86;127;122;3;3
2020-03-09 11:00:00;2;111;98;97;111;4;4
2020-03-09 11:15:00;20;101;102;114;105;3;3
2020-03-09 11:30:00;3;83;107;106;109;5;5
2020-03-09 11:45:00;13;87;97;106;118;3;3
2020-03-09 12:00:00;7;84;99;99;117;4;4
2020-03-09 12:15:00;11;110;97;115;109;2;2
2020-03-09 12:30:00;6;87;88;106;138;4;4
2020-03-09 12:45:00;13;109;115;97;96;5;5
2020-03-09 13:00:00;119;114;128;107;123;2;2
2020-03-09 13:15:00;16;113;120;116;138;9;9
2020-03-09 13:30:00;21;97;130;110;101;5;5
2020-03-09 13:45:00;20;107;108;128;123;3;3
2020-03-09 14:00:00;5;102;84;117;119;3;3
2020-03-09 14:15:00;8;89;82;115;136;3;3
2020-03-09 14:30:00;2;99;117;127;161;5;5
2020-03-09 14:45:00;21;116;91;146;164;3;3
2020-03-09 15:00:00;33;108;109;141;167;4;4
2020-03-09 15:15:00;11;116;98;155;175;3;3
2020-03-09 15:30:00;13;130;110;133;154;5;4
2020-03-09 15:45:00;27;125;110;149;198;4;5
2020-03-09 16:00:00;43;129;117;147;182;2;2
2020-03-09 16:15:00;12;116;87;158;190;4;4
2020-03-09 16:30:00;30;120;115;189;185;4;4
2020-03-09 16:45:00;39;113;115;158;193;5;5
2020-03-09 17:00:00;17;124;121;163;203;3;3
2020-03-09 17:15:00;20;110;108;174;186;4;4
2020-03-09 17:30:00;12;122;115;171;172;6;6
2020-03-09 17:45:00;31;114;115;141;147;3;3
2020-03-09 18:00:00;6;107;95;131;168;4;4
2020-03-09 18:15:00;2;108;101;134;127;2;2
2020-03-09 18:30:00;12;92;101;120;123;5;5
2020-03-09 18:45:00;15;94;89;118;124;3;3
2020-03-09 19:00:00;6;92;85;90;97;4;4
2020-03-09 19:15:00;2;76;83;96;95;3;3
2020-03-09 19:30:00;3;63;68;88;77;4;4
2020-03-09 19:45:00;13;60;59;64;51;3;3
2020-03-09 20:00:00;1;55;59;66;64;3;3
2020-03-09 20:15:00;2;50;40;62;68;2;2
2020-03-09 20:30:00;5;33;45;55;40;3;3
2020-03-09 20:45:00;0;48;43;67;52;1;1
2020-03-09 21:00:00;5;70;68;47;40;3;3
2020-03-09 21:15:00;0;44;47;49;44;2;2
2020-03-09 21:30:00;0;25;22;61;34;1;1
2020-03-09 21:45:00;0;29;16;59;62;1;1
2020-03-09 22:00:00;2;23;26;79;68;2;2
2020-03-09 22:15:00;0;22;16;64;69;2;2
2020-03-09 22:30:00;2;23;13;48;37;2;2
2020-03-09 22:45:00;0;14;10;28;27;1;1
2020-03-09 23:00:00;0;11;11;22;10;2;2
2020-03-09 23:15:00;0;12;10;25;11;2;2
2020-03-09 23:30:00;0;9;7;17;5;1;1
2020-03-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
