DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-06-08 00:00:00;3;1;0;6;0;10;1;0;0
2020-06-08 00:15:00;12;3;0;7;0;14;1;0;0
2020-06-08 00:30:00;7;3;0;6;0;12;1;0;0
2020-06-08 00:45:00;2;1;0;5;0;14;0;0;0
2020-06-08 01:00:00;6;1;1;6;0;12;1;0;0
2020-06-08 01:15:00;3;1;0;4;0;14;1;0;0
2020-06-08 01:30:00;1;0;0;1;0;12;1;0;0
2020-06-08 01:45:00;5;1;0;2;0;13;1;0;0
2020-06-08 02:00:00;4;4;0;2;0;12;0;0;0
2020-06-08 02:15:00;0;0;0;1;0;14;1;0;0
2020-06-08 02:30:00;3;1;0;0;0;12;1;0;0
2020-06-08 02:45:00;1;2;0;2;0;14;1;0;0
2020-06-08 03:00:00;5;2;0;3;0;12;1;0;0
2020-06-08 03:15:00;5;4;0;5;0;13;0;0;0
2020-06-08 03:30:00;4;1;0;0;0;12;1;0;0
2020-06-08 03:45:00;2;3;0;8;0;14;1;0;0
2020-06-08 04:00:00;8;3;0;5;0;12;1;0;0
2020-06-08 04:15:00;7;1;0;8;0;14;1;0;0
2020-06-08 04:30:00;9;4;0;7;0;12;0;0;0
2020-06-08 04:45:00;28;5;1;10;0;14;1;0;0
2020-06-08 05:00:00;66;10;1;19;0;9;1;0;0
2020-06-08 05:15:00;130;8;0;45;0;10;1;0;0
2020-06-08 05:30:00;90;4;0;76;0;10;0;0;0
2020-06-08 05:45:00;119;12;2;83;0;10;1;0;0
2020-06-08 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 06:15:00;84;13;2;79;0;10;1;0;0
2020-06-08 06:30:00;92;19;3;129;0;10;1;0;0
2020-06-08 06:45:00;78;21;11;117;0;10;0;0;0
2020-06-08 07:00:00;67;12;3;104;0;10;1;0;0
2020-06-08 07:15:00;82;12;10;125;0;10;1;0;0
2020-06-08 07:30:00;79;7;11;119;0;10;0;0;0
2020-06-08 07:45:00;93;11;4;124;0;10;1;0;0
2020-06-08 08:00:00;73;17;10;102;0;10;0;0;0
2020-06-08 08:15:00;65;20;6;99;0;10;1;0;0
2020-06-08 08:30:00;73;19;8;94;1;10;1;0;0
2020-06-08 08:45:00;89;16;14;94;0;10;0;0;0
2020-06-08 09:00:00;72;9;15;95;0;12;1;0;0
2020-06-08 09:15:00;73;18;13;120;4;13;1;0;0
2020-06-08 09:30:00;82;17;15;122;1;13;0;0;0
2020-06-08 09:45:00;80;13;21;123;13;13;1;0;0
2020-06-08 10:00:00;102;19;25;111;11;13;1;0;0
2020-06-08 10:15:00;99;19;27;123;3;13;0;0;0
2020-06-08 10:30:00;99;16;24;112;3;13;1;0;0
2020-06-08 10:45:00;76;18;23;115;4;12;1;0;0
2020-06-08 11:00:00;104;13;26;88;1;13;1;0;0
2020-06-08 11:15:00;104;17;21;116;0;13;0;0;0
2020-06-08 11:30:00;100;24;17;120;0;13;1;0;0
2020-06-08 11:45:00;90;18;18;120;8;13;1;0;0
2020-06-08 12:00:00;109;13;22;105;2;13;0;0;0
2020-06-08 12:15:00;99;19;15;104;0;13;1;0;0
2020-06-08 12:30:00;94;13;24;106;1;12;1;0;0
2020-06-08 12:45:00;100;19;24;107;5;13;1;0;0
2020-06-08 13:00:00;119;13;20;113;3;13;0;0;0
2020-06-08 13:15:00;108;21;25;113;3;9;1;0;0
2020-06-08 13:30:00;138;14;17;130;1;10;1;0;0
2020-06-08 13:45:00;135;21;20;143;1;10;0;0;0
2020-06-08 14:00:00;133;27;16;167;1;10;1;0;0
2020-06-08 14:15:00;119;18;19;172;7;10;0;0;0
2020-06-08 14:30:00;129;20;18;164;2;10;1;0;0
2020-06-08 14:45:00;116;19;20;166;0;10;1;0;0
2020-06-08 15:00:00;112;19;23;150;5;10;0;0;0
2020-06-08 15:15:00;139;21;27;155;6;10;1;0;0
2020-06-08 15:30:00;133;23;19;137;2;10;1;0;0
2020-06-08 15:45:00;127;26;16;145;10;10;0;0;0
2020-06-08 16:00:00;153;22;23;145;0;10;1;0;0
2020-06-08 16:15:00;159;18;25;147;9;10;0;0;0
2020-06-08 16:30:00;139;22;30;149;11;10;1;0;0
2020-06-08 16:45:00;124;21;30;130;2;10;1;0;0
2020-06-08 17:00:00;129;22;32;132;7;10;0;0;0
