DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-03-26 00:00:00;6;2;0;0;0;3;3;0;0
2020-03-26 00:15:00;6;3;0;0;0;4;2;0;0
2020-03-26 00:30:00;1;2;0;0;0;3;5;0;0
2020-03-26 00:45:00;3;0;0;0;0;6;2;0;0
2020-03-26 01:00:00;0;3;0;0;0;5;2;0;0
2020-03-26 01:15:00;8;3;0;0;0;3;4;0;0
2020-03-26 01:30:00;2;1;0;0;0;3;2;0;0
2020-03-26 01:45:00;7;3;0;0;0;2;3;0;0
2020-03-26 02:00:00;3;4;0;0;0;2;0;0;0
2020-03-26 02:15:00;4;3;0;0;0;2;1;0;0
2020-03-26 02:30:00;4;2;0;0;0;6;1;0;0
2020-03-26 02:45:00;6;4;0;0;0;6;1;0;0
2020-03-26 03:00:00;0;1;0;0;0;3;0;0;0
2020-03-26 03:15:00;4;1;0;0;0;4;1;0;0
2020-03-26 03:30:00;1;3;0;0;0;1;1;0;0
2020-03-26 03:45:00;3;4;0;0;0;8;2;0;0
2020-03-26 04:00:00;6;2;0;0;0;3;1;0;0
2020-03-26 04:15:00;11;3;0;0;0;7;2;0;0
2020-03-26 04:30:00;6;10;0;0;0;8;2;0;0
2020-03-26 04:45:00;11;12;1;0;0;18;6;0;0
2020-03-26 05:00:00;22;11;0;1;1;22;10;0;0
2020-03-26 05:15:00;31;27;0;1;2;44;29;0;0
2020-03-26 05:30:00;41;37;1;0;1;99;60;0;2
2020-03-26 05:45:00;52;29;1;2;0;100;66;0;0
2020-03-26 06:00:00;74;64;3;1;2;78;64;0;4
2020-03-26 06:15:00;66;53;11;1;5;109;84;0;2
2020-03-26 06:30:00;69;50;4;4;9;104;94;3;2
2020-03-26 06:45:00;51;54;3;6;14;108;109;0;2
2020-03-26 07:00:00;51;62;7;6;8;108;114;0;1
2020-03-26 07:15:00;59;56;5;16;13;108;97;1;3
2020-03-26 07:30:00;69;63;3;12;14;96;123;1;4
2020-03-26 07:45:00;77;63;8;14;14;98;98;0;8
2020-03-26 08:00:00;51;43;3;6;9;86;83;1;7
2020-03-26 08:15:00;53;46;7;6;7;79;67;0;3
2020-03-26 08:30:00;56;55;5;11;6;72;76;4;2
2020-03-26 08:45:00;54;51;3;12;9;65;57;0;5
2020-03-26 09:00:00;66;44;6;8;7;51;57;3;1
2020-03-26 09:15:00;46;47;7;13;11;86;66;0;1
2020-03-26 09:30:00;81;58;3;10;5;72;71;0;1
2020-03-26 09:45:00;72;66;11;9;5;70;85;11;5
2020-03-26 10:00:00;73;49;5;6;4;73;64;2;1
2020-03-26 10:15:00;76;78;6;6;9;76;62;0;1
2020-03-26 10:30:00;65;53;7;7;8;71;71;14;0
2020-03-26 10:45:00;72;76;3;10;7;70;50;0;0
2020-03-26 11:00:00;63;49;3;6;3;63;57;8;0
2020-03-26 11:15:00;76;66;4;8;6;60;54;0;0
2020-03-26 11:30:00;84;82;5;7;3;77;71;1;0
2020-03-26 11:45:00;98;72;1;4;2;66;53;0;1
2020-03-26 12:00:00;81;82;2;8;6;59;59;9;0
2020-03-26 12:15:00;92;61;3;13;4;58;45;9;1
2020-03-26 12:30:00;69;78;5;9;3;75;68;11;0
2020-03-26 12:45:00;74;61;8;11;9;76;65;2;1
2020-03-26 13:00:00;89;81;3;7;8;86;81;2;4
2020-03-26 13:15:00;88;86;6;11;5;82;71;7;2
2020-03-26 13:30:00;98;81;6;11;2;81;70;51;0
2020-03-26 13:45:00;81;72;3;9;6;77;80;16;1
2020-03-26 14:00:00;120;109;4;6;7;86;76;21;0
2020-03-26 14:15:00;95;95;2;11;4;70;62;6;4
2020-03-26 14:30:00;122;119;5;9;7;74;62;0;1
2020-03-26 14:45:00;100;103;9;10;7;73;78;6;1
2020-03-26 15:00:00;99;103;5;10;7;77;78;0;3
2020-03-26 15:15:00;118;112;7;10;6;76;76;8;2
2020-03-26 15:30:00;116;109;3;10;3;66;63;0;1
2020-03-26 15:45:00;110;100;6;9;4;65;61;3;2
2020-03-26 16:00:00;110;117;4;8;3;67;74;8;3
2020-03-26 16:15:00;98;118;5;10;5;77;73;7;2
2020-03-26 16:30:00;123;113;4;6;3;79;78;4;1
2020-03-26 16:45:00;123;98;5;9;5;67;81;2;2
2020-03-26 17:00:00;105;90;4;23;1;79;83;0;2
2020-03-26 17:15:00;104;116;6;8;0;65;60;6;3
2020-03-26 17:30:00;83;76;4;7;1;67;65;3;1
2020-03-26 17:45:00;81;81;1;5;3;61;65;4;1
2020-03-26 18:00:00;79;77;1;4;2;51;45;2;4
2020-03-26 18:15:00;81;71;3;4;2;58;55;0;0
2020-03-26 18:30:00;54;45;3;2;0;39;48;6;0
2020-03-26 18:45:00;70;62;2;0;1;48;52;4;3
2020-03-26 19:00:00;52;42;2;1;0;54;35;1;1
2020-03-26 19:15:00;44;43;1;3;0;36;36;0;0
2020-03-26 19:30:00;43;34;2;1;2;36;22;0;0
2020-03-26 19:45:00;31;32;0;3;2;39;27;0;0
2020-03-26 20:00:00;33;32;0;1;1;37;21;0;1
2020-03-26 20:15:00;32;29;0;1;1;25;17;0;0
2020-03-26 20:30:00;16;14;0;0;0;20;15;0;0
2020-03-26 20:45:00;25;16;0;1;0;24;18;0;0
2020-03-26 21:00:00;27;17;0;0;0;31;16;0;0
2020-03-26 21:15:00;23;10;2;0;2;44;21;0;0
2020-03-26 21:30:00;27;17;0;2;0;50;20;0;0
2020-03-26 21:45:00;25;28;0;1;0;32;13;0;0
2020-03-26 22:00:00;50;28;0;1;0;15;9;0;0
2020-03-26 22:15:00;25;17;0;0;0;19;10;0;0
2020-03-26 22:30:00;18;9;0;0;0;9;7;0;0
2020-03-26 22:45:00;10;8;1;0;1;21;6;0;1
2020-03-26 23:00:00;8;6;0;0;0;8;7;0;0
2020-03-26 23:15:00;8;6;0;1;0;8;8;0;0
2020-03-26 23:30:00;3;1;0;0;0;10;3;0;0
2020-03-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
