DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-10-09 00:00:00;3;0;2;3;0;0
2019-10-09 00:15:00;12;0;3;0;0;0
2019-10-09 00:30:00;7;1;6;2;0;1
2019-10-09 00:45:00;3;0;6;0;0;0
2019-10-09 01:00:00;2;0;3;4;0;0
2019-10-09 01:15:00;7;1;2;1;0;0
2019-10-09 01:30:00;4;0;2;0;0;0
2019-10-09 01:45:00;2;0;3;0;0;0
2019-10-09 02:00:00;4;0;3;1;0;0
2019-10-09 02:15:00;2;0;4;1;0;0
2019-10-09 02:30:00;0;0;3;1;0;0
2019-10-09 02:45:00;3;0;4;0;0;0
2019-10-09 03:00:00;5;1;5;0;0;0
2019-10-09 03:15:00;4;1;7;0;0;0
2019-10-09 03:30:00;3;0;3;0;0;0
2019-10-09 03:45:00;4;2;3;0;0;0
2019-10-09 04:00:00;7;0;5;0;0;0
2019-10-09 04:15:00;5;2;8;0;0;0
2019-10-09 04:30:00;8;2;15;1;0;0
2019-10-09 04:45:00;8;9;34;0;0;0
2019-10-09 05:00:00;20;13;89;1;3;1
2019-10-09 05:15:00;57;46;213;5;9;16
2019-10-09 05:30:00;65;46;188;12;6;13
2019-10-09 05:45:00;117;24;112;75;7;10
2019-10-09 06:00:00;100;17;93;74;5;3
2019-10-09 06:15:00;70;19;122;18;3;5
2019-10-09 06:30:00;100;24;164;10;11;8
2019-10-09 06:45:00;103;11;135;6;6;9
2019-10-09 07:00:00;105;8;144;2;2;9
2019-10-09 07:15:00;123;5;138;2;6;2
2019-10-09 07:30:00;113;11;145;1;9;5
2019-10-09 07:45:00;124;14;157;6;1;19
2019-10-09 08:00:00;107;15;148;4;3;14
2019-10-09 08:15:00;108;23;146;4;4;17
2019-10-09 08:30:00;95;8;120;1;8;2
2019-10-09 08:45:00;61;6;93;1;3;5
2019-10-09 09:00:00;70;7;80;1;2;1
2019-10-09 09:15:00;67;6;76;2;1;2
2019-10-09 09:30:00;57;5;90;1;1;2
2019-10-09 09:45:00;53;7;58;8;6;1
2019-10-09 10:00:00;61;4;68;1;3;6
2019-10-09 10:15:00;58;4;54;3;0;0
2019-10-09 10:30:00;52;3;57;1;0;3
2019-10-09 10:45:00;60;1;49;1;0;5
2019-10-09 11:00:00;58;3;63;2;0;0
2019-10-09 11:15:00;61;2;56;4;1;0
2019-10-09 11:30:00;58;5;43;3;0;3
2019-10-09 11:45:00;63;3;53;5;2;5
2019-10-09 12:00:00;59;2;54;8;3;0
2019-10-09 12:15:00;67;4;41;4;5;1
2019-10-09 12:30:00;69;6;53;6;1;2
2019-10-09 12:45:00;72;8;78;6;2;2
2019-10-09 13:00:00;84;16;79;8;2;16
2019-10-09 13:15:00;93;33;116;9;0;38
2019-10-09 13:30:00;107;43;182;17;6;15
2019-10-09 13:45:00;125;47;171;43;21;20
2019-10-09 14:00:00;125;52;67;42;4;21
2019-10-09 14:15:00;97;22;78;75;13;9
2019-10-09 14:30:00;140;6;124;52;10;10
2019-10-09 14:45:00;82;1;86;29;7;3
2019-10-09 15:00:00;110;1;70;35;25;5
2019-10-09 15:15:00;112;0;77;35;4;10
2019-10-09 15:30:00;112;0;74;22;7;4
2019-10-09 15:45:00;83;4;87;21;5;4
2019-10-09 16:00:00;109;3;67;27;2;5
2019-10-09 16:15:00;131;5;85;24;9;2
2019-10-09 16:30:00;119;11;83;66;24;6
2019-10-09 16:45:00;122;4;80;41;3;5
2019-10-09 17:00:00;129;1;70;28;53;3
2019-10-09 17:15:00;120;2;92;48;2;5
2019-10-09 17:30:00;124;2;86;37;6;8
2019-10-09 17:45:00;102;1;73;7;3;0
2019-10-09 18:00:00;95;0;67;5;0;1
2019-10-09 18:15:00;64;2;76;5;10;2
2019-10-09 18:30:00;61;0;62;14;2;0
2019-10-09 18:45:00;39;0;50;2;2;1
2019-10-09 19:00:00;39;0;37;2;0;0
2019-10-09 19:15:00;48;0;37;4;0;0
2019-10-09 19:30:00;40;2;33;2;0;0
2019-10-09 19:45:00;33;0;31;5;0;0
2019-10-09 20:00:00;36;2;32;2;0;0
2019-10-09 20:15:00;34;0;30;0;0;0
2019-10-09 20:30:00;28;3;34;0;0;0
2019-10-09 20:45:00;33;7;56;2;4;2
2019-10-09 21:00:00;33;7;95;4;10;2
2019-10-09 21:15:00;38;37;152;3;11;9
2019-10-09 21:30:00;45;12;107;32;1;36
2019-10-09 21:45:00;85;5;56;104;11;10
2019-10-09 22:00:00;94;2;37;135;1;17
2019-10-09 22:15:00;31;2;16;29;2;14
2019-10-09 22:30:00;18;0;13;7;0;1
2019-10-09 22:45:00;13;1;10;3;0;0
2019-10-09 23:00:00;14;1;12;3;0;1
2019-10-09 23:15:00;15;0;6;3;0;0
2019-10-09 23:30:00;12;0;5;0;0;0
2019-10-09 23:45:00;5;0;8;1;0;0
