DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-09-10 00:00:00;0;2;5;0;2;1;3;1;0;0
2019-09-10 00:15:00;0;1;2;1;0;0;1;0;0;0
2019-09-10 00:30:00;0;1;2;2;0;0;1;0;0;0
2019-09-10 00:45:00;6;5;4;2;0;1;1;2;0;0
2019-09-10 01:00:00;5;7;4;3;0;0;1;2;0;0
2019-09-10 01:15:00;1;2;1;1;0;0;0;0;0;0
2019-09-10 01:30:00;2;2;2;1;0;1;1;0;0;0
2019-09-10 01:45:00;2;4;1;0;1;0;1;0;0;0
2019-09-10 02:00:00;2;3;1;0;2;0;0;0;0;0
2019-09-10 02:15:00;5;2;1;0;0;3;1;1;0;0
2019-09-10 02:30:00;1;2;3;1;0;0;0;0;0;0
2019-09-10 02:45:00;4;3;2;1;0;0;0;2;0;0
2019-09-10 03:00:00;0;0;1;0;0;0;0;0;0;0
2019-09-10 03:15:00;1;3;0;0;1;0;0;1;0;0
2019-09-10 03:30:00;2;1;0;0;0;0;1;0;0;0
2019-09-10 03:45:00;6;7;6;2;2;1;0;0;0;0
2019-09-10 04:00:00;4;5;1;1;5;4;1;1;0;0
2019-09-10 04:15:00;5;1;3;0;2;0;0;0;0;0
2019-09-10 04:30:00;6;5;2;1;2;0;0;2;0;0
2019-09-10 04:45:00;23;9;23;1;0;1;3;2;0;0
2019-09-10 05:00:00;50;9;63;0;1;2;2;3;0;0
2019-09-10 05:15:00;117;15;120;11;1;5;2;7;0;0
2019-09-10 05:30:00;167;17;161;11;4;10;18;25;0;0
2019-09-10 05:45:00;121;29;75;12;21;8;87;58;0;0
2019-09-10 06:00:00;65;41;69;11;67;0;142;91;0;0
2019-09-10 06:15:00;65;32;105;6;14;3;36;24;0;0
2019-09-10 06:30:00;80;56;115;8;7;1;16;5;0;0
2019-09-10 06:45:00;91;43;116;4;2;0;10;5;0;0
2019-09-10 07:00:00;69;28;115;5;3;4;11;7;0;4
2019-09-10 07:15:00;41;30;91;3;5;3;10;5;0;0
2019-09-10 07:30:00;94;74;132;10;7;7;14;10;0;0
2019-09-10 07:45:00;67;68;124;10;7;8;19;9;3;9
2019-09-10 08:00:00;76;54;124;10;8;6;8;8;2;0
2019-09-10 08:15:00;61;57;105;12;8;9;15;9;0;23
2019-09-10 08:30:00;71;43;96;7;12;5;18;9;1;1
2019-09-10 08:45:00;59;53;75;12;4;6;8;7;1;29
2019-09-10 09:00:00;35;47;33;25;7;5;8;5;0;0
2019-09-10 09:15:00;39;54;62;5;4;4;15;6;0;3
2019-09-10 09:30:00;36;42;50;1;6;3;17;9;0;0
2019-09-10 09:45:00;39;43;52;5;3;4;9;5;0;1
2019-09-10 10:00:00;29;40;51;2;7;1;9;7;1;0
2019-09-10 10:15:00;37;42;41;6;5;1;9;7;1;0
2019-09-10 10:30:00;36;48;53;3;6;5;12;9;4;0
2019-09-10 10:45:00;31;34;58;4;6;3;12;6;2;0
2019-09-10 11:00:00;50;57;78;5;5;2;30;11;3;2
2019-09-10 11:15:00;25;47;120;1;8;6;19;18;1;1
2019-09-10 11:30:00;34;59;74;6;7;3;16;12;2;5
2019-09-10 11:45:00;39;69;74;6;9;1;13;13;1;8
2019-09-10 12:00:00;39;60;82;5;22;8;17;15;2;0
2019-09-10 12:15:00;31;69;70;8;9;12;23;10;0;0
2019-09-10 12:30:00;36;53;66;4;7;2;17;13;3;1
2019-09-10 12:45:00;49;48;68;5;10;5;10;7;4;2
2019-09-10 13:00:00;67;51;79;7;11;4;14;7;1;2
2019-09-10 13:15:00;99;55;90;13;8;4;23;9;1;3
2019-09-10 13:30:00;94;53;114;11;13;12;23;14;2;0
2019-09-10 13:45:00;95;53;120;10;10;7;20;28;1;5
2019-09-10 14:00:00;67;63;99;10;54;3;67;61;2;0
2019-09-10 14:15:00;35;75;72;11;62;3;157;70;3;2
2019-09-10 14:30:00;32;85;86;9;47;4;158;78;5;10
2019-09-10 14:45:00;37;87;65;7;21;3;43;31;1;0
2019-09-10 15:00:00;36;100;74;7;15;2;57;39;1;0
2019-09-10 15:15:00;38;71;49;8;21;3;45;28;1;0
2019-09-10 15:30:00;51;103;65;9;24;4;50;37;0;0
2019-09-10 15:45:00;28;69;61;10;25;2;35;38;0;0
2019-09-10 16:00:00;37;102;84;4;22;3;44;32;2;4
2019-09-10 16:15:00;41;81;59;4;16;4;44;33;5;0
2019-09-10 16:30:00;51;82;85;6;25;2;46;36;0;0
2019-09-10 16:45:00;31;77;67;6;18;2;46;28;3;2
2019-09-10 17:00:00;38;74;80;9;13;6;38;23;19;4
2019-09-10 17:15:00;40;76;62;12;19;1;32;11;2;3
2019-09-10 17:30:00;35;66;88;13;13;2;38;21;1;2
2019-09-10 17:45:00;42;77;72;5;12;4;25;26;0;0
2019-09-10 18:00:00;40;62;67;10;16;3;25;24;3;0
2019-09-10 18:15:00;35;64;70;5;13;3;16;10;8;7
2019-09-10 18:30:00;35;52;52;7;13;6;15;22;0;0
2019-09-10 18:45:00;28;36;54;11;7;2;15;9;1;8
2019-09-10 19:00:00;25;41;66;6;12;3;13;13;0;3
2019-09-10 19:15:00;30;42;67;3;2;1;6;10;1;0
2019-09-10 19:30:00;26;33;64;4;5;2;8;3;0;0
2019-09-10 19:45:00;18;27;52;6;2;1;9;8;0;0
2019-09-10 20:00:00;21;22;59;1;3;0;2;7;0;2
2019-09-10 20:15:00;22;20;30;3;2;0;6;6;0;0
2019-09-10 20:30:00;17;26;29;3;2;0;5;9;3;3
2019-09-10 20:45:00;34;22;51;1;1;1;2;11;0;0
2019-09-10 21:00:00;80;16;68;0;0;1;2;9;0;0
2019-09-10 21:15:00;126;16;109;1;0;1;4;7;0;0
2019-09-10 21:30:00;110;23;65;7;3;3;12;20;0;0
2019-09-10 21:45:00;49;32;15;9;30;7;47;39;0;0
2019-09-10 22:00:00;16;45;16;17;85;4;98;64;0;0
2019-09-10 22:15:00;9;21;16;8;37;0;17;23;0;0
2019-09-10 22:30:00;11;12;8;1;6;0;3;6;0;0
2019-09-10 22:45:00;7;10;10;2;2;0;0;5;0;0
2019-09-10 23:00:00;9;8;11;1;1;1;1;1;0;0
2019-09-10 23:15:00;9;9;8;0;1;0;2;3;0;0
2019-09-10 23:30:00;2;4;5;1;0;1;1;3;0;0
2019-09-10 23:45:00;1;3;5;0;0;0;1;4;0;0
