DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-09-06 00:00:00;4;10;11;7;2;0;0;0;0;0;0;0
2019-09-06 00:15:00;0;6;6;12;8;0;0;0;0;0;0;0
2019-09-06 00:30:00;0;12;6;11;3;0;0;0;0;0;0;0
2019-09-06 00:45:00;2;7;9;6;3;0;0;0;0;0;0;0
2019-09-06 01:00:00;3;10;10;11;9;0;0;0;0;0;0;0
2019-09-06 01:15:00;4;9;5;7;5;0;0;0;0;0;0;0
2019-09-06 01:30:00;6;4;2;3;3;0;0;0;0;0;0;0
2019-09-06 01:45:00;0;2;3;12;2;0;0;0;0;0;0;0
2019-09-06 02:00:00;1;4;6;1;0;0;0;0;0;0;0;0
2019-09-06 02:15:00;1;10;8;4;3;0;0;0;0;0;0;0
2019-09-06 02:30:00;0;6;3;3;1;0;0;0;0;0;0;0
2019-09-06 02:45:00;1;3;5;2;3;0;0;0;0;0;0;0
2019-09-06 03:00:00;1;4;2;2;4;0;0;0;0;0;0;0
2019-09-06 03:15:00;1;3;3;2;2;0;0;0;0;0;0;0
2019-09-06 03:30:00;0;4;4;3;3;0;0;0;0;0;0;0
2019-09-06 03:45:00;1;2;2;2;2;0;0;0;0;0;0;0
2019-09-06 04:00:00;3;3;0;7;7;0;0;0;0;0;0;0
2019-09-06 04:15:00;1;10;8;11;5;0;0;0;0;0;0;0
2019-09-06 04:30:00;3;9;7;4;4;0;0;0;0;0;0;0
2019-09-06 04:45:00;1;12;9;7;7;0;0;0;0;0;0;0
2019-09-06 05:00:00;9;24;20;22;28;0;0;0;0;0;0;0
2019-09-06 05:15:00;12;32;24;28;19;0;0;0;0;0;0;0
2019-09-06 05:30:00;18;45;37;42;33;0;0;0;0;0;0;0
2019-09-06 05:45:00;13;41;35;55;45;0;0;0;0;0;0;0
2019-09-06 06:00:00;10;56;42;52;46;0;0;0;0;0;0;0
2019-09-06 06:15:00;11;36;27;68;57;0;0;0;0;0;0;0
2019-09-06 06:30:00;12;64;45;105;112;1;0;0;0;1;4;20
2019-09-06 06:45:00;23;57;48;106;121;5;4;0;0;35;2;0
2019-09-06 07:00:00;10;71;42;108;121;9;0;0;0;16;6;1
2019-09-06 07:15:00;25;62;45;83;103;5;2;0;0;4;3;2
2019-09-06 07:30:00;26;65;53;68;157;3;6;0;0;29;1;5
2019-09-06 07:45:00;26;65;63;69;177;0;8;0;0;1;6;2
2019-09-06 08:00:00;20;84;61;68;98;4;2;0;0;13;5;1
2019-09-06 08:15:00;26;72;52;72;82;7;3;0;0;18;5;3
2019-09-06 08:30:00;30;57;42;78;90;5;1;0;0;78;4;8
2019-09-06 08:45:00;20;56;81;79;83;5;4;0;0;33;7;42
2019-09-06 09:00:00;16;81;54;68;70;8;4;0;0;4;7;4
2019-09-06 09:15:00;23;86;66;36;121;1;4;0;0;19;9;0
2019-09-06 09:30:00;16;69;61;68;62;4;7;0;0;8;6;1
2019-09-06 09:45:00;22;80;79;65;63;3;5;0;0;0;7;5
2019-09-06 10:00:00;21;84;76;73;66;3;0;0;0;2;2;0
2019-09-06 10:15:00;19;65;62;72;68;1;2;0;0;0;9;5
2019-09-06 10:30:00;20;82;63;64;67;0;5;0;4;15;6;0
2019-09-06 10:45:00;29;97;101;63;75;6;4;0;2;50;12;6
2019-09-06 11:00:00;24;88;75;61;55;6;1;0;0;9;7;5
2019-09-06 11:15:00;26;84;69;56;62;4;4;0;0;4;11;25
2019-09-06 11:30:00;25;119;83;56;61;2;4;0;0;5;9;3
2019-09-06 11:45:00;23;106;106;68;73;3;2;0;0;8;12;9
2019-09-06 12:00:00;34;114;103;70;75;4;11;0;0;9;10;24
2019-09-06 12:15:00;32;114;91;82;71;1;3;0;0;15;10;30
2019-09-06 12:30:00;28;115;139;70;78;0;1;0;0;5;9;5
2019-09-06 12:45:00;30;129;117;84;74;6;1;0;0;1;12;6
2019-09-06 13:00:00;32;99;102;54;96;9;6;0;0;5;4;2
2019-09-06 13:15:00;32;119;82;57;137;8;1;0;0;9;1;0
2019-09-06 13:30:00;30;125;104;78;96;6;5;0;0;6;11;0
2019-09-06 13:45:00;28;126;121;76;69;16;3;0;14;30;6;0
2019-09-06 14:00:00;28;116;91;72;80;4;6;0;0;34;2;2
2019-09-06 14:15:00;24;148;127;94;98;7;6;0;0;50;11;3
2019-09-06 14:30:00;27;163;132;74;93;2;8;0;0;16;2;4
2019-09-06 14:45:00;13;156;137;87;88;9;1;0;0;107;5;0
2019-09-06 15:00:00;26;163;143;74;80;3;8;0;0;76;13;0
2019-09-06 15:15:00;34;143;136;72;82;3;2;0;0;15;1;3
2019-09-06 15:30:00;26;133;153;82;84;10;4;0;0;23;9;96
2019-09-06 15:45:00;31;151;128;98;105;7;3;0;0;9;14;48
2019-09-06 16:00:00;28;151;131;72;84;7;5;0;0;65;10;14
2019-09-06 16:15:00;25;124;123;74;84;3;9;0;0;28;6;10
2019-09-06 16:30:00;36;112;109;83;84;4;2;0;0;6;11;17
2019-09-06 16:45:00;26;104;103;79;64;5;3;0;2;21;4;1
2019-09-06 17:00:00;21;106;100;84;87;5;6;0;0;10;9;12
2019-09-06 17:15:00;24;107;98;74;101;4;9;0;0;36;3;2
2019-09-06 17:30:00;33;116;94;69;71;10;5;0;0;42;6;15
2019-09-06 17:45:00;27;85;80;70;82;5;1;0;0;12;3;0
2019-09-06 18:00:00;22;85;85;64;82;2;4;0;0;3;17;10
2019-09-06 18:15:00;26;94;74;77;86;19;3;0;0;97;1;0
2019-09-06 18:30:00;22;61;61;67;77;3;3;0;0;11;11;17
2019-09-06 18:45:00;38;64;67;64;63;7;1;0;0;0;7;0
2019-09-06 19:00:00;23;54;68;65;71;0;3;0;0;0;2;1
2019-09-06 19:15:00;32;72;52;52;60;6;3;0;0;101;1;0
2019-09-06 19:30:00;20;76;60;46;50;46;2;0;0;141;0;0
2019-09-06 19:45:00;29;58;47;58;59;2;1;0;0;79;1;0
2019-09-06 20:00:00;22;43;46;58;51;2;5;0;0;15;1;3
2019-09-06 20:15:00;18;64;65;53;34;0;3;0;0;15;5;15
2019-09-06 20:30:00;12;44;42;46;39;1;6;0;0;13;3;2
2019-09-06 20:45:00;21;44;37;46;27;0;3;0;0;1;1;0
2019-09-06 21:00:00;15;32;50;35;32;6;1;0;1;38;2;1
2019-09-06 21:15:00;8;22;43;40;20;1;0;0;0;2;0;0
2019-09-06 21:30:00;15;45;25;27;23;0;3;0;0;0;0;0
2019-09-06 21:45:00;7;38;29;25;17;3;0;0;0;28;2;0
2019-09-06 22:00:00;11;65;53;22;30;3;0;0;0;8;7;50
2019-09-06 22:15:00;10;29;32;27;23;1;4;0;0;2;0;0
2019-09-06 22:30:00;4;36;41;23;23;0;5;0;0;1;2;1
2019-09-06 22:45:00;4;37;29;24;7;0;2;0;2;11;0;0
2019-09-06 23:00:00;9;31;26;22;15;0;0;0;0;0;1;4
2019-09-06 23:15:00;12;27;23;24;14;0;0;0;0;0;0;0
2019-09-06 23:30:00;5;28;28;19;14;0;0;0;0;0;0;0
2019-09-06 23:45:00;8;22;18;14;17;0;0;0;0;0;0;0
