DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-07-23 00:00:00;5;2;0;2;2;2;0;5;4;0;0;0;0;0;0
2020-07-23 00:15:00;7;4;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-07-23 00:30:00;5;2;0;2;2;2;0;2;2;0;0;0;0;0;0
2020-07-23 00:45:00;6;3;0;1;1;3;0;0;0;0;0;0;0;0;0
2020-07-23 01:00:00;6;5;0;4;4;2;0;0;0;0;0;0;0;0;0
2020-07-23 01:15:00;7;2;0;1;1;3;0;0;1;0;0;0;0;0;0
2020-07-23 01:30:00;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-07-23 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:00:00;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-07-23 02:15:00;2;3;0;2;2;0;0;1;1;0;0;0;0;0;0
2020-07-23 02:30:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-23 02:45:00;3;1;0;0;0;1;0;4;3;0;0;0;0;0;0
2020-07-23 03:00:00;1;2;0;1;1;2;0;1;2;0;0;0;0;0;0
2020-07-23 03:15:00;4;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-07-23 03:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-23 03:45:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-07-23 04:00:00;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-07-23 04:15:00;2;1;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-07-23 04:30:00;5;2;0;1;1;2;0;2;2;0;0;0;0;0;0
2020-07-23 04:45:00;7;4;0;4;4;8;0;5;4;0;0;0;0;0;0
2020-07-23 05:00:00;10;6;0;4;4;6;0;3;3;0;0;0;0;0;0
2020-07-23 05:15:00;24;5;0;5;5;24;0;6;7;0;0;0;0;0;0
2020-07-23 05:30:00;36;19;0;17;16;20;0;11;11;0;0;0;0;0;0
2020-07-23 05:45:00;52;33;2;33;32;19;0;11;11;0;0;0;0;0;0
2020-07-23 06:00:00;35;21;1;20;17;28;0;10;10;0;0;0;0;0;0
2020-07-23 06:15:00;50;18;0;17;16;38;0;13;12;0;0;0;0;0;0
2020-07-23 06:30:00;42;39;1;34;32;37;0;22;20;0;1;0;0;0;0
2020-07-23 06:45:00;58;41;0;40;35;38;0;26;20;0;0;0;0;0;0
2020-07-23 07:00:00;45;45;0;38;30;44;0;19;19;0;0;0;0;0;0
2020-07-23 07:15:00;54;51;2;47;40;46;0;20;16;0;0;0;0;0;0
2020-07-23 07:30:00;57;52;3;50;44;50;0;25;20;1;1;0;5;0;0
2020-07-23 07:45:00;36;55;2;48;33;33;0;16;20;1;0;0;0;0;0
2020-07-23 08:00:00;48;39;2;35;34;47;0;23;23;3;4;0;12;5;0
2020-07-23 08:15:00;48;41;1;41;33;27;0;24;25;0;1;0;2;3;0
2020-07-23 08:30:00;44;40;2;38;28;31;0;23;24;1;0;0;0;0;0
2020-07-23 08:45:00;45;36;1;34;33;23;0;27;22;0;0;0;0;0;0
2020-07-23 09:00:00;49;38;3;35;33;21;0;13;15;0;1;0;0;0;0
2020-07-23 09:15:00;43;31;1;26;25;30;0;20;20;0;2;0;0;0;0
2020-07-23 09:30:00;34;29;0;29;26;21;0;19;20;0;0;0;0;0;0
2020-07-23 09:45:00;62;35;2;32;28;18;0;18;15;0;2;0;0;3;0
2020-07-23 10:00:00;62;37;3;32;28;25;0;23;20;0;1;0;0;2;0
2020-07-23 10:15:00;63;46;8;41;31;30;0;13;25;0;0;0;0;0;0
2020-07-23 10:30:00;52;27;7;24;20;21;0;21;19;0;1;0;11;0;0
2020-07-23 10:45:00;67;29;0;26;23;29;0;13;16;0;0;0;0;0;0
2020-07-23 11:00:00;62;28;2;24;24;22;0;25;23;0;1;0;0;0;0
2020-07-23 11:15:00;46;39;3;37;34;17;0;17;15;1;1;0;0;0;0
2020-07-23 11:30:00;60;27;4;26;24;18;0;15;17;2;2;0;7;3;10
2020-07-23 11:45:00;68;35;1;30;29;18;0;14;14;1;0;0;0;0;0
2020-07-23 12:00:00;75;32;0;32;28;24;0;9;9;0;0;0;0;0;0
2020-07-23 12:15:00;67;38;3;36;29;26;0;19;11;0;0;0;0;0;0
