DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-12-08 00:00:00;2;4;2;0;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:15:00;6;5;2;0;7;6;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:30:00;5;6;4;0;6;7;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 00:45:00;5;7;4;0;7;5;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:00:00;9;11;6;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:15:00;1;1;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:30:00;2;2;0;1;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 01:45:00;2;2;2;0;4;6;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:00:00;3;3;2;0;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:15:00;4;5;3;0;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:30:00;2;0;2;0;5;6;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 02:45:00;5;4;1;1;7;6;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:00:00;5;4;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:15:00;2;3;3;0;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:30:00;5;7;5;2;3;5;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 03:45:00;5;6;2;0;3;5;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:00:00;9;7;6;0;6;6;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:15:00;9;8;3;0;10;8;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:30:00;16;17;9;3;14;20;5;10;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 04:45:00;20;22;8;1;16;13;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 05:00:00;57;59;29;4;37;29;14;34;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 05:15:00;64;81;43;6;46;37;17;37;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 05:30:00;63;70;52;8;44;43;23;51;0;0;0;0;0;0;1;0;0;0;0
2020-12-08 05:45:00;49;66;49;8;56;49;19;54;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 06:00:00;48;53;47;12;78;60;17;46;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 06:15:00;66;82;60;12;75;76;27;63;0;0;0;0;0;0;0;1;0;0;0
2020-12-08 06:30:00;85;121;79;13;82;70;34;71;0;0;0;0;0;0;0;0;0;0;0
2020-12-08 06:45:00;102;106;73;16;72;59;28;62;0;0;0;0;0;0;1;3;0;0;0
2020-12-08 07:00:00;83;122;73;26;75;61;33;69;0;0;0;0;0;0;0;2;0;0;0
2020-12-08 07:15:00;86;145;93;16;79;84;48;91;0;0;0;0;0;0;0;7;10;0;0
2020-12-08 07:30:00;106;136;94;30;94;77;46;88;0;0;0;0;0;0;4;7;1;0;0
2020-12-08 07:45:00;103;129;101;37;123;130;50;116;0;0;0;0;0;0;0;4;2;0;0
2020-12-08 08:00:00;80;102;64;28;76;85;31;74;0;0;0;0;0;0;0;7;2;0;0
2020-12-08 08:15:00;92;126;92;26;86;91;43;89;0;0;0;0;0;0;1;3;1;0;0
2020-12-08 08:30:00;93;118;72;25;94;95;32;91;0;0;0;0;0;0;0;7;0;0;0
2020-12-08 08:45:00;82;101;67;15;88;82;45;72;0;0;0;0;0;0;0;9;1;2;2
2020-12-08 09:00:00;73;77;52;14;81;88;30;43;0;0;0;0;0;0;0;7;1;0;0
2020-12-08 09:15:00;93;103;74;23;86;76;41;63;0;0;0;0;0;0;0;6;6;5;0
2020-12-08 09:30:00;88;107;82;7;78;77;45;71;0;0;0;0;0;0;0;8;3;0;0
2020-12-08 09:45:00;95;112;77;14;100;114;42;76;0;0;0;0;0;0;0;12;8;1;0
2020-12-08 10:00:00;72;93;68;13;90;90;42;56;0;0;0;0;0;0;0;11;9;0;0
2020-12-08 10:15:00;103;102;75;13;93;94;42;70;0;0;0;0;0;0;0;10;1;0;0
2020-12-08 10:30:00;86;111;86;16;100;100;41;66;0;0;0;0;0;0;0;8;5;7;1
2020-12-08 10:45:00;105;123;106;16;110;132;56;83;0;0;0;0;0;0;0;9;3;0;0
2020-12-08 11:00:00;98;127;86;13;104;113;55;83;0;0;0;0;0;0;0;8;11;0;0
2020-12-08 11:15:00;80;86;71;18;102;112;45;67;0;0;0;0;0;0;0;6;8;2;0
2020-12-08 11:30:00;87;107;77;22;125;110;49;69;0;0;0;0;0;0;0;8;1;0;0
2020-12-08 11:45:00;96;107;98;11;121;131;44;55;0;0;0;0;0;0;0;7;3;0;0
2020-12-08 12:00:00;81;110;72;20;118;122;44;59;0;0;0;0;0;0;0;7;8;0;2
2020-12-08 12:15:00;97;109;81;14;94;137;42;77;0;0;0;0;0;0;0;6;6;0;0
2020-12-08 12:30:00;92;107;77;14;99;105;44;72;0;0;0;0;0;0;0;7;3;0;0
2020-12-08 12:45:00;81;94;70;22;121;120;43;69;0;0;0;0;0;0;0;7;4;0;0
2020-12-08 13:00:00;99;133;86;14;132;135;58;88;0;0;0;0;0;0;0;8;1;0;0
2020-12-08 13:15:00;94;110;80;18;125;115;38;85;0;0;0;0;0;0;0;11;8;0;0
2020-12-08 13:30:00;96;137;94;18;121;139;46;84;0;0;0;0;0;0;0;10;1;0;0
2020-12-08 13:45:00;103;123;81;15;116;111;36;65;0;0;0;0;0;0;1;10;11;3;0
2020-12-08 14:00:00;88;108;79;14;111;127;45;78;0;0;0;0;0;0;0;6;1;0;0
2020-12-08 14:15:00;85;102;82;20;126;131;35;76;0;0;0;0;0;0;0;7;1;0;0
2020-12-08 14:30:00;95;124;82;20;139;132;41;97;0;0;0;0;0;0;0;8;1;2;0
2020-12-08 14:45:00;106;140;85;13;151;151;43;81;0;0;0;0;0;0;0;11;1;0;0
2020-12-08 15:00:00;98;138;99;24;133;123;44;92;0;0;0;0;0;0;0;11;3;0;0
2020-12-08 15:15:00;100;130;87;21;138;130;41;86;0;0;0;0;0;0;0;9;0;0;0
2020-12-08 15:30:00;107;125;80;24;153;130;39;72;0;0;0;0;0;0;0;7;4;0;0
2020-12-08 15:45:00;105;127;67;18;132;129;40;75;0;0;0;0;0;0;0;12;0;0;0
2020-12-08 16:00:00;114;125;95;13;150;140;51;89;0;0;0;0;0;0;0;6;4;0;0
2020-12-08 16:15:00;102;128;90;17;156;153;43;72;0;0;0;0;0;0;0;11;38;0;0
2020-12-08 16:30:00;104;118;81;20;147;144;43;51;0;0;0;0;0;0;0;7;7;0;0
2020-12-08 16:45:00;105;122;89;18;137;136;43;79;0;0;0;0;0;0;0;6;0;0;0
2020-12-08 17:00:00;85;114;72;26;154;154;26;78;0;0;0;0;0;0;0;6;0;0;0
2020-12-08 17:15:00;84;118;82;13;123;129;42;50;0;0;0;0;0;0;0;8;5;0;0
2020-12-08 17:30:00;90;109;73;10;138;138;42;76;0;0;0;0;0;0;0;5;2;0;0
2020-12-08 17:45:00;82;99;83;7;117;131;40;81;0;0;0;0;0;0;0;7;9;0;0
2020-12-08 18:00:00;75;91;63;9;131;118;29;74;0;0;0;0;0;0;0;10;2;1;0
2020-12-08 18:15:00;83;105;64;5;109;104;41;75;0;0;0;0;0;0;0;8;0;0;0
2020-12-08 18:30:00;56;78;50;5;93;102;31;52;0;0;0;0;0;0;0;8;0;0;0
2020-12-08 18:45:00;66;67;50;7;86;82;31;52;0;0;0;0;0;0;0;5;0;0;0
2020-12-08 19:00:00;59;66;39;9;81;69;20;47;0;0;0;0;0;0;0;9;3;2;0
2020-12-08 19:15:00;43;66;55;7;65;76;28;56;0;0;0;0;0;0;0;7;15;0;0
2020-12-08 19:30:00;49;73;49;8;62;69;21;55;0;0;0;0;0;0;0;6;1;1;0
2020-12-08 19:45:00;42;62;37;0;51;52;15;34;0;0;0;0;0;0;0;3;0;0;0
2020-12-08 20:00:00;49;58;37;5;49;47;6;20;0;0;0;0;0;0;0;3;7;2;0
2020-12-08 20:15:00;44;53;31;7;44;42;12;32;0;0;0;0;0;0;0;3;0;0;0
2020-12-08 20:30:00;31;36;26;2;43;49;4;23;0;0;0;0;0;0;0;0;0;0;0
