DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-11-01 00:00:00;6;2;2;6;7;0;0;1;7;0;0;0;0;0;0
2020-11-01 00:15:00;9;5;5;4;4;6;5;1;7;0;0;0;0;0;0
2020-11-01 00:30:00;7;2;2;3;3;2;1;1;6;0;0;0;0;0;0
2020-11-01 00:45:00;7;3;5;4;4;4;4;2;6;0;0;0;0;0;0
2020-11-01 01:00:00;6;6;7;0;0;0;0;0;7;0;0;0;0;0;0
2020-11-01 01:15:00;5;0;2;2;2;3;3;0;8;0;0;0;0;0;0
2020-11-01 01:30:00;6;1;3;3;3;3;1;2;7;0;0;0;0;0;0
2020-11-01 01:45:00;6;1;1;4;4;0;0;0;8;0;0;0;0;0;0
2020-11-01 02:00:00;10;1;3;2;1;2;2;1;5;0;0;0;0;0;0
2020-11-01 02:15:00;8;0;0;2;2;0;0;1;7;0;0;0;0;0;0
2020-11-01 02:30:00;0;2;4;3;2;3;3;0;4;0;0;0;0;0;0
2020-11-01 02:45:00;6;1;3;1;1;1;1;0;2;0;0;0;0;0;0
2020-11-01 03:00:00;2;0;0;0;0;2;2;1;4;0;0;0;0;0;0
2020-11-01 03:15:00;2;1;2;2;2;1;1;0;1;0;0;0;0;0;0
2020-11-01 03:30:00;4;0;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-01 03:45:00;2;1;3;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-01 04:00:00;1;1;2;0;0;2;2;0;1;0;0;0;0;0;0
2020-11-01 04:15:00;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-01 04:30:00;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-01 04:45:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-01 05:00:00;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-01 05:15:00;7;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-01 05:30:00;7;1;2;0;0;1;1;0;5;0;0;0;0;0;0
2020-11-01 05:45:00;4;0;0;1;1;1;1;0;5;0;0;0;0;0;0
2020-11-01 06:00:00;2;1;1;1;1;1;1;1;2;0;0;0;0;0;0
2020-11-01 06:15:00;4;3;4;2;2;1;1;0;6;0;0;0;0;0;0
2020-11-01 06:30:00;6;4;5;1;1;0;0;1;3;0;0;0;0;0;0
2020-11-01 06:45:00;13;3;5;3;3;0;0;2;1;0;0;0;0;0;0
2020-11-01 07:00:00;2;0;0;2;1;1;1;0;3;0;0;0;0;0;0
2020-11-01 07:15:00;15;2;3;1;1;2;2;0;7;0;0;0;0;0;0
2020-11-01 07:30:00;11;4;6;7;7;5;4;1;10;0;0;0;0;0;0
2020-11-01 07:45:00;16;6;6;5;5;1;1;1;11;0;0;0;0;0;0
2020-11-01 08:00:00;9;5;6;8;8;5;4;2;7;0;0;0;0;0;0
2020-11-01 08:15:00;7;10;13;4;4;2;2;0;12;0;0;0;0;0;0
2020-11-01 08:30:00;18;5;6;4;4;4;4;3;14;0;0;0;0;0;0
2020-11-01 08:45:00;17;9;12;10;9;5;5;1;12;0;0;0;0;0;0
2020-11-01 09:00:00;19;7;9;10;10;3;2;4;12;0;0;0;0;0;0
2020-11-01 09:15:00;22;4;5;12;11;10;10;3;18;0;0;0;0;0;0
2020-11-01 09:30:00;29;8;8;7;7;11;10;3;24;0;0;0;0;0;0
2020-11-01 09:45:00;37;10;13;14;14;9;8;3;27;0;0;0;0;0;0
2020-11-01 10:00:00;27;14;14;11;11;5;6;3;23;0;0;0;0;0;0
2020-11-01 10:15:00;28;12;17;16;15;11;14;3;34;0;0;0;0;0;0
2020-11-01 10:30:00;42;12;13;12;12;7;7;4;27;0;0;0;0;0;0
2020-11-01 10:45:00;43;17;21;23;22;14;14;3;34;0;0;0;0;0;0
2020-11-01 11:00:00;31;19;22;17;16;14;19;4;39;0;0;0;0;0;0
2020-11-01 11:15:00;37;17;19;21;22;17;14;3;26;0;0;0;0;0;0
2020-11-01 11:30:00;31;15;19;23;22;13;12;4;30;0;0;0;0;0;0
2020-11-01 11:45:00;57;16;19;17;17;11;10;9;27;0;0;0;0;0;0
2020-11-01 12:00:00;49;19;18;14;13;10;10;5;32;0;0;0;0;0;0
2020-11-01 12:15:00;40;16;19;18;17;15;16;7;52;0;0;0;0;0;0
2020-11-01 12:30:00;32;14;15;21;19;11;10;6;36;0;0;0;0;0;0
2020-11-01 12:45:00;48;19;21;20;17;14;14;2;36;0;0;0;0;0;0
2020-11-01 13:00:00;39;15;16;18;17;10;11;2;27;0;0;0;0;0;0
2020-11-01 13:15:00;35;15;18;19;19;9;11;4;26;0;0;0;0;0;0
2020-11-01 13:30:00;38;20;23;19;19;10;11;7;38;0;0;0;0;0;0
2020-11-01 13:45:00;43;15;17;15;15;17;17;3;39;0;0;0;0;0;0
2020-11-01 14:00:00;51;19;19;18;16;10;10;7;41;0;0;0;0;0;0
2020-11-01 14:15:00;40;16;19;23;23;12;12;8;43;0;0;0;0;0;0
2020-11-01 14:30:00;51;13;17;16;16;11;10;5;38;0;0;0;0;0;0
2020-11-01 14:45:00;45;14;16;21;19;16;17;8;35;0;0;0;0;0;0
2020-11-01 15:00:00;44;14;15;13;12;12;11;5;39;0;0;0;0;0;0
2020-11-01 15:15:00;42;9;12;18;17;12;13;8;31;0;0;0;0;0;0
2020-11-01 15:30:00;47;14;18;14;14;14;12;5;40;0;0;0;0;0;0
2020-11-01 15:45:00;68;24;26;19;18;12;10;6;23;0;0;0;0;0;0
2020-11-01 16:00:00;51;19;20;18;16;16;16;4;35;0;0;0;0;0;0
2020-11-01 16:15:00;41;15;17;21;19;14;15;7;31;0;0;0;0;0;0
2020-11-01 16:30:00;42;19;22;13;11;10;10;4;37;0;0;0;0;0;0
2020-11-01 16:45:00;50;25;28;11;10;18;17;1;33;0;0;0;0;0;0
2020-11-01 17:00:00;59;13;16;30;28;13;14;4;42;0;0;0;0;0;0
2020-11-01 17:15:00;41;9;11;15;15;9;9;2;47;0;0;0;0;0;0
2020-11-01 17:30:00;55;14;16;13;13;12;11;3;41;0;0;0;0;0;0
2020-11-01 17:45:00;51;12;13;18;17;15;16;4;41;0;0;0;0;0;0
2020-11-01 18:00:00;49;14;14;18;18;3;1;5;39;0;0;0;0;0;0
2020-11-01 18:15:00;31;10;11;14;14;10;10;2;27;0;0;0;0;0;0
2020-11-01 18:30:00;42;9;10;6;6;6;6;0;32;0;0;0;0;0;0
2020-11-01 18:45:00;32;10;13;10;9;8;8;4;29;0;0;0;0;0;0
2020-11-01 19:00:00;23;7;8;11;11;10;10;4;19;0;0;0;0;0;0
2020-11-01 19:15:00;29;8;9;11;10;6;6;3;24;0;0;0;0;0;0
2020-11-01 19:30:00;19;5;7;4;3;6;7;1;24;0;0;0;0;0;0
2020-11-01 19:45:00;29;8;8;6;4;8;7;1;20;0;0;0;0;0;0
2020-11-01 20:00:00;19;9;9;7;7;7;7;1;25;0;0;0;0;0;0
2020-11-01 20:15:00;16;5;8;4;3;5;5;4;22;0;0;0;0;0;0
2020-11-01 20:30:00;17;10;10;12;11;6;4;1;20;0;0;0;0;0;0
2020-11-01 20:45:00;11;8;8;3;3;1;1;2;15;0;0;0;0;0;0
2020-11-01 21:00:00;18;8;9;9;7;2;2;0;21;0;0;0;0;0;0
2020-11-01 21:15:00;17;7;11;12;11;8;5;2;20;0;0;0;0;0;0
2020-11-01 21:30:00;9;8;9;3;3;4;4;0;15;0;0;0;0;0;0
2020-11-01 21:45:00;11;6;6;6;4;6;5;1;10;0;0;0;0;0;0
2020-11-01 22:00:00;7;3;3;6;6;5;4;0;9;0;0;0;0;0;0
2020-11-01 22:15:00;9;1;2;4;3;4;5;3;9;0;0;0;0;0;0
2020-11-01 22:30:00;7;3;4;7;6;5;3;2;13;0;0;0;0;0;0
2020-11-01 22:45:00;3;5;6;6;6;3;3;1;14;0;0;0;0;0;0
2020-11-01 23:00:00;9;5;5;2;1;1;1;0;8;0;0;0;0;0;0
2020-11-01 23:15:00;5;3;5;3;3;4;4;0;3;0;0;0;0;0;0
2020-11-01 23:30:00;5;3;4;5;5;0;0;0;7;0;0;0;0;0;0
2020-11-01 23:45:00;3;2;2;1;1;2;1;0;4;0;0;0;0;0;0
