DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-12-03 00:00:00;11;8;10;3;1;1;1;16;0;0;0;0;0
2019-12-03 00:15:00;11;3;2;1;0;0;3;17;0;0;0;0;0
2019-12-03 00:30:00;13;6;8;4;0;0;0;18;0;0;0;0;0
2019-12-03 00:45:00;8;4;5;0;0;0;0;11;0;0;0;0;0
2019-12-03 01:00:00;12;3;4;4;0;0;0;15;0;0;0;0;0
2019-12-03 01:15:00;8;3;2;2;0;0;0;4;0;0;0;0;0
2019-12-03 01:30:00;7;0;0;0;0;0;0;4;0;0;0;0;0
2019-12-03 01:45:00;7;0;0;0;0;0;0;3;0;0;0;0;0
2019-12-03 02:00:00;9;3;3;2;0;0;0;4;0;0;0;0;0
2019-12-03 02:15:00;4;3;5;2;0;0;0;7;0;0;0;0;0
2019-12-03 02:30:00;6;2;3;0;0;0;0;5;0;0;0;0;0
2019-12-03 02:45:00;4;1;1;1;0;0;1;4;0;0;0;0;0
2019-12-03 03:00:00;6;4;6;4;1;2;2;11;0;0;0;0;0
2019-12-03 03:15:00;6;2;2;1;0;0;0;3;0;0;0;0;0
2019-12-03 03:30:00;4;2;2;1;0;0;0;6;0;0;0;0;0
2019-12-03 03:45:00;10;4;4;2;0;0;0;6;0;0;0;0;0
2019-12-03 04:00:00;9;3;4;2;0;0;1;6;0;0;0;0;0
2019-12-03 04:15:00;17;4;6;3;0;0;1;10;0;0;0;0;0
2019-12-03 04:30:00;9;1;3;1;2;2;2;10;0;0;0;0;0
2019-12-03 04:45:00;15;2;4;1;4;4;1;14;0;0;0;0;0
2019-12-03 05:00:00;23;9;11;10;6;8;10;41;0;0;0;0;0
2019-12-03 05:15:00;30;12;13;6;7;9;8;46;0;0;0;0;0
2019-12-03 05:30:00;60;6;10;7;5;6;10;72;0;0;0;0;0
2019-12-03 05:45:00;67;13;23;9;8;7;10;89;0;0;0;0;0
