2020-09-09 00:00:00;2;1;4;2;5;1;3;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 00:15:00;6;1;0;3;4;2;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 00:30:00;2;0;1;2;3;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 00:45:00;5;1;3;1;6;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 01:00:00;4;1;1;1;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 01:15:00;0;1;1;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 01:30:00;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 01:45:00;2;2;1;0;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 02:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 02:30:00;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 02:45:00;1;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 03:00:00;1;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 03:15:00;1;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 03:30:00;2;3;0;0;4;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 03:45:00;1;2;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 04:00:00;1;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 04:15:00;2;2;1;0;2;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 04:30:00;0;1;4;1;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 04:45:00;4;6;3;2;5;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 05:00:00;7;9;5;3;31;8;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 05:15:00;6;9;7;2;64;28;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 05:30:00;11;24;10;8;79;24;5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 05:45:00;21;32;24;8;62;34;9;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 06:00:00;18;29;18;21;46;26;10;3;0;5;0;1;5;0;1;0;0;0;0;0;0;0
2020-09-09 06:15:00;20;37;26;15;56;22;8;3;0;9;0;0;0;3;8;0;0;0;0;0;0;0
2020-09-09 06:30:00;25;40;30;20;86;32;11;6;0;10;0;0;0;0;0;0;0;1;0;0;0;0
2020-09-09 06:45:00;15;36;30;23;99;41;14;3;0;11;0;1;4;1;2;0;0;0;0;0;0;0
2020-09-09 07:00:00;16;27;37;12;99;38;21;3;0;9;0;1;0;2;4;0;0;0;0;2;4;0
2020-09-09 07:15:00;28;42;77;22;74;45;19;3;0;7;0;0;0;2;0;4;0;0;0;0;0;0
2020-09-09 07:30:00;31;75;98;39;90;63;53;13;0;18;0;0;0;3;0;0;0;0;0;0;0;0
2020-09-09 07:45:00;42;65;59;33;137;41;52;23;0;21;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 08:00:00;43;50;40;32;96;30;31;5;0;14;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-09 08:15:00;27;43;44;29;86;29;23;8;0;13;0;0;0;2;3;0;0;1;0;0;0;3
2020-09-09 08:30:00;24;32;31;23;86;30;29;7;0;11;0;0;0;0;0;0;0;0;0;1;1;0
2020-09-09 08:45:00;26;36;26;14;89;17;22;8;0;14;0;0;0;0;1;0;0;1;21;0;0;0
2020-09-09 09:00:00;25;31;26;26;49;11;23;5;0;14;0;0;0;1;0;0;0;0;0;6;8;0
2020-09-09 09:15:00;17;37;34;19;57;26;21;11;0;2;0;0;0;0;0;0;0;1;7;0;0;0
2020-09-09 09:30:00;19;40;28;23;67;15;23;3;0;10;0;0;0;1;1;0;0;0;0;0;0;0
2020-09-09 09:45:00;25;38;26;20;68;22;26;7;0;14;0;3;0;4;1;0;0;0;0;0;0;0
2020-09-09 10:00:00;20;44;34;27;63;16;31;3;0;16;0;2;0;1;2;0;0;4;0;0;0;0
2020-09-09 10:15:00;29;44;32;28;67;18;29;14;0;16;0;2;0;2;0;0;0;1;0;0;0;0
2020-09-09 10:30:00;31;37;27;24;72;21;33;2;0;9;0;1;0;4;0;0;0;0;0;0;0;0
