DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-10-11 00:00:00;12;11;10;8;2;4;0
2019-10-11 00:15:00;13;9;18;8;1;4;0
2019-10-11 00:30:00;7;8;11;6;2;1;0
2019-10-11 00:45:00;4;10;15;11;0;0;0
2019-10-11 01:00:00;6;11;7;3;1;1;0
2019-10-11 01:15:00;9;7;12;3;0;1;0
2019-10-11 01:30:00;7;7;5;4;1;2;0
2019-10-11 01:45:00;9;6;6;8;0;3;0
2019-10-11 02:00:00;8;11;11;5;0;4;0
2019-10-11 02:15:00;9;14;14;7;0;3;0
2019-10-11 02:30:00;8;4;1;1;0;1;0
2019-10-11 02:45:00;4;5;8;10;0;1;0
2019-10-11 03:00:00;4;7;7;1;0;2;0
2019-10-11 03:15:00;5;3;8;1;0;1;0
2019-10-11 03:30:00;5;5;9;4;0;1;0
2019-10-11 03:45:00;7;6;9;3;0;1;0
2019-10-11 04:00:00;8;7;10;3;0;1;0
2019-10-11 04:15:00;11;10;13;4;1;1;0
2019-10-11 04:30:00;14;17;34;6;1;1;0
2019-10-11 04:45:00;25;29;69;20;2;10;0
2019-10-11 05:00:00;24;18;118;61;4;7;1
2019-10-11 05:15:00;32;50;207;119;5;12;0
2019-10-11 05:30:00;49;89;221;133;108;17;0
2019-10-11 05:45:00;126;153;195;124;24;21;2
2019-10-11 06:00:00;151;159;164;114;15;24;0
2019-10-11 06:15:00;94;136;228;153;16;31;0
2019-10-11 06:30:00;75;116;281;207;131;56;0
2019-10-11 06:45:00;78;130;217;256;19;45;1
2019-10-11 07:00:00;61;92;233;215;35;63;0
2019-10-11 07:15:00;87;126;243;217;43;48;1
2019-10-11 07:30:00;79;137;252;243;38;58;1
2019-10-11 07:45:00;101;144;250;216;37;73;0
2019-10-11 08:00:00;81;127;223;196;18;48;1
2019-10-11 08:15:00;81;127;206;153;14;44;3
2019-10-11 08:30:00;70;119;178;129;20;34;0
2019-10-11 08:45:00;92;110;175;176;28;32;0
2019-10-11 09:00:00;77;107;128;133;12;28;0
2019-10-11 09:15:00;64;111;124;129;16;25;0
2019-10-11 09:30:00;78;108;127;122;27;21;0
2019-10-11 09:45:00;71;125;129;142;21;19;0
2019-10-11 10:00:00;95;142;116;125;41;28;0
2019-10-11 10:15:00;95;128;124;113;16;19;0
2019-10-11 10:30:00;106;134;106;107;24;21;0
2019-10-11 10:45:00;84;126;118;127;28;31;0
2019-10-11 11:00:00;74;119;106;112;16;27;0
2019-10-11 11:15:00;120;181;108;131;20;19;0
2019-10-11 11:30:00;99;148;136;135;26;47;0
2019-10-11 11:45:00;105;169;141;132;29;32;0
2019-10-11 12:00:00;143;200;125;152;19;35;0
2019-10-11 12:15:00;169;229;137;145;33;31;1
2019-10-11 12:30:00;144;198;137;151;21;30;0
2019-10-11 12:45:00;127;190;128;145;55;27;3
2019-10-11 13:00:00;140;207;152;148;36;46;0
2019-10-11 13:15:00;154;232;218;194;37;32;2
2019-10-11 13:30:00;133;209;203;177;24;47;0
2019-10-11 13:45:00;142;217;205;200;18;39;0
2019-10-11 14:00:00;184;256;163;162;24;44;3
2019-10-11 14:15:00;190;270;120;139;15;36;0
2019-10-11 14:30:00;220;284;120;152;20;30;0
2019-10-11 14:45:00;210;275;131;155;30;34;0
2019-10-11 15:00:00;198;263;109;147;26;27;0
2019-10-11 15:15:00;200;278;127;159;21;33;0
2019-10-11 15:30:00;213;278;129;145;20;34;0
2019-10-11 15:45:00;159;236;139;156;24;29;0
2019-10-11 16:00:00;186;255;109;144;35;34;0
2019-10-11 16:15:00;145;202;111;144;16;33;3
2019-10-11 16:30:00;164;231;136;171;34;38;4
2019-10-11 16:45:00;162;224;132;142;29;29;4
2019-10-11 17:00:00;129;207;114;153;26;36;0
2019-10-11 17:15:00;143;198;115;156;25;22;0
2019-10-11 17:30:00;135;196;112;148;17;28;0
2019-10-11 17:45:00;137;209;118;141;20;33;0
2019-10-11 18:00:00;133;192;131;144;55;39;1
2019-10-11 18:15:00;108;171;129;144;21;27;0
2019-10-11 18:30:00;101;157;116;125;28;33;0
2019-10-11 18:45:00;92;141;112;138;88;26;0
2019-10-11 19:00:00;90;158;110;109;30;31;0
2019-10-11 19:15:00;81;133;99;139;13;28;0
2019-10-11 19:30:00;92;106;83;101;24;30;0
2019-10-11 19:45:00;83;112;82;95;13;19;0
2019-10-11 20:00:00;86;119;86;94;7;21;0
2019-10-11 20:15:00;79;103;77;73;11;16;0
2019-10-11 20:30:00;58;78;81;62;8;18;0
2019-10-11 20:45:00;54;83;112;74;10;11;0
2019-10-11 21:00:00;57;69;135;72;1;11;0
2019-10-11 21:15:00;51;73;207;89;8;12;0
2019-10-11 21:30:00;54;66;140;88;6;22;0
2019-10-11 21:45:00;106;142;99;65;11;7;0
2019-10-11 22:00:00;154;190;54;38;11;6;0
2019-10-11 22:15:00;112;135;63;50;9;6;0
2019-10-11 22:30:00;62;64;42;33;3;3;0
2019-10-11 22:45:00;47;47;49;34;4;4;0
2019-10-11 23:00:00;23;41;27;30;4;5;0
2019-10-11 23:15:00;37;39;33;21;4;3;0
2019-10-11 23:30:00;30;16;30;26;1;8;0
2019-10-11 23:45:00;19;32;32;22;2;7;0
