DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-08-31 00:00:00;0;2;0;0;3;0;0;0
2020-08-31 00:15:00;3;2;0;0;6;1;0;0
2020-08-31 00:30:00;1;2;0;0;0;2;0;0
2020-08-31 00:45:00;0;1;0;0;1;1;0;0
2020-08-31 01:00:00;0;1;0;0;0;1;0;0
2020-08-31 01:15:00;0;1;1;0;1;4;0;0
2020-08-31 01:30:00;0;1;0;0;3;1;0;0
2020-08-31 01:45:00;1;1;0;0;0;1;0;0
2020-08-31 02:00:00;0;2;0;0;0;0;0;0
2020-08-31 02:15:00;1;1;0;0;1;0;0;0
2020-08-31 02:30:00;1;1;0;0;0;2;0;0
2020-08-31 02:45:00;0;2;0;0;0;0;0;0
2020-08-31 03:00:00;0;2;0;0;1;1;0;0
2020-08-31 03:15:00;0;1;0;0;0;3;0;0
2020-08-31 03:30:00;0;1;0;0;0;0;0;0
2020-08-31 03:45:00;2;0;1;0;1;5;0;0
2020-08-31 04:00:00;2;3;0;0;1;1;0;0
2020-08-31 04:15:00;3;1;0;0;1;5;0;0
2020-08-31 04:30:00;0;1;0;0;4;13;0;0
2020-08-31 04:45:00;2;7;0;0;8;19;4;0
2020-08-31 05:00:00;8;16;0;0;26;41;6;0
2020-08-31 05:15:00;20;26;0;0;62;117;26;1
2020-08-31 05:30:00;11;29;3;0;66;110;19;1
2020-08-31 05:45:00;15;36;1;0;66;72;28;0
2020-08-31 06:00:00;16;32;1;0;35;34;18;0
2020-08-31 06:15:00;22;40;1;0;44;44;19;0
2020-08-31 06:30:00;25;54;0;0;55;48;15;2
2020-08-31 06:45:00;35;55;2;0;47;54;24;0
2020-08-31 07:00:00;24;52;4;0;59;52;16;0
2020-08-31 07:15:00;34;59;7;0;48;50;14;6
2020-08-31 07:30:00;25;61;6;0;59;52;10;0
2020-08-31 07:45:00;27;58;6;0;55;63;11;0
2020-08-31 08:00:00;29;44;5;0;35;50;11;4
2020-08-31 08:15:00;37;54;9;0;58;55;11;2
2020-08-31 08:30:00;36;53;7;0;39;30;4;1
2020-08-31 08:45:00;32;45;8;0;31;32;5;1
2020-08-31 09:00:00;34;52;5;0;33;28;6;3
2020-08-31 09:15:00;24;34;15;0;32;25;0;0
2020-08-31 09:30:00;30;38;7;0;31;30;3;0
2020-08-31 09:45:00;32;60;15;0;39;34;1;0
2020-08-31 10:00:00;24;37;5;0;28;29;0;2
2020-08-31 10:15:00;39;38;11;0;39;33;0;0
2020-08-31 10:30:00;29;34;10;0;45;28;2;3
2020-08-31 10:45:00;35;52;12;0;43;27;5;2
2020-08-31 11:00:00;28;33;17;0;31;30;5;2
2020-08-31 11:15:00;30;28;10;0;33;32;3;3
2020-08-31 11:30:00;37;44;10;0;37;22;2;8
2020-08-31 11:45:00;33;34;16;0;39;40;2;10
2020-08-31 12:00:00;31;36;9;0;45;30;1;10
2020-08-31 12:15:00;28;45;12;0;42;26;18;1
2020-08-31 12:30:00;26;41;8;0;42;38;3;5
2020-08-31 12:45:00;22;28;11;0;39;51;16;9
2020-08-31 13:00:00;24;49;7;0;41;64;12;7
2020-08-31 13:15:00;28;48;13;0;75;81;11;3
2020-08-31 13:30:00;41;46;13;0;94;126;23;5
2020-08-31 13:45:00;51;52;9;0;81;112;13;6
2020-08-31 14:00:00;84;99;14;0;87;83;3;18
2020-08-31 14:15:00;115;136;12;0;50;46;5;15
2020-08-31 14:30:00;119;145;10;0;51;32;1;15
2020-08-31 14:45:00;81;60;7;0;32;43;3;12
2020-08-31 15:00:00;61;80;6;0;49;35;0;12
2020-08-31 15:15:00;51;75;9;0;59;51;0;13
2020-08-31 15:30:00;48;58;10;0;49;36;0;13
2020-08-31 15:45:00;49;49;12;0;54;41;0;17
2020-08-31 16:00:00;45;57;6;0;48;27;0;12
2020-08-31 16:15:00;45;61;12;0;70;46;0;13
2020-08-31 16:30:00;47;56;10;0;59;48;0;12
2020-08-31 16:45:00;56;52;7;0;46;34;0;10
2020-08-31 17:00:00;37;46;7;0;52;35;2;7
2020-08-31 17:15:00;37;38;7;0;49;36;3;8
2020-08-31 17:30:00;39;52;6;0;44;30;0;6
2020-08-31 17:45:00;43;26;9;0;38;26;0;5
2020-08-31 18:00:00;35;33;8;0;28;32;1;5
2020-08-31 18:15:00;21;42;9;0;39;24;0;4
2020-08-31 18:30:00;27;28;12;0;24;23;0;10
2020-08-31 18:45:00;25;21;4;0;31;22;0;0
2020-08-31 19:00:00;27;28;5;0;29;15;0;4
2020-08-31 19:15:00;14;18;2;0;22;11;0;1
2020-08-31 19:30:00;23;19;6;0;21;15;0;1
2020-08-31 19:45:00;17;20;2;0;18;22;0;1
2020-08-31 20:00:00;15;24;2;0;18;12;0;0
2020-08-31 20:15:00;20;18;3;0;23;21;3;0
2020-08-31 20:30:00;14;14;2;0;19;34;10;0
2020-08-31 20:45:00;15;18;2;0;28;45;10;2
2020-08-31 21:00:00;12;19;3;0;48;89;25;0
2020-08-31 21:15:00;17;16;4;0;47;114;21;1
2020-08-31 21:30:00;24;28;3;0;29;67;21;17
2020-08-31 21:45:00;79;98;8;0;36;26;1;36
2020-08-31 22:00:00;101;149;10;0;40;31;0;13
2020-08-31 22:15:00;41;62;5;0;10;12;1;8
2020-08-31 22:30:00;18;16;2;0;11;8;0;2
2020-08-31 22:45:00;10;11;1;0;6;10;0;0
2020-08-31 23:00:00;4;6;0;0;6;5;0;0
2020-08-31 23:15:00;5;5;0;0;3;2;0;0
2020-08-31 23:30:00;3;2;0;0;2;6;0;0
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
