DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-06-02 00:00:00;2;3;4;3;2;0;0;1;3;0;0;0;0;0
2020-06-02 00:15:00;1;6;0;0;3;0;0;0;4;0;0;0;0;0
2020-06-02 00:30:00;0;3;0;0;0;0;0;2;4;0;0;0;0;0
2020-06-02 00:45:00;1;1;1;1;0;0;0;2;4;0;0;0;0;0
2020-06-02 01:00:00;0;2;0;0;0;0;0;1;2;0;0;0;0;0
2020-06-02 01:15:00;1;2;0;1;0;0;0;1;5;0;0;0;0;0
2020-06-02 01:30:00;0;1;1;2;0;0;0;2;6;0;0;0;0;0
2020-06-02 01:45:00;0;2;2;0;0;0;0;0;1;0;0;0;0;0
2020-06-02 02:00:00;0;0;0;0;0;0;0;1;5;0;0;0;0;0
2020-06-02 02:15:00;0;0;0;0;0;0;0;0;3;0;0;0;0;0
2020-06-02 02:30:00;0;3;0;0;0;0;0;0;2;0;0;0;0;0
2020-06-02 02:45:00;0;1;0;0;0;0;0;0;2;0;0;0;0;0
2020-06-02 03:00:00;2;3;0;1;0;0;0;2;3;0;0;0;0;0
2020-06-02 03:15:00;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-02 03:30:00;0;1;0;0;0;0;0;0;2;0;0;0;0;0
2020-06-02 03:45:00;0;3;1;1;1;0;1;2;4;0;0;0;0;0
2020-06-02 04:00:00;0;2;0;0;0;0;0;0;2;0;0;0;0;0
2020-06-02 04:15:00;0;0;0;0;0;0;0;1;4;0;0;0;0;0
2020-06-02 04:30:00;2;4;2;2;0;0;0;4;11;0;0;0;0;0
2020-06-02 04:45:00;0;2;6;8;3;1;0;11;31;0;0;0;0;0
2020-06-02 05:00:00;4;9;6;7;5;0;0;34;97;3;0;0;0;0
2020-06-02 05:15:00;6;11;15;22;15;0;0;68;151;0;0;0;5;2
2020-06-02 05:30:00;17;20;26;32;25;2;0;92;176;2;0;0;0;0
2020-06-02 05:45:00;4;17;14;17;7;0;0;46;67;0;0;0;2;2
2020-06-02 06:00:00;18;18;12;15;3;1;2;37;55;0;0;0;0;0
2020-06-02 06:15:00;13;12;24;29;1;3;1;48;45;0;0;0;2;1
2020-06-02 06:30:00;13;11;50;49;20;2;1;73;83;2;0;0;7;2
2020-06-02 06:45:00;17;22;50;52;13;3;4;83;83;2;0;0;3;0
2020-06-02 07:00:00;7;14;26;29;8;2;0;50;53;0;0;0;2;0
2020-06-02 07:15:00;25;30;24;26;9;2;0;56;86;0;0;0;2;0
2020-06-02 07:30:00;22;25;27;32;6;0;0;59;78;0;0;0;2;0
2020-06-02 07:45:00;26;32;23;23;6;1;1;52;63;2;0;1;2;0
2020-06-02 08:00:00;61;26;16;16;9;2;1;52;47;1;0;0;3;2
2020-06-02 08:15:00;301;25;18;20;4;3;2;45;53;1;0;0;1;1
2020-06-02 08:30:00;284;28;20;21;13;3;2;44;42;0;0;2;3;0
2020-06-02 08:45:00;25;29;17;19;11;4;0;48;44;0;0;0;4;10
2020-06-02 09:00:00;25;23;10;10;7;3;0;29;23;3;0;0;2;0
2020-06-02 09:15:00;23;21;9;7;8;5;1;38;32;0;0;0;0;0
2020-06-02 09:30:00;27;34;24;23;12;3;1;28;65;0;0;0;5;1
2020-06-02 09:45:00;25;33;5;8;11;2;3;34;37;0;0;0;1;0
2020-06-02 10:00:00;16;28;8;15;9;6;1;32;38;4;0;0;3;1
2020-06-02 10:15:00;30;27;11;15;6;5;0;32;37;0;0;0;5;0
2020-06-02 10:30:00;25;29;8;10;10;7;2;30;33;0;0;0;5;0
2020-06-02 10:45:00;23;25;18;20;12;2;0;34;28;0;0;0;0;0
2020-06-02 11:00:00;26;27;7;8;15;9;1;26;20;0;0;0;8;0
2020-06-02 11:15:00;29;33;9;8;11;5;0;35;32;0;0;0;5;0
2020-06-02 11:45:00;37;39;13;14;8;6;4;31;27;0;0;0;6;0
2020-06-02 12:00:00;40;45;10;15;14;11;1;35;44;0;0;0;6;0
2020-06-02 12:15:00;30;30;7;10;15;7;3;39;33;0;0;0;2;0
2020-06-02 12:30:00;21;28;9;9;11;2;3;31;35;0;0;0;0;0
2020-06-02 12:45:00;29;34;14;16;16;6;2;23;32;0;0;0;5;0
2020-06-02 13:00:00;22;26;7;9;23;7;1;26;36;0;0;0;7;12
2020-06-02 13:15:00;18;49;22;24;16;3;1;44;46;4;0;1;2;0
2020-06-02 13:30:00;29;33;14;17;15;10;3;53;73;0;0;0;5;5
2020-06-02 13:45:00;39;31;13;17;22;8;5;42;59;0;0;0;8;39
2020-06-02 14:00:00;50;57;23;26;36;23;6;42;43;0;0;0;4;7
2020-06-02 14:15:00;88;128;15;13;25;19;4;37;37;6;0;0;4;4
2020-06-02 14:30:00;133;183;24;21;22;14;3;27;40;6;0;0;3;6
2020-06-02 14:45:00;83;108;22;27;28;24;7;30;32;1;0;0;3;2
2020-06-02 15:00:00;38;51;21;20;25;14;5;26;30;0;0;0;3;2
2020-06-02 15:15:00;47;57;15;17;62;31;21;38;35;1;0;0;6;18
2020-06-02 15:30:00;38;49;6;7;25;6;0;21;35;3;0;0;4;0
2020-06-02 15:45:00;39;55;7;12;35;12;6;32;40;3;0;0;5;1
2020-06-02 16:00:00;42;53;12;11;23;14;8;28;25;0;0;0;10;29
