2020-11-04 00:00:00;3;1;4;3;5;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 00:15:00;1;2;0;3;6;3;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 00:30:00;5;0;2;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 00:45:00;1;1;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 01:00:00;2;0;0;0;3;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 01:15:00;1;0;0;0;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 01:30:00;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 01:45:00;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 02:00:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 02:15:00;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 02:30:00;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 02:45:00;0;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 03:00:00;1;1;2;2;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 03:15:00;2;2;0;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 03:30:00;2;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 03:45:00;1;3;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 04:00:00;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 04:15:00;3;1;2;0;5;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 04:30:00;4;2;2;2;9;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 04:45:00;2;2;2;0;7;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 05:00:00;4;10;1;0;38;17;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 05:15:00;9;8;6;4;73;21;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 05:30:00;10;15;12;5;108;30;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 05:45:00;14;27;21;7;58;41;9;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 06:00:00;19;31;18;10;36;27;10;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 06:15:00;26;33;26;14;59;25;8;1;0;8;0;0;0;1;7;0;0;0;0;0;0;0
2020-11-04 06:30:00;25;37;26;15;124;31;10;2;0;9;0;0;0;0;0;0;0;1;0;1;1;0
2020-11-04 06:45:00;23;33;28;13;121;30;16;6;0;9;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 07:00:00;25;42;22;13;95;31;17;2;0;13;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-04 07:15:00;25;39;33;19;99;29;18;0;0;10;0;0;0;0;1;0;0;0;0;1;0;0
2020-11-04 07:30:00;39;46;35;24;116;29;27;5;0;19;0;0;0;0;0;0;0;0;0;0;0;0
