DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-05-10 00:00:00;21;27;10;10;12;0;0;5;0;1;0
2020-05-10 00:15:00;18;25;12;21;9;7;5;9;0;0;2
2020-05-10 00:30:00;15;16;14;20;6;2;0;4;0;3;1
2020-05-10 00:45:00;8;15;17;19;10;1;1;4;0;3;1
2020-05-10 01:00:00;20;25;15;17;11;2;2;4;0;2;4
2020-05-10 01:15:00;13;13;10;14;10;0;0;5;0;1;1
2020-05-10 01:30:00;9;12;8;15;8;1;1;5;0;3;0
2020-05-10 01:45:00;13;15;14;7;4;4;2;9;0;3;1
2020-05-10 02:00:00;7;8;6;11;6;1;0;3;0;3;3
2020-05-10 02:15:00;6;7;9;11;5;0;0;1;0;2;0
2020-05-10 02:30:00;6;11;4;1;4;2;1;3;0;3;2
2020-05-10 02:45:00;5;8;6;2;2;0;0;0;0;1;1
2020-05-10 03:00:00;7;8;4;3;5;0;0;2;0;1;1
2020-05-10 03:15:00;5;5;3;5;2;1;1;2;0;0;0
2020-05-10 03:30:00;4;4;4;6;4;0;0;2;0;2;1
2020-05-10 03:45:00;4;4;2;0;3;0;0;0;0;0;0
2020-05-10 04:00:00;3;5;4;4;1;0;0;0;0;0;0
2020-05-10 04:15:00;4;6;2;4;2;0;0;1;0;1;0
2020-05-10 04:30:00;2;2;3;3;4;0;0;0;0;1;0
2020-05-10 04:45:00;6;6;5;2;3;0;0;0;0;3;2
2020-05-10 05:00:00;8;7;4;1;3;1;1;3;0;1;0
2020-05-10 05:15:00;4;5;3;4;2;1;1;2;0;3;3
2020-05-10 05:30:00;10;9;5;10;4;0;0;2;0;0;0
2020-05-10 05:45:00;7;7;5;10;6;1;0;1;0;2;1
2020-05-10 06:00:00;10;11;5;8;3;3;3;5;0;0;0
2020-05-10 06:15:00;5;8;4;9;4;4;2;9;0;1;1
2020-05-10 06:30:00;12;12;5;5;5;2;1;3;0;1;2
2020-05-10 06:45:00;9;13;6;11;8;1;0;5;0;3;4
2020-05-10 07:00:00;13;13;7;11;7;4;17;4;0;2;1
2020-05-10 07:15:00;11;12;6;8;4;5;2;3;0;1;5
2020-05-10 07:30:00;14;18;6;8;8;2;1;2;0;6;2
2020-05-10 07:45:00;25;26;16;11;7;4;2;3;0;3;5
2020-05-10 08:00:00;24;25;12;14;5;6;2;7;0;4;4
2020-05-10 08:15:00;17;20;14;14;9;2;2;9;0;6;8
2020-05-10 08:30:00;33;37;18;11;10;3;0;12;0;4;4
2020-05-10 08:45:00;32;44;19;28;19;12;3;7;0;6;4
2020-05-10 09:00:00;29;38;31;20;16;9;3;15;0;8;7
2020-05-10 09:15:00;46;51;31;30;18;10;5;11;0;9;9
2020-05-10 09:30:00;48;65;36;24;21;13;3;19;0;5;14
2020-05-10 09:45:00;51;60;35;37;21;11;3;16;0;7;14
2020-05-10 10:00:00;58;82;52;45;27;12;8;21;0;12;8
2020-05-10 10:15:00;73;88;53;56;37;19;4;25;0;5;10
2020-05-10 10:30:00;71;86;44;48;33;17;21;17;0;9;10
2020-05-10 10:45:00;84;102;59;47;41;17;6;23;0;6;13
2020-05-10 11:00:00;76;95;60;55;44;13;4;28;0;17;14
2020-05-10 11:15:00;70;97;51;70;40;31;10;30;0;15;15
2020-05-10 11:30:00;69;101;54;69;38;21;11;21;0;22;18
2020-05-10 11:45:00;76;95;63;60;46;38;11;38;0;25;23
2020-05-10 12:00:00;77;113;69;67;51;15;10;34;0;22;23
2020-05-10 12:15:00;87;106;70;68;52;13;8;33;0;13;15
2020-05-10 12:30:00;68;84;61;73;44;21;10;22;0;9;10
2020-05-10 12:45:00;81;105;69;61;53;21;7;26;0;15;18
2020-05-10 13:00:00;66;96;62;72;42;23;4;24;0;12;11
2020-05-10 13:15:00;83;107;57;82;55;15;6;33;0;21;23
2020-05-10 13:30:00;89;113;68;61;52;17;12;21;0;16;17
2020-05-10 13:45:00;88;116;81;88;66;21;4;31;0;32;26
2020-05-10 14:00:00;85;106;69;83;59;22;25;39;0;17;13
2020-05-10 14:15:00;78;100;72;81;69;18;5;37;0;26;26
2020-05-10 14:30:00;80;107;78;92;66;16;9;34;0;26;18
2020-05-10 14:45:00;100;131;95;76;50;23;7;33;0;24;14
2020-05-10 15:00:00;90;121;73;77;69;21;12;41;0;30;26
2020-05-10 15:15:00;74;96;65;86;53;15;7;40;0;24;20
2020-05-10 15:30:00;75;111;66;65;53;14;9;28;0;17;13
2020-05-10 15:45:00;70;109;64;72;53;19;7;29;0;16;23
2020-05-10 16:00:00;80;108;70;73;48;24;11;36;0;16;19
2020-05-10 16:15:00;79;116;65;80;65;19;10;48;0;29;22
2020-05-10 16:30:00;74;106;77;86;61;14;8;45;0;19;19
2020-05-10 16:45:00;80;108;65;86;50;20;7;48;0;26;20
2020-05-10 17:00:00;84;106;70;82;62;20;62;49;0;17;17
2020-05-10 17:15:00;92;119;77;79;68;12;10;36;0;22;17
2020-05-10 17:30:00;82;107;66;89;73;18;7;46;0;20;28
2020-05-10 17:45:00;101;135;80;99;75;15;7;51;0;20;27
2020-05-10 18:00:00;88;119;73;99;76;27;11;52;0;31;26
2020-05-10 18:15:00;88;120;87;75;77;21;7;35;0;17;11
2020-05-10 18:30:00;91;121;80;98;75;19;24;40;0;15;21
2020-05-10 18:45:00;96;122;79;71;63;16;12;38;0;22;21
2020-05-10 19:00:00;73;94;64;82;67;12;6;31;0;25;20
2020-05-10 19:15:00;79;112;71;93;78;12;21;37;0;17;12
2020-05-10 19:30:00;85;114;75;75;57;14;7;39;0;16;25
2020-05-10 19:45:00;89;114;76;68;56;12;11;35;0;14;14
2020-05-10 20:00:00;68;106;65;71;55;14;5;30;0;21;11
2020-05-10 20:15:00;68;93;60;72;57;17;9;28;0;19;15
2020-05-10 20:30:00;55;78;51;68;47;9;16;28;0;20;10
2020-05-10 20:45:00;60;76;40;56;37;6;0;20;0;8;5
2020-05-10 21:00:00;51;73;35;58;31;8;4;16;0;8;6
2020-05-10 21:15:00;39;44;34;48;38;8;4;15;0;9;11
2020-05-10 21:30:00;46;58;31;56;39;7;4;20;0;11;8
2020-05-10 21:45:00;41;59;26;44;30;5;2;14;0;10;12
2020-05-10 22:00:00;33;43;21;46;36;4;0;9;0;7;4
2020-05-10 22:15:00;31;47;27;30;28;4;4;17;0;8;7
2020-05-10 22:30:00;28;34;12;31;17;12;1;8;0;3;6
2020-05-10 22:45:00;19;26;17;19;13;8;5;11;0;4;3
2020-05-10 23:00:00;26;30;21;21;8;2;2;10;0;6;5
2020-05-10 23:15:00;16;24;16;13;12;2;2;10;0;6;0
2020-05-10 23:30:00;9;13;13;20;12;3;1;5;0;5;2
2020-05-10 23:45:00;13;18;16;9;7;1;1;4;0;4;4
