DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2019-10-16 00:00:00;7;0;5;0;0;0;0;0;0;0;0;0
2019-10-16 00:15:00;11;0;9;0;0;0;0;0;0;0;0;0
2019-10-16 00:30:00;6;0;5;0;0;0;0;0;0;0;0;0
2019-10-16 00:45:00;5;0;4;0;0;0;0;0;0;0;0;0
2019-10-16 01:00:00;6;0;4;0;0;0;0;0;0;0;0;0
2019-10-16 01:15:00;5;0;7;0;0;0;0;0;0;0;0;0
2019-10-16 01:30:00;3;0;5;0;0;0;0;0;0;0;0;0
2019-10-16 01:45:00;4;0;5;0;0;0;0;0;0;0;0;0
2019-10-16 02:00:00;0;0;1;0;0;0;0;0;0;0;0;0
2019-10-16 02:15:00;2;0;2;0;0;0;0;0;0;0;0;0
2019-10-16 02:30:00;0;0;2;0;0;0;0;0;0;0;0;0
2019-10-16 02:45:00;0;0;2;0;0;0;0;0;0;0;0;0
2019-10-16 03:00:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-10-16 03:15:00;2;0;7;0;0;0;0;0;0;0;0;0
2019-10-16 03:30:00;2;0;3;0;0;0;0;0;0;0;0;0
2019-10-16 03:45:00;7;0;6;0;0;0;0;0;0;0;0;0
2019-10-16 04:00:00;0;0;4;0;0;0;0;0;0;0;0;0
2019-10-16 04:15:00;3;0;14;0;0;0;0;0;0;0;0;0
2019-10-16 04:30:00;3;0;12;0;0;0;0;0;0;0;0;0
2019-10-16 04:45:00;5;0;35;0;0;0;0;0;0;0;0;0
2019-10-16 05:00:00;5;0;73;0;0;0;0;0;0;0;0;0
2019-10-16 05:15:00;8;0;129;0;0;0;0;0;0;0;0;0
2019-10-16 05:30:00;16;0;134;0;0;0;0;0;0;0;0;0
2019-10-16 05:45:00;57;0;178;0;0;0;0;0;0;0;0;0
2019-10-16 06:00:00;67;0;147;0;2;0;0;0;0;1;0;0
2019-10-16 06:15:00;49;0;198;0;7;1;0;0;0;1;0;0
2019-10-16 06:30:00;52;0;254;0;5;2;0;0;0;1;0;0
2019-10-16 06:45:00;44;0;238;0;12;0;0;0;0;0;0;0
2019-10-16 07:00:00;44;0;234;0;8;3;0;0;0;2;0;0
2019-10-16 07:15:00;64;0;204;0;10;3;0;0;0;7;0;0
