DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2019-10-07 00:00:00;3;2;5;4;4;3;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 00:15:00;7;2;4;5;4;2;6;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 00:30:00;2;2;2;2;6;6;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 00:45:00;8;2;12;4;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 01:00:00;3;4;3;0;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 01:15:00;1;0;3;0;3;2;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 01:30:00;5;3;5;4;7;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 01:45:00;1;1;2;3;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 02:00:00;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 02:15:00;1;1;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 02:30:00;2;2;3;0;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 02:45:00;2;2;2;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:00:00;1;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:15:00;1;2;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:30:00;4;0;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 03:45:00;1;1;0;1;8;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 04:00:00;4;0;3;3;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 04:15:00;2;2;3;1;3;2;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 04:30:00;0;2;2;3;9;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 04:45:00;3;5;2;2;11;6;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 05:00:00;6;6;8;4;33;10;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 05:15:00;10;8;7;4;59;17;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 05:30:00;12;13;23;12;77;27;6;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 05:45:00;15;22;24;13;84;38;10;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 06:00:00;11;21;23;17;48;30;10;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 06:15:00;21;25;30;10;74;30;20;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 06:30:00;19;27;25;18;92;39;18;4;0;8;0;0;0;1;1;0;0;0;0;3;0;0
2019-10-07 06:45:00;31;43;37;18;139;18;15;6;0;7;0;0;0;0;0;0;0;0;0;1;1;0
2019-10-07 07:00:00;31;32;41;28;166;32;24;8;0;10;0;0;0;1;0;0;0;0;0;0;0;0
2019-10-07 07:15:00;45;40;58;34;167;24;35;13;0;20;0;0;0;1;4;0;0;1;1;0;0;0
2019-10-07 07:30:00;45;40;55;30;162;35;45;17;0;28;0;0;0;3;3;0;0;2;0;4;0;0
2019-10-07 07:45:00;62;66;60;41;135;35;96;32;0;20;0;0;0;0;0;0;0;1;1;0;0;0
2019-10-07 08:00:00;46;67;63;51;162;25;57;18;0;21;0;2;1;0;0;0;0;2;0;0;0;0
2019-10-07 08:15:00;54;59;51;34;168;27;40;15;0;13;0;0;0;1;1;0;0;0;0;0;0;0
2019-10-07 08:30:00;35;33;39;32;109;27;40;11;0;14;0;1;1;2;7;0;0;4;5;0;3;0
2019-10-07 08:45:00;42;48;53;28;124;28;29;14;0;15;0;0;0;2;0;0;0;3;4;0;0;0
2019-10-07 09:00:00;51;40;37;26;114;25;30;9;0;19;0;0;0;0;3;0;0;1;0;0;1;0
2019-10-07 09:15:00;26;39;52;34;86;16;33;7;0;18;0;0;0;2;7;0;0;1;0;0;0;0
2019-10-07 09:30:00;45;47;39;30;76;20;33;14;0;18;0;3;0;1;3;0;0;0;0;1;0;0
2019-10-07 09:45:00;42;31;39;36;88;25;38;9;0;17;0;1;3;1;1;0;0;0;0;2;2;0
2019-10-07 10:00:00;42;39;36;30;81;21;34;6;0;23;0;4;4;3;0;0;0;0;0;1;0;0
2019-10-07 10:15:00;37;37;28;25;68;16;32;11;0;13;0;2;0;3;24;0;0;1;3;0;0;0
2019-10-07 10:30:00;30;38;25;24;84;15;37;12;0;10;0;0;0;1;2;0;0;0;0;0;0;0
2019-10-07 10:45:00;37;52;43;25;64;20;31;8;0;19;0;0;7;8;2;0;0;0;0;1;0;0
2019-10-07 11:00:00;42;39;30;32;73;21;44;8;0;20;0;2;0;2;0;0;0;1;0;1;1;0
2019-10-07 11:15:00;56;43;41;38;88;25;36;10;0;17;0;0;0;0;0;0;0;0;0;2;1;0
2019-10-07 11:30:00;40;34;38;24;78;26;37;15;0;19;0;3;5;1;0;0;0;1;1;0;0;0
2019-10-07 11:45:00;39;44;44;38;75;25;39;10;0;17;0;4;0;4;0;0;0;0;0;5;5;0
2019-10-07 12:00:00;61;45;41;37;67;16;56;18;0;27;0;0;0;10;11;0;0;0;0;0;0;0
2019-10-07 12:15:00;45;46;36;40;78;17;48;10;0;18;0;3;24;1;0;0;0;3;1;1;0;0
2019-10-07 12:30:00;38;44;42;37;84;17;48;14;0;16;0;2;0;7;23;0;0;1;0;3;2;0
2019-10-07 12:45:00;39;27;44;46;86;28;43;10;0;16;0;4;5;2;5;0;2;1;1;1;1;0
2019-10-07 13:00:00;46;35;34;49;97;17;58;16;0;17;0;8;9;0;0;0;0;3;3;1;2;1
2019-10-07 13:15:00;48;50;39;40;89;14;36;14;0;18;0;8;22;0;2;0;0;0;0;4;61;0
2019-10-07 13:30:00;51;44;18;26;103;32;38;11;0;18;0;3;2;3;0;0;0;0;0;0;1;0
2019-10-07 13:45:00;47;47;36;40;85;18;26;9;0;17;0;4;17;0;0;0;0;0;0;1;5;0
2019-10-07 14:00:00;60;49;32;33;71;21;40;10;0;21;0;7;2;4;4;0;0;0;0;2;31;0
2019-10-07 14:15:00;95;75;51;43;83;17;41;17;0;23;0;4;0;2;0;0;0;1;8;1;0;0
2019-10-07 14:30:00;76;72;40;53;73;15;40;8;0;19;0;0;0;3;7;0;0;1;0;4;0;0
2019-10-07 14:45:00;77;60;47;41;87;18;35;14;0;16;0;0;1;10;6;0;0;0;0;1;0;0
2019-10-07 15:00:00;93;87;36;36;65;17;48;13;0;28;0;5;22;1;7;0;0;0;0;5;0;0
2019-10-07 15:15:00;101;77;49;63;96;18;53;13;0;19;0;6;2;4;1;0;0;0;0;3;4;3
2019-10-07 15:30:00;101;90;45;49;91;19;66;17;0;20;0;3;0;0;1;10;0;0;0;0;0;1
2019-10-07 15:45:00;74;58;41;49;84;25;72;23;0;23;0;6;18;1;1;2;0;0;0;1;0;0
2019-10-07 16:00:00;107;95;49;67;105;13;54;16;0;27;0;1;0;1;0;0;0;1;2;2;3;0
2019-10-07 16:15:00;117;97;45;64;84;28;50;8;0;25;0;1;0;0;0;0;0;0;0;2;0;0
2019-10-07 16:30:00;101;98;45;54;89;19;63;25;0;21;0;0;0;3;4;0;0;2;0;1;9;0
2019-10-07 16:45:00;102;90;59;69;98;15;34;11;0;28;0;2;3;0;0;0;0;0;0;2;1;2
2019-10-07 17:00:00;112;88;46;57;95;17;53;15;0;25;0;0;2;0;0;0;0;1;3;1;0;0
2019-10-07 17:15:00;109;91;42;54;96;20;45;7;0;31;0;1;0;1;0;0;0;1;1;5;1;0
2019-10-07 17:30:00;85;74;26;38;88;20;36;8;0;15;0;0;0;8;4;0;0;1;0;1;1;0
2019-10-07 17:45:00;53;52;47;39;84;13;39;16;0;16;0;0;0;0;6;0;0;1;0;1;0;2
2019-10-07 18:00:00;65;51;40;45;83;13;35;5;0;22;0;1;2;3;0;0;0;0;0;1;0;0
2019-10-07 18:15:00;49;42;33;40;71;14;30;12;0;15;0;2;5;6;1;0;0;0;0;1;1;0
2019-10-07 18:30:00;39;40;35;25;76;10;34;8;0;16;0;1;0;0;0;0;0;0;0;0;0;0
2019-10-07 18:45:00;44;41;37;27;68;8;17;7;0;16;0;0;0;2;2;0;0;1;1;1;4;0
2019-10-07 19:00:00;29;36;30;23;55;5;30;6;0;14;0;0;0;0;0;0;0;0;0;3;8;0
2019-10-07 19:15:00;28;27;26;17;46;6;20;6;0;11;0;0;0;0;0;0;0;0;0;1;2;0
2019-10-07 19:30:00;19;21;22;22;43;7;18;5;0;7;0;0;0;0;0;0;0;1;3;0;0;0
2019-10-07 19:45:00;30;19;27;24;40;7;23;10;0;10;0;0;0;1;0;0;0;0;0;0;0;0
2019-10-07 20:00:00;20;18;16;15;58;10;21;3;0;9;0;2;0;0;0;0;0;1;3;0;0;0
2019-10-07 20:15:00;24;14;14;16;45;9;14;5;0;8;0;0;0;7;0;0;0;1;1;0;0;0
2019-10-07 20:30:00;20;21;18;10;34;5;17;5;0;9;0;1;0;2;0;0;0;0;0;0;0;0
2019-10-07 20:45:00;25;17;16;11;39;7;10;2;0;7;0;0;0;2;2;0;0;2;6;0;0;0
2019-10-07 21:00:00;11;14;15;16;44;8;13;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-07 21:15:00;17;8;6;7;33;2;7;4;0;3;0;4;4;0;0;0;0;0;0;1;3;0
2019-10-07 21:30:00;12;9;9;12;40;7;6;0;0;2;0;6;0;0;0;0;0;1;1;0;0;0
2019-10-07 21:45:00;28;20;14;11;13;5;4;2;0;6;0;0;0;2;0;0;0;0;0;0;0;0
