2019-10-14 09:15:00;28;25;35;28;55;26;25;5;0;8;0;2;0;0;0;0;0;1;3;0;0;0
2019-10-14 09:30:00;34;41;46;30;60;31;27;4;0;22;0;2;0;3;0;0;0;2;0;0;0;0
2019-10-14 09:45:00;36;27;42;24;72;22;35;8;0;15;0;2;0;4;7;0;0;1;0;2;2;0
2019-10-14 10:00:00;28;32;30;32;62;27;44;7;0;12;0;0;0;1;2;0;0;0;0;3;0;3
2019-10-14 10:15:00;31;35;45;40;86;15;37;4;0;19;0;3;0;3;5;0;0;0;0;4;1;2
2019-10-14 10:30:00;36;31;34;24;84;14;37;7;0;27;0;2;0;6;3;0;0;2;0;0;0;0
2019-10-14 10:45:00;42;36;47;40;90;20;42;8;0;16;0;1;7;3;1;0;0;1;0;1;0;0
2019-10-14 11:00:00;40;38;36;15;83;25;49;7;0;15;0;3;0;0;0;0;0;0;0;1;0;0
2019-10-14 11:15:00;42;31;48;43;61;24;43;2;0;11;0;2;0;4;1;0;0;4;1;0;0;0
2019-10-14 11:30:00;38;34;39;21;66;25;37;8;0;13;0;1;6;2;0;0;0;2;4;2;1;0
2019-10-14 11:45:00;39;41;37;31;72;20;37;5;0;17;0;4;0;4;0;0;0;3;0;0;0;0
2019-10-14 12:00:00;41;32;42;31;72;24;60;9;0;20;0;1;4;2;6;0;0;0;0;0;0;0
2019-10-14 12:15:00;33;42;28;34;66;21;46;5;0;20;0;1;0;1;0;0;0;1;3;2;0;1
2019-10-14 12:30:00;35;38;49;36;72;25;38;10;0;12;0;0;0;2;1;0;0;0;0;0;0;1
2019-10-14 12:45:00;36;45;41;36;80;36;52;7;0;12;0;0;0;2;1;0;0;0;0;4;1;0
2019-10-14 13:00:00;52;30;33;36;77;17;61;13;0;17;0;9;5;0;0;0;2;2;4;7;1;1
2019-10-14 13:15:00;53;41;35;26;76;17;54;4;0;19;0;5;8;3;5;0;0;6;1;1;1;0
2019-10-14 13:30:00;45;29;24;24;107;26;38;3;0;18;0;2;5;4;1;0;0;0;0;0;1;0
2019-10-14 13:45:00;50;49;45;28;80;17;39;12;0;12;0;4;1;2;1;0;0;1;0;0;0;0
2019-10-14 14:00:00;47;50;32;41;75;23;39;6;0;18;0;1;0;4;5;0;0;0;0;2;0;4
2019-10-14 14:15:00;83;79;50;55;79;9;41;4;0;24;0;2;4;0;4;3;0;0;0;0;0;0
2019-10-14 14:30:00;94;85;46;42;81;20;35;3;0;27;0;1;1;3;3;0;0;1;0;0;0;0
2019-10-14 14:45:00;66;71;39;41;87;21;49;3;0;24;0;2;1;0;0;0;0;0;0;4;3;0
2019-10-14 15:00:00;67;63;43;43;72;11;55;6;0;15;0;5;0;0;6;0;0;0;0;3;3;0
2019-10-14 15:15:00;77;76;49;53;79;16;54;3;0;25;0;6;1;3;4;0;0;4;21;4;1;29
2019-10-14 15:30:00;87;84;51;55;89;22;51;8;0;26;0;5;2;0;0;6;0;1;1;2;18;19
2019-10-14 15:45:00;105;69;56;56;74;28;78;12;0;33;0;5;2;10;0;0;0;0;0;4;2;0
2019-10-14 16:00:00;105;89;35;58;108;15;78;8;0;28;0;7;29;3;6;0;0;0;0;0;0;6
2019-10-14 16:15:00;95;100;59;62;100;25;77;10;0;41;0;1;0;0;0;0;21;1;1;0;1;2
2019-10-14 16:30:00;101;85;38;58;68;13;65;16;0;22;0;1;0;0;0;0;0;0;0;3;10;0
2019-10-14 16:45:00;82;68;39;46;76;19;57;12;0;25;0;2;0;2;5;0;0;2;0;1;0;0
2019-10-14 17:00:00;84;70;50;42;82;17;52;5;0;30;0;0;7;9;33;0;0;2;0;2;1;14
2019-10-14 17:15:00;78;72;48;56;102;17;64;6;0;31;0;5;16;2;0;0;0;3;0;1;0;0
2019-10-14 17:30:00;65;56;34;48;89;14;45;4;0;25;0;2;4;1;0;0;0;0;0;2;10;0
2019-10-14 17:45:00;66;55;46;42;84;11;43;6;0;19;0;1;1;4;1;0;0;1;14;10;2;0
2019-10-14 18:00:00;60;54;38;66;77;13;39;5;0;18;0;2;1;1;0;0;0;0;0;1;0;0
2019-10-14 18:15:00;59;47;46;43;62;10;36;5;0;17;0;0;0;0;0;0;0;0;0;1;1;0
2019-10-14 18:30:00;46;35;29;23;68;14;37;3;0;21;0;0;0;0;0;0;0;1;18;4;0;1
2019-10-14 18:45:00;45;32;33;28;56;7;27;1;0;10;0;1;0;0;0;0;1;1;2;3;1;0
2019-10-14 19:00:00;35;27;40;33;59;9;35;5;0;14;0;1;4;0;0;0;0;0;0;2;2;0
2019-10-14 19:15:00;35;34;41;28;73;13;31;1;0;17;0;1;0;1;0;0;0;0;0;1;0;1
2019-10-14 19:30:00;20;22;32;23;49;12;29;4;0;7;0;0;0;1;9;0;0;0;0;3;1;0
2019-10-14 19:45:00;21;17;23;21;53;14;17;3;0;16;0;0;0;1;0;0;0;0;0;0;0;0
2019-10-14 20:00:00;24;32;22;24;42;10;19;2;0;4;0;2;0;1;1;0;0;0;0;0;0;0
2019-10-14 20:15:00;22;18;20;20;40;9;25;1;0;13;0;1;5;0;0;0;0;0;0;1;0;0
2019-10-14 20:30:00;13;17;18;19;33;10;17;1;0;3;0;3;0;3;10;0;0;2;2;0;0;0
