DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-04-10 00:00:00;0;3;0;6;0;0;0
2020-04-10 00:15:00;0;1;5;6;2;2;2
2020-04-10 00:30:00;0;4;4;1;2;1;1
2020-04-10 00:45:00;0;0;3;2;3;0;0
2020-04-10 01:00:00;0;2;2;5;2;0;0
2020-04-10 01:15:00;0;1;3;1;1;0;0
2020-04-10 01:30:00;0;2;0;1;2;0;0
2020-04-10 01:45:00;0;1;1;1;2;0;0
2020-04-10 02:00:00;0;1;1;1;1;0;0
2020-04-10 02:15:00;0;0;1;0;3;0;0
2020-04-10 02:30:00;0;1;0;2;2;0;0
2020-04-10 02:45:00;0;0;1;1;2;0;0
2020-04-10 03:00:00;0;1;3;0;1;0;0
2020-04-10 03:15:00;0;2;11;1;1;0;0
2020-04-10 03:30:00;0;5;0;2;1;0;0
2020-04-10 03:45:00;0;0;0;1;0;0;0
2020-04-10 04:00:00;0;0;1;3;0;0;0
2020-04-10 04:15:00;0;0;1;3;0;1;1
2020-04-10 04:30:00;0;2;0;1;3;0;0
2020-04-10 04:45:00;0;2;3;0;3;1;1
2020-04-10 05:00:00;0;2;2;6;5;0;0
2020-04-10 05:15:00;0;5;4;5;5;1;1
2020-04-10 05:30:00;0;14;4;6;3;0;0
2020-04-10 05:45:00;0;5;4;1;7;1;1
2020-04-10 06:00:00;0;5;7;13;2;0;0
2020-04-10 06:15:00;0;10;6;8;8;1;1
2020-04-10 06:30:00;0;7;7;7;2;0;0
2020-04-10 06:45:00;0;4;8;11;3;1;1
2020-04-10 07:00:00;0;7;4;6;4;0;0
2020-04-10 07:15:00;0;9;4;1;7;1;1
2020-04-10 07:30:00;0;8;3;11;6;0;0
2020-04-10 07:45:00;0;8;0;9;3;1;1
2020-04-10 08:00:00;0;15;7;12;10;2;2
2020-04-10 08:15:00;0;8;6;16;7;0;0
2020-04-10 08:30:00;0;12;10;20;9;3;3
2020-04-10 08:45:00;0;14;17;14;7;0;0
2020-04-10 09:00:00;0;20;15;20;9;1;1
2020-04-10 09:15:00;0;18;11;34;6;0;0
2020-04-10 09:30:00;0;16;12;33;9;2;2
2020-04-10 09:45:00;1;28;16;31;10;0;0
2020-04-10 10:00:00;1;24;14;32;12;3;3
2020-04-10 10:15:00;5;22;2;36;12;0;0
2020-04-10 10:30:00;3;21;24;38;26;2;2
2020-04-10 10:45:00;3;34;4;40;20;0;0
2020-04-10 11:00:00;1;29;15;56;30;2;2
2020-04-10 11:15:00;13;41;15;52;40;0;0
2020-04-10 11:30:00;3;38;19;55;36;2;2
2020-04-10 11:45:00;1;43;3;41;23;0;0
2020-04-10 12:00:00;7;51;22;45;48;2;2
2020-04-10 12:15:00;1;26;26;49;29;1;0
2020-04-10 12:30:00;0;39;34;45;27;2;3
2020-04-10 12:45:00;0;36;35;52;35;0;0
2020-04-10 13:00:00;1;38;48;45;26;2;2
2020-04-10 13:15:00;7;43;25;36;27;0;0
2020-04-10 13:30:00;1;32;33;37;41;1;1
2020-04-10 13:45:00;3;35;31;47;31;0;0
2020-04-10 14:00:00;3;31;35;42;41;2;2
2020-04-10 14:15:00;0;39;35;41;31;0;0
2020-04-10 14:30:00;14;28;35;44;35;2;2
2020-04-10 14:45:00;4;35;29;45;28;0;0
2020-04-10 15:00:00;8;30;34;33;23;2;1
2020-04-10 15:15:00;6;31;29;27;24;0;1
2020-04-10 15:30:00;7;27;29;40;35;2;2
2020-04-10 15:45:00;4;30;33;41;21;0;0
2020-04-10 16:00:00;3;32;36;48;30;2;2
2020-04-10 16:15:00;6;35;29;42;24;0;0
2020-04-10 16:30:00;2;36;29;34;29;2;2
2020-04-10 16:45:00;0;32;33;50;32;0;0
2020-04-10 17:00:00;3;31;35;39;33;2;2
2020-04-10 17:15:00;2;33;27;44;34;1;0
2020-04-10 17:30:00;3;41;45;50;32;2;3
2020-04-10 17:45:00;2;28;38;41;34;0;0
2020-04-10 18:00:00;0;37;37;48;28;1;1
2020-04-10 18:15:00;6;29;37;36;28;1;1
2020-04-10 18:30:00;1;26;26;33;26;1;1
2020-04-10 18:45:00;3;33;26;34;29;0;0
2020-04-10 19:00:00;6;25;30;37;27;2;2
2020-04-10 19:15:00;2;23;5;39;16;1;1
2020-04-10 19:30:00;3;29;8;40;31;2;2
2020-04-10 19:45:00;0;29;29;25;23;0;0
2020-04-10 20:00:00;11;28;12;36;27;2;2
2020-04-10 20:15:00;2;25;10;16;16;0;0
2020-04-10 20:30:00;0;14;22;32;26;1;1
2020-04-10 20:45:00;3;28;25;18;21;1;1
2020-04-10 21:00:00;4;13;17;22;13;2;2
2020-04-10 21:15:00;0;13;14;17;11;0;0
2020-04-10 21:30:00;3;13;21;17;8;1;1
2020-04-10 21:45:00;0;13;10;17;16;1;1
2020-04-10 22:00:00;0;7;0;22;7;2;2
2020-04-10 22:15:00;0;12;9;15;11;0;0
2020-04-10 22:30:00;1;7;0;10;9;1;1
2020-04-10 22:45:00;0;7;2;7;3;1;1
2020-04-10 23:00:00;0;6;2;7;6;2;2
2020-04-10 23:15:00;0;5;4;8;8;1;1
2020-04-10 23:30:00;0;7;4;8;3;1;1
2020-04-10 23:45:00;1;6;1;6;6;0;0
