DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-06-20 00:00:00;7;4;1;3;8;3;0
2020-06-20 00:15:00;10;10;5;3;11;9;0
2020-06-20 00:30:00;3;4;3;2;5;3;0
2020-06-20 00:45:00;7;5;3;2;4;6;0
2020-06-20 01:00:00;8;7;6;0;7;3;0
2020-06-20 01:15:00;5;4;1;0;9;3;0
2020-06-20 01:30:00;4;4;1;2;3;6;0
2020-06-20 01:45:00;2;3;4;0;1;3;0
2020-06-20 02:00:00;3;3;2;1;3;2;0
2020-06-20 02:15:00;3;2;1;0;7;5;0
2020-06-20 02:30:00;2;0;0;1;3;6;0
2020-06-20 02:45:00;1;0;0;0;1;1;0
2020-06-20 03:00:00;2;2;2;0;2;1;0
2020-06-20 03:15:00;4;3;1;1;2;1;0
2020-06-20 03:30:00;1;0;0;2;1;1;0
2020-06-20 03:45:00;4;1;1;0;2;0;0
2020-06-20 04:00:00;0;0;0;1;1;0;0
2020-06-20 04:15:00;1;0;0;0;3;3;0
2020-06-20 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 04:45:00;7;6;5;1;8;3;0
2020-06-20 05:00:00;4;4;1;3;7;2;0
2020-06-20 05:15:00;16;7;1;2;11;5;0
2020-06-20 05:30:00;15;2;2;1;5;2;0
2020-06-20 05:45:00;10;5;3;4;19;5;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;11;4;2;6;17;7;0
2020-06-20 06:30:00;10;5;3;5;10;8;0
2020-06-20 06:45:00;22;13;9;8;11;6;0
2020-06-20 07:00:00;18;10;9;2;12;1;0
2020-06-20 07:15:00;19;9;8;8;24;6;0
2020-06-20 07:30:00;25;23;18;6;23;8;0
2020-06-20 07:45:00;30;16;15;12;18;14;0
2020-06-20 08:00:00;22;15;12;84;26;6;0
2020-06-20 08:15:00;28;16;15;9;32;9;0
2020-06-20 08:30:00;38;18;13;57;29;14;0
2020-06-20 08:45:00;34;26;25;15;39;19;0
2020-06-20 09:15:00;43;31;28;20;55;22;0
2020-06-20 09:30:00;52;31;28;15;53;20;1
2020-06-20 09:45:00;69;39;36;21;51;34;0
2020-06-20 10:00:00;60;28;28;17;44;25;0
2020-06-20 10:15:00;78;41;31;22;71;33;1
2020-06-20 10:45:00;77;39;37;35;91;47;0
2020-06-20 11:00:00;73;50;42;28;68;27;0
2020-06-20 11:15:00;80;40;37;26;83;38;0
2020-06-20 11:30:00;68;49;48;35;77;39;0
2020-06-20 11:45:00;72;37;36;99;78;51;0
2020-06-20 12:00:00;56;36;30;88;70;40;0
2020-06-20 12:15:00;66;40;34;35;73;41;1
2020-06-20 12:30:00;66;33;31;27;68;33;0
2020-06-20 12:45:00;60;32;24;18;63;28;1
2020-06-20 13:00:00;69;35;28;22;66;33;0
2020-06-20 13:15:00;64;31;30;23;87;37;3
2020-06-20 13:30:00;73;38;30;121;69;42;0
2020-06-20 13:45:00;69;32;30;19;69;37;0
2020-06-20 14:00:00;63;41;38;23;72;32;3
2020-06-20 14:15:00;69;42;36;18;70;33;0
2020-06-20 14:30:00;53;31;25;22;85;51;4
2020-06-20 14:45:00;77;46;37;20;69;48;0
2020-06-20 15:00:00;75;43;34;11;71;29;0
2020-06-20 15:15:00;63;36;30;145;78;40;1
2020-06-20 15:30:00;66;36;25;12;70;34;1
2020-06-20 15:45:00;76;41;38;7;76;38;1
2020-06-20 16:00:00;64;47;37;17;75;36;0
2020-06-20 16:15:00;63;42;32;17;74;38;1
2020-06-20 16:30:00;62;51;36;16;78;34;0
2020-06-20 16:45:00;72;51;38;17;65;31;1
2020-06-20 17:00:00;57;30;24;21;59;22;0
2020-06-20 17:15:00;43;28;23;159;63;33;2
2020-06-20 17:30:00;55;30;25;11;60;17;0
2020-06-20 17:45:00;40;26;21;10;57;30;0
2020-06-20 18:00:00;37;18;16;13;58;23;4
2020-06-20 18:15:00;38;28;22;10;53;23;2
2020-06-20 18:30:00;45;31;29;11;50;26;0
2020-06-20 18:45:00;41;18;13;9;54;22;1
2020-06-20 19:00:00;32;15;10;81;54;22;0
2020-06-20 19:15:00;35;10;8;10;41;27;0
2020-06-20 19:30:00;24;10;6;8;36;13;0
2020-06-20 19:45:00;23;14;12;2;36;15;0
2020-06-20 20:00:00;23;14;9;11;39;12;0
2020-06-20 20:15:00;25;9;8;6;28;10;0
2020-06-20 20:30:00;26;6;3;3;22;7;0
2020-06-20 20:45:00;19;10;5;4;24;9;0
2020-06-20 21:00:00;26;10;4;5;22;14;0
2020-06-20 21:15:00;15;12;8;4;24;10;0
2020-06-20 21:30:00;18;9;7;7;21;8;0
2020-06-20 21:45:00;20;11;8;5;19;11;0
2020-06-20 22:00:00;15;11;10;6;16;4;0
2020-06-20 22:15:00;12;7;2;6;22;6;0
2020-06-20 22:30:00;18;12;8;6;12;7;1
2020-06-20 22:45:00;12;14;12;1;21;7;0
2020-06-20 23:00:00;22;11;6;2;9;9;0
2020-06-20 23:15:00;17;6;1;8;13;11;0
2020-06-20 23:30:00;6;5;3;2;15;5;0
2020-06-20 23:45:00;9;6;4;6;13;9;0
