DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-02-15 00:00:00;5;1;2;6;17
2020-02-15 00:15:00;9;2;7;7;10
2020-02-15 00:30:00;11;3;8;4;13
2020-02-15 00:45:00;6;0;1;8;3
2020-02-15 01:00:00;8;0;2;3;5
2020-02-15 01:15:00;8;2;5;11;1
2020-02-15 01:30:00;5;0;1;4;6
2020-02-15 01:45:00;9;0;1;3;4
2020-02-15 02:00:00;11;1;0;2;4
2020-02-15 02:15:00;8;4;3;5;4
2020-02-15 02:30:00;6;0;2;2;5
2020-02-15 02:45:00;2;0;2;5;1
2020-02-15 03:00:00;5;0;1;3;0
2020-02-15 03:15:00;6;2;3;5;2
2020-02-15 03:30:00;4;0;1;2;2
2020-02-15 03:45:00;2;0;0;4;1
2020-02-15 04:00:00;3;0;0;6;1
2020-02-15 04:15:00;2;0;0;0;0
2020-02-15 04:30:00;1;1;1;0;2
2020-02-15 04:45:00;3;0;1;0;4
2020-02-15 05:00:00;4;0;3;4;1
2020-02-15 05:15:00;4;1;4;4;2
2020-02-15 05:30:00;6;0;3;6;2
2020-02-15 05:45:00;7;0;0;0;3
2020-02-15 06:00:00;4;3;3;4;6
2020-02-15 06:15:00;9;3;1;4;5
2020-02-15 06:30:00;5;4;1;9;3
2020-02-15 06:45:00;13;9;6;9;13
2020-02-15 07:00:00;13;7;2;7;11
2020-02-15 07:15:00;12;4;7;10;10
2020-02-15 07:30:00;12;11;6;10;20
2020-02-15 07:45:00;16;5;4;15;28
2020-02-15 08:00:00;25;14;9;18;15
2020-02-15 08:15:00;24;17;12;14;19
2020-02-15 08:30:00;38;16;4;16;26
2020-02-15 08:45:00;23;13;13;25;38
2020-02-15 09:00:00;31;22;22;19;46
2020-02-15 09:15:00;42;12;15;16;48
2020-02-15 09:30:00;40;14;16;26;37
2020-02-15 09:45:00;42;19;16;35;40
2020-02-15 10:00:00;52;24;16;29;59
2020-02-15 10:15:00;40;20;19;29;74
2020-02-15 10:30:00;37;15;24;41;73
2020-02-15 10:45:00;38;21;20;28;58
2020-02-15 11:00:00;49;23;18;29;44
2020-02-15 11:15:00;45;26;13;30;67
2020-02-15 11:30:00;46;16;29;36;70
2020-02-15 11:45:00;44;13;20;34;69
2020-02-15 12:00:00;55;17;24;31;69
2020-02-15 12:15:00;42;15;24;40;93
2020-02-15 12:30:00;54;18;18;38;72
2020-02-15 12:45:00;47;21;33;27;65
2020-02-15 13:00:00;53;13;22;48;75
2020-02-15 13:15:00;50;8;27;41;58
2020-02-15 13:30:00;54;23;25;38;81
2020-02-15 13:45:00;42;18;16;26;69
2020-02-15 14:00:00;45;9;27;37;69
2020-02-15 14:15:00;48;7;31;37;69
2020-02-15 14:30:00;58;9;26;32;66
2020-02-15 14:45:00;53;7;18;31;45
2020-02-15 15:00:00;46;15;32;36;53
2020-02-15 15:15:00;46;12;20;28;65
2020-02-15 15:30:00;54;9;9;42;51
2020-02-15 15:45:00;52;6;21;31;60
2020-02-15 16:00:00;49;15;25;29;79
2020-02-15 16:15:00;54;8;10;24;55
2020-02-15 16:30:00;47;16;27;38;61
2020-02-15 16:45:00;32;9;16;27;61
2020-02-15 17:00:00;39;16;23;34;56
2020-02-15 17:15:00;46;9;20;24;68
2020-02-15 17:30:00;29;8;20;26;75
2020-02-15 17:45:00;45;13;29;24;76
2020-02-15 18:00:00;39;10;20;31;65
2020-02-15 18:15:00;42;6;12;32;63
2020-02-15 18:30:00;42;15;16;19;60
2020-02-15 18:45:00;43;21;21;29;48
2020-02-15 19:00:00;41;25;8;20;68
2020-02-15 19:15:00;35;7;10;16;50
2020-02-15 19:30:00;29;5;11;17;33
2020-02-15 19:45:00;26;12;8;13;43
2020-02-15 20:00:00;29;15;6;18;45
2020-02-15 20:15:00;32;18;7;22;45
2020-02-15 20:30:00;34;13;4;19;24
2020-02-15 20:45:00;36;13;11;15;31
2020-02-15 21:00:00;24;10;9;18;25
2020-02-15 21:15:00;23;1;13;13;45
2020-02-15 21:30:00;18;2;8;13;18
2020-02-15 21:45:00;26;1;1;14;17
2020-02-15 22:00:00;21;5;6;12;23
2020-02-15 22:15:00;22;1;4;11;20
2020-02-15 22:30:00;19;0;6;16;22
2020-02-15 22:45:00;12;1;10;11;11
2020-02-15 23:00:00;21;5;6;18;21
2020-02-15 23:15:00;18;0;7;2;20
2020-02-15 23:30:00;19;4;0;9;9
2020-02-15 23:45:00;21;1;4;13;7
