DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-03-06 00:00:00;5;9;0;0;0;0;13;11;0;0;0;0;0;0;0
2020-03-06 00:15:00;5;9;2;1;1;0;13;8;0;0;0;2;0;0;0
2020-03-06 00:30:00;16;14;0;0;0;0;12;12;0;0;0;0;0;0;0
2020-03-06 00:45:00;8;10;0;0;0;0;17;16;0;0;0;0;0;0;0
2020-03-06 01:00:00;7;6;0;0;0;0;20;18;0;0;0;0;0;0;0
2020-03-06 01:15:00;8;7;0;0;0;0;14;14;0;0;0;0;0;0;0
2020-03-06 01:30:00;9;6;1;0;0;0;9;10;0;0;0;0;0;0;0
2020-03-06 01:45:00;3;3;1;0;0;0;8;9;0;0;0;0;0;0;0
2020-03-06 02:00:00;8;6;2;0;0;0;13;12;0;0;0;0;0;0;0
2020-03-06 02:15:00;3;7;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-03-06 02:30:00;7;4;1;0;0;0;12;10;0;0;0;0;0;0;0
2020-03-06 02:45:00;9;6;2;0;0;0;13;15;0;0;0;0;0;0;0
2020-03-06 03:00:00;4;6;0;0;0;0;11;12;0;0;0;0;0;0;0
2020-03-06 03:15:00;3;3;0;0;0;0;10;8;0;0;0;0;0;0;0
2020-03-06 03:30:00;7;5;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-03-06 03:45:00;8;10;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-03-06 04:00:00;11;11;0;0;0;0;20;21;0;0;0;0;0;0;0
2020-03-06 04:15:00;16;16;1;0;1;0;26;25;0;0;0;1;0;0;0
2020-03-06 04:30:00;12;16;2;0;0;0;18;19;0;0;0;0;0;0;0
2020-03-06 04:45:00;31;29;0;0;0;0;30;30;0;0;0;0;0;0;0
2020-03-06 05:00:00;68;54;2;0;1;0;55;55;0;0;0;1;0;0;0
2020-03-06 05:15:00;85;46;0;1;0;1;49;52;0;0;0;0;0;0;0
2020-03-06 05:30:00;113;68;0;0;2;0;54;53;0;0;0;3;0;0;0
2020-03-06 05:45:00;67;48;4;1;2;2;41;52;0;0;0;1;0;0;0
2020-03-06 06:00:00;95;59;3;0;7;2;42;64;0;0;0;7;0;0;0
2020-03-06 06:15:00;111;58;1;1;3;4;48;92;0;0;0;4;0;0;0
2020-03-06 06:30:00;115;105;10;0;2;2;50;132;0;0;0;3;0;0;0
2020-03-06 06:45:00;106;93;6;1;3;1;47;119;0;0;0;4;0;0;0
2020-03-06 07:00:00;109;119;7;4;4;2;44;162;0;0;0;5;0;0;0
2020-03-06 07:15:00;104;125;6;4;6;1;41;190;0;0;0;6;0;0;0
2020-03-06 07:30:00;42;52;13;6;13;4;49;187;0;0;0;14;0;0;0
2020-03-06 07:45:00;62;64;7;2;10;5;42;174;0;0;0;18;1;0;1
2020-03-06 08:00:00;95;110;5;3;2;1;54;172;0;0;0;8;2;0;0
2020-03-06 08:15:00;89;95;20;1;10;5;61;159;0;0;0;10;0;0;0
2020-03-06 08:30:00;84;104;7;1;7;5;56;184;0;0;0;8;0;0;0
2020-03-06 08:45:00;91;95;31;3;4;1;75;167;0;0;0;7;3;0;0
2020-03-06 09:00:00;81;92;24;3;6;4;91;160;0;0;0;9;0;0;2
2020-03-06 09:15:00;87;94;127;1;7;5;67;177;0;0;0;8;0;0;5
2020-03-06 09:30:00;103;97;18;1;7;4;72;165;0;0;0;11;4;0;5
2020-03-06 09:45:00;83;103;35;0;18;4;68;205;0;0;0;17;0;0;0
2020-03-06 10:00:00;94;100;43;1;9;1;98;172;0;0;0;10;0;0;0
2020-03-06 10:15:00;99;102;41;4;8;3;54;174;0;0;0;10;3;0;0
2020-03-06 10:30:00;93;132;21;2;5;4;57;167;0;0;0;5;0;0;2
2020-03-06 10:45:00;92;130;4;2;11;2;101;216;0;0;0;13;0;0;4
2020-03-06 11:00:00;81;88;9;1;7;2;75;165;0;0;0;9;0;0;1
