DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-12-07 00:00:00;3;1;0;2;3;0;3;2;1;3
2020-12-07 00:15:00;4;1;0;4;6;1;7;5;1;4
2020-12-07 00:30:00;3;1;0;5;4;0;4;4;1;3
2020-12-07 00:45:00;2;1;0;2;2;1;2;0;1;2
2020-12-07 01:00:00;2;4;0;4;2;1;3;2;4;1
2020-12-07 01:15:00;2;4;1;1;1;0;1;0;3;3
2020-12-07 01:30:00;4;3;0;3;2;0;1;3;3;2
2020-12-07 01:45:00;3;4;0;1;2;1;2;1;4;1
2020-12-07 02:00:00;4;1;1;2;2;1;2;1;1;4
2020-12-07 02:15:00;2;1;1;2;2;0;2;2;1;3
2020-12-07 02:30:00;0;1;0;1;1;0;1;1;1;0
2020-12-07 02:45:00;3;1;3;2;4;2;4;1;0;2
2020-12-07 03:00:00;1;1;0;2;1;0;1;1;2;1
2020-12-07 03:15:00;2;0;1;1;1;0;1;1;0;2
2020-12-07 03:30:00;2;1;0;1;4;0;3;0;1;2
2020-12-07 03:45:00;3;2;3;2;2;0;2;2;1;3
2020-12-07 04:00:00;4;1;0;6;3;0;4;4;2;2
2020-12-07 04:15:00;8;5;1;2;4;0;4;3;5;7
2020-12-07 04:30:00;4;3;0;7;7;1;7;8;2;3
2020-12-07 04:45:00;10;9;4;8;15;3;17;5;9;9
2020-12-07 05:00:00;23;7;5;15;25;4;25;16;8;24
2020-12-07 05:15:00;20;7;3;33;49;9;54;37;9;24
2020-12-07 05:30:00;33;13;0;45;49;13;57;44;17;29
2020-12-07 05:45:00;28;18;0;58;46;6;47;61;18;27
2020-12-07 06:00:00;33;22;1;67;52;11;58;58;18;30
2020-12-07 06:15:00;45;35;2;75;76;20;78;75;36;40
2020-12-07 06:30:00;42;22;4;96;85;13;87;98;22;37
2020-12-07 06:45:00;54;37;6;115;102;18;107;110;34;48
2020-12-07 07:00:00;57;44;13;129;119;14;118;120;50;50
2020-12-07 07:15:00;65;46;4;193;132;20;144;192;46;57
2020-12-07 07:30:00;84;46;18;172;154;35;158;172;48;70
2020-12-07 07:45:00;95;72;14;125;128;44;133;115;66;73
2020-12-07 08:00:00;67;83;25;88;104;25;118;86;63;60
2020-12-07 08:15:00;54;34;10;86;99;26;108;91;36;49
2020-12-07 08:30:00;52;42;9;82;89;13;92;77;41;46
2020-12-07 08:45:00;57;52;13;75;72;18;81;67;57;53
2020-12-07 09:00:00;47;51;13;62;74;22;79;65;44;45
2020-12-07 09:15:00;48;57;19;62;69;13;74;49;48;41
2020-12-07 09:30:00;41;70;11;71;75;15;78;66;47;48
2020-12-07 09:45:00;49;88;18;74;85;13;90;66;70;50
2020-12-07 10:00:00;42;92;16;61;76;25;84;56;69;44
2020-12-07 10:15:00;40;106;18;66;79;17;79;60;61;58
2020-12-07 10:30:00;42;119;19;79;96;29;108;73;71;56
