DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2019-10-27 00:00:00;20;10;0;5;0;4;18;3;0;4;0
2019-10-27 00:15:00;27;17;5;3;2;4;38;18;2;2;0
2019-10-27 00:30:00;25;14;2;2;0;2;27;12;0;4;0
2019-10-27 00:45:00;21;11;3;2;0;2;20;13;1;7;0
2019-10-27 01:00:00;15;10;7;2;0;3;18;6;0;2;0
2019-10-27 01:15:00;23;7;1;3;0;4;14;4;1;5;0
2019-10-27 01:30:00;15;9;4;3;0;3;13;7;1;5;0
2019-10-27 01:45:00;20;10;5;2;2;5;10;2;0;3;0
2019-10-27 02:00:00;15;12;9;3;0;1;10;4;0;3;0
2019-10-27 02:15:00;24;9;3;0;0;0;19;11;0;0;0
2019-10-27 02:30:00;17;9;2;3;0;3;8;3;1;1;0
2019-10-27 02:45:00;12;4;3;0;0;1;15;1;0;2;0
2019-10-27 02:00:00;24;17;12;4;0;2;22;9;0;6;0
2019-10-27 02:15:00;32;13;8;2;0;2;31;18;0;2;0
2019-10-27 02:30:00;19;14;2;3;0;3;17;5;1;2;0
2019-10-27 02:45:00;17;10;6;2;0;3;18;2;0;2;1
2019-10-27 03:00:00;7;6;1;1;0;0;5;3;0;0;0
2019-10-27 03:15:00;5;2;1;0;0;0;7;4;1;0;0
2019-10-27 03:30:00;6;4;5;1;0;1;7;1;0;0;0
2019-10-27 03:45:00;3;6;0;1;0;0;6;4;0;1;0
2019-10-27 04:00:00;5;4;2;0;0;0;3;2;0;1;0
2019-10-27 04:15:00;4;2;2;3;0;3;7;5;0;4;0
2019-10-27 04:30:00;7;6;1;1;1;1;7;6;0;3;0
2019-10-27 04:45:00;11;12;2;2;1;2;7;2;0;1;0
2019-10-27 05:00:00;14;9;5;0;0;1;8;2;0;2;0
2019-10-27 05:15:00;5;7;2;3;2;4;10;4;0;3;0
2019-10-27 05:30:00;6;11;3;1;1;4;16;8;0;1;0
2019-10-27 05:45:00;15;10;1;1;0;2;15;3;0;2;0
2019-10-27 06:00:00;10;7;4;1;0;1;18;6;0;2;0
2019-10-27 06:15:00;10;12;2;5;0;5;14;4;0;3;0
2019-10-27 06:30:00;8;11;3;1;0;2;19;7;0;1;0
2019-10-27 06:45:00;11;14;6;2;0;2;13;2;0;1;0
2019-10-27 07:00:00;9;5;6;7;2;8;9;2;0;2;0
2019-10-27 07:15:00;12;15;5;3;0;3;11;3;0;3;0
2019-10-27 07:30:00;12;11;8;0;0;0;18;4;0;2;0
2019-10-27 07:45:00;16;19;7;3;2;8;26;7;0;3;0
2019-10-27 08:00:00;24;27;10;2;0;2;21;8;1;4;0
2019-10-27 08:15:00;14;22;13;4;0;4;23;10;0;2;0
2019-10-27 08:30:00;21;34;14;3;0;5;32;8;0;6;0
2019-10-27 08:45:00;28;24;13;6;2;7;35;13;0;4;0
2019-10-27 09:00:00;24;31;16;10;1;13;44;16;1;3;0
2019-10-27 09:15:00;38;43;21;6;1;7;49;16;0;7;0
2019-10-27 09:30:00;29;37;20;5;2;7;45;20;2;9;0
2019-10-27 09:45:00;53;37;22;4;0;4;52;24;1;5;0
2019-10-27 10:00:00;65;32;28;13;1;14;48;23;1;10;0
2019-10-27 10:15:00;56;42;23;10;3;12;52;17;1;7;0
2019-10-27 10:30:00;46;29;24;11;2;13;47;22;1;4;0
2019-10-27 10:45:00;59;54;25;8;1;9;51;25;1;12;0
2019-10-27 11:00:00;54;38;20;10;2;12;62;23;1;8;1
2019-10-27 11:15:00;63;40;31;14;1;15;63;23;1;9;1
2019-10-27 11:30:00;59;35;24;10;1;13;60;32;0;6;0
2019-10-27 11:45:00;72;45;20;11;4;11;56;22;2;17;2
2019-10-27 12:00:00;63;41;22;16;1;18;72;41;1;10;0
2019-10-27 12:15:00;52;27;15;11;1;13;70;34;2;12;1
2019-10-27 12:30:00;54;41;23;8;0;8;68;26;1;7;0
2019-10-27 12:45:00;64;42;25;13;1;16;59;27;0;18;0
2019-10-27 13:00:00;66;42;29;4;3;8;68;29;0;11;0
2019-10-27 13:15:00;55;35;27;9;2;12;61;26;0;17;1
2019-10-27 13:30:00;62;33;24;15;3;21;64;36;2;12;0
