DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-10-16 00:00:00;5;3;4;3;1;1;1;4;8;4;0;0;0;0;0;0;0
2019-10-16 00:15:00;9;4;11;7;3;1;3;20;3;3;1;0;0;0;0;0;0
2019-10-16 00:30:00;6;1;2;1;0;1;1;3;1;1;0;0;0;0;0;0;0
2019-10-16 00:45:00;6;1;3;6;0;0;1;1;6;1;0;0;0;0;0;0;0
2019-10-16 01:00:00;3;0;1;1;0;0;0;1;4;3;0;0;0;0;0;0;0
2019-10-16 01:15:00;0;0;0;1;2;1;1;2;2;3;0;0;0;0;0;0;0
2019-10-16 01:30:00;8;1;1;0;0;4;1;0;3;1;0;0;0;0;0;0;0
2019-10-16 01:45:00;5;1;2;2;0;0;1;1;0;2;0;0;0;0;0;0;0
2019-10-16 02:00:00;2;3;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0
2019-10-16 02:15:00;5;0;2;1;0;0;0;0;3;2;0;0;0;0;0;0;0
2019-10-16 02:30:00;6;1;1;1;1;0;1;1;5;2;0;0;0;0;0;0;0
2019-10-16 02:45:00;1;0;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0
2019-10-16 03:00:00;4;0;3;1;0;1;0;3;6;3;0;0;0;0;0;0;0
2019-10-16 03:15:00;4;4;0;0;1;0;0;3;0;2;0;0;0;0;0;0;0
2019-10-16 03:30:00;5;1;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0
2019-10-16 03:45:00;6;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0
2019-10-16 04:00:00;4;1;1;2;0;0;0;1;4;4;0;0;0;0;0;0;0
2019-10-16 04:15:00;6;0;2;1;0;1;2;1;4;4;0;0;1;0;0;0;0
2019-10-16 04:30:00;12;3;1;2;0;2;2;6;11;5;0;0;0;0;0;0;0
2019-10-16 04:45:00;29;6;8;6;0;1;7;2;9;8;0;0;0;0;0;0;0
2019-10-16 05:00:00;54;3;17;25;2;3;6;14;13;11;0;0;0;0;0;0;0
2019-10-16 05:15:00;112;5;52;70;1;0;15;9;9;15;0;0;0;0;0;8;0
2019-10-16 05:30:00;104;11;39;61;2;3;15;38;31;31;0;0;0;0;0;0;0
2019-10-16 05:45:00;74;6;41;55;3;4;19;74;62;86;0;0;1;0;9;0;0
2019-10-16 06:00:00;48;9;33;44;5;6;15;60;55;85;0;0;1;0;0;1;0
2019-10-16 06:15:00;66;10;40;47;2;8;17;40;39;32;0;0;0;0;0;0;0
2019-10-16 06:30:00;66;12;62;96;10;9;38;32;35;40;0;2;7;0;0;0;0
2019-10-16 06:45:00;76;7;63;67;6;9;38;29;25;18;0;0;0;0;2;0;0
2019-10-16 07:00:00;87;14;88;83;9;15;31;32;31;28;0;0;0;0;1;0;0
2019-10-16 07:15:00;91;23;83;95;12;17;42;41;44;32;1;0;13;0;1;0;0
2019-10-16 07:30:00;89;19;76;77;19;22;40;53;47;36;0;0;0;9;22;2;0
2019-10-16 07:45:00;78;18;73;94;12;26;50;65;30;45;0;0;1;0;1;2;0
2019-10-16 08:00:00;58;17;72;92;10;15;46;52;38;34;2;1;1;0;2;0;0
2019-10-16 08:15:00;76;17;77;81;8;18;39;39;45;21;0;0;1;0;0;2;0
2019-10-16 08:30:00;64;22;66;60;9;24;28;41;48;33;0;0;0;0;3;1;0
2019-10-16 08:45:00;59;19;52;56;14;33;29;31;29;35;0;0;0;0;1;0;0
2019-10-16 09:00:00;59;22;37;35;14;7;17;33;36;17;0;0;3;0;1;5;0
2019-10-16 09:15:00;50;18;38;30;14;28;19;35;38;25;0;5;0;0;0;1;0
2019-10-16 09:30:00;37;32;30;45;25;18;19;43;43;34;0;0;0;1;0;1;0
2019-10-16 09:45:00;52;31;41;33;15;29;31;45;33;24;0;0;0;0;2;0;0
2019-10-16 10:00:00;40;31;25;27;8;10;25;51;39;45;0;0;1;3;0;0;0
2019-10-16 10:15:00;41;30;31;29;13;18;25;42;38;37;0;0;0;0;0;2;0
2019-10-16 10:30:00;38;39;35;27;16;18;33;46;36;37;0;0;1;1;0;0;0
2019-10-16 10:45:00;44;43;22;24;13;21;23;28;33;30;0;0;0;0;0;0;7
2019-10-16 11:00:00;41;30;30;32;24;23;19;37;47;33;2;0;2;0;1;0;0
2019-10-16 11:15:00;44;34;38;34;19;22;37;43;37;29;0;0;1;0;0;0;0
2019-10-16 11:30:00;50;28;29;26;8;21;34;35;87;36;0;0;0;4;0;0;0
2019-10-16 11:45:00;43;33;34;31;10;17;27;42;30;39;1;0;0;0;2;4;0
2019-10-16 12:00:00;51;31;31;33;18;19;30;43;40;34;0;0;2;0;0;0;0
2019-10-16 12:15:00;43;30;33;31;12;17;33;76;31;35;0;0;3;0;3;0;0
2019-10-16 12:30:00;50;37;28;29;15;24;26;39;29;39;0;9;6;3;6;1;0
2019-10-16 12:45:00;48;28;32;49;15;20;30;40;35;44;0;1;0;0;0;3;0
2019-10-16 13:00:00;53;41;40;46;12;17;29;53;50;47;0;0;3;4;1;0;0
2019-10-16 13:15:00;86;32;42;47;17;18;33;41;38;51;0;0;4;0;0;5;0
2019-10-16 13:30:00;111;25;76;57;21;15;35;33;41;47;2;11;2;1;1;1;0
2019-10-16 13:45:00;90;27;49;67;10;24;42;43;48;56;0;1;4;0;1;17;0
2019-10-16 14:00:00;60;42;37;35;19;20;37;72;78;81;0;0;0;0;3;0;0
2019-10-16 14:15:00;56;31;25;44;14;31;20;86;85;103;4;0;1;0;1;2;0
2019-10-16 14:30:00;54;49;19;24;16;30;28;88;65;102;0;0;6;0;0;0;0
2019-10-16 14:45:00;46;39;26;31;18;34;32;72;62;88;0;0;9;2;6;2;0
2019-10-16 15:00:00;38;35;34;36;15;18;32;67;72;85;0;0;0;0;1;0;0
2019-10-16 15:15:00;48;38;24;31;11;31;28;96;89;109;0;0;38;0;10;14;2
2019-10-16 15:30:00;32;27;32;18;21;26;25;74;58;82;1;0;0;0;3;8;5
2019-10-16 15:45:00;56;50;32;32;14;27;32;78;86;102;0;0;1;0;0;0;0
2019-10-16 16:00:00;50;36;28;28;15;25;32;62;69;75;0;3;3;0;0;0;0
2019-10-16 16:15:00;58;29;30;37;29;21;34;77;76;87;0;1;2;0;0;32;0
2019-10-16 16:30:00;51;36;34;89;24;32;36;70;64;68;0;0;1;0;0;3;0
2019-10-16 16:45:00;54;51;37;31;16;28;39;60;70;86;1;0;0;4;0;1;0
