DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-11-22 00:00:00;2;0;2;1;0;0;0;0;0;0;0;0
2019-11-22 00:15:00;13;0;8;1;0;0;0;0;0;0;0;0
2019-11-22 00:30:00;6;0;7;4;0;0;0;0;0;0;0;0
2019-11-22 00:45:00;4;0;8;3;0;0;0;0;0;0;0;0
2019-11-22 01:00:00;3;0;2;2;0;0;0;0;0;0;0;0
2019-11-22 01:15:00;1;0;0;1;0;0;0;0;0;0;0;0
2019-11-22 01:30:00;4;0;0;2;0;0;0;0;0;0;0;0
2019-11-22 01:45:00;5;0;3;1;0;0;0;0;0;0;0;0
2019-11-22 02:00:00;3;0;2;2;0;0;0;0;0;0;0;0
2019-11-22 02:15:00;3;0;5;0;0;0;0;0;0;0;0;0
2019-11-22 02:30:00;0;0;0;1;0;0;0;0;0;0;0;0
2019-11-22 02:45:00;3;0;3;2;0;0;0;0;0;0;0;0
2019-11-22 03:00:00;4;0;1;0;0;0;0;0;0;0;0;0
2019-11-22 03:15:00;7;0;2;2;0;0;0;0;0;0;0;0
2019-11-22 03:30:00;2;0;1;1;0;0;0;0;0;0;0;0
2019-11-22 03:45:00;3;0;5;3;0;0;0;0;0;0;0;0
2019-11-22 04:00:00;4;0;4;1;0;0;0;0;0;0;0;0
2019-11-22 04:15:00;11;0;2;3;0;0;0;0;0;0;0;0
2019-11-22 04:30:00;7;0;9;2;0;0;0;0;0;0;0;0
2019-11-22 04:45:00;6;0;12;4;0;0;0;0;0;0;0;0
2019-11-22 05:00:00;8;0;27;4;0;0;0;0;0;0;0;0
2019-11-22 05:15:00;18;0;46;5;0;0;0;0;0;0;0;0
2019-11-22 05:30:00;37;0;53;9;0;0;3;0;0;0;0;0
2019-11-22 05:45:00;44;0;46;6;0;0;5;0;0;0;0;0
2019-11-22 06:00:00;54;0;35;18;0;0;0;0;0;0;0;0
2019-11-22 06:15:00;54;0;75;15;0;0;0;0;0;0;0;0
2019-11-22 06:30:00;60;0;114;16;0;0;3;0;0;0;0;0
2019-11-22 06:45:00;82;0;105;21;4;0;0;1;0;0;0;0
2019-11-22 07:00:00;66;0;128;17;3;2;3;0;0;0;0;0
2019-11-22 07:15:00;65;0;169;26;11;0;6;0;0;0;0;0
2019-11-22 07:30:00;68;0;187;28;30;0;4;0;0;0;0;0
2019-11-22 07:45:00;84;0;163;35;2;0;5;0;5;0;0;0
