DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-10-11 00:00:00;3;4;0;0;8;7;6;4;3;0;645;1;0
2019-10-11 00:15:00;8;3;0;0;6;12;4;3;5;2;2005;3;0
2019-10-11 00:30:00;0;2;0;0;4;4;1;2;3;2;1361;0;0
2019-10-11 00:45:00;5;0;0;0;2;8;4;2;2;2;806;0;0
2019-10-11 01:00:00;6;4;0;1;3;4;4;2;2;0;1231;0;0
2019-10-11 01:15:00;1;1;0;0;5;3;2;3;1;1;1130;0;0
2019-10-11 01:30:00;0;0;0;0;3;4;1;1;2;1;2211;0;0
2019-10-11 01:45:00;2;1;0;1;4;4;0;1;1;1;1061;0;0
2019-10-11 02:00:00;1;1;0;0;0;1;1;1;1;0;1123;0;0
2019-10-11 02:15:00;0;0;0;0;3;1;2;1;4;1;796;0;0
2019-10-11 02:30:00;6;2;0;0;4;4;1;0;1;0;2318;0;0
2019-10-11 02:45:00;0;0;0;0;1;2;1;0;0;0;1703;0;0
2019-10-11 03:00:00;3;2;0;0;2;2;2;2;2;1;886;0;0
2019-10-11 03:15:00;0;0;0;0;6;3;1;0;0;0;1063;0;0
2019-10-11 03:30:00;0;1;0;0;0;0;0;0;1;0;1528;0;0
2019-10-11 03:45:00;0;0;0;0;1;0;1;0;0;1;1978;0;0
2019-10-11 04:00:00;0;2;0;0;3;3;3;3;2;2;1143;0;0
2019-10-11 04:15:00;2;2;0;0;2;1;2;0;1;1;1040;0;0
2019-10-11 04:30:00;1;1;0;0;6;4;1;3;2;0;949;0;0
2019-10-11 04:45:00;2;3;1;1;7;6;9;3;2;0;2271;0;0
2019-10-11 05:00:00;4;2;1;0;14;18;20;14;5;2;1432;0;0
2019-10-11 05:15:00;4;2;1;0;17;22;39;38;6;5;797;0;2
2019-10-11 05:30:00;4;3;0;0;20;25;56;39;12;10;1266;1;0
2019-10-11 05:45:00;4;8;0;1;53;57;54;47;21;6;704;0;0
2019-10-11 06:00:00;9;4;0;0;53;61;37;39;20;12;2008;2;1
2019-10-11 06:15:00;24;10;0;1;45;53;57;68;26;10;1192;0;56
2019-10-11 06:30:00;12;11;2;2;49;58;77;107;38;13;992;3;89
2019-10-11 06:45:00;10;10;1;3;50;63;90;81;49;25;1625;3;1
2019-10-11 07:00:00;10;11;1;5;65;71;75;97;55;19;360;2;3
2019-10-11 07:15:00;19;13;1;2;54;55;95;90;87;45;5;3;1
2019-10-11 07:30:00;47;39;2;4;58;77;97;92;94;55;38;2;4
2019-10-11 07:45:00;38;38;2;4;97;90;109;82;72;23;18;3;2
2019-10-11 08:00:00;36;26;2;9;82;70;76;66;81;32;101;1;1
2019-10-11 08:15:00;30;17;2;3;63;71;88;63;63;34;18;1;0
2019-10-11 08:30:00;29;27;0;10;68;58;79;41;57;39;13;1;2
2019-10-11 08:45:00;31;21;0;6;68;79;71;50;53;24;7;0;1
2019-10-11 09:00:00;25;13;2;2;44;66;57;15;58;23;4;2;0
2019-10-11 09:15:00;32;21;3;9;58;62;52;29;56;21;13;1;1
2019-10-11 09:30:00;41;19;3;8;72;55;68;27;67;21;3;3;1
2019-10-11 09:45:00;27;17;0;1;59;57;52;32;57;19;9;1;1
2019-10-11 10:00:00;33;30;1;1;57;60;56;26;55;17;14;3;1
2019-10-11 10:15:00;35;29;1;3;64;62;53;26;47;15;7;0;2
2019-10-11 10:30:00;39;29;1;2;49;56;58;32;47;21;8;2;2
2019-10-11 10:45:00;35;26;6;3;56;55;69;15;53;16;5;4;1
2019-10-11 11:00:00;46;22;1;4;62;73;66;29;50;22;6;1;1
2019-10-11 11:15:00;33;30;3;5;73;83;74;35;44;23;9;1;0
2019-10-11 11:30:00;44;28;3;4;79;72;59;32;44;18;8;4;2
2019-10-11 11:45:00;47;35;1;2;69;82;76;41;42;22;6;4;0
2019-10-11 12:00:00;45;40;3;2;84;113;59;31;42;31;14;4;0
2019-10-11 12:15:00;51;55;4;3;96;116;65;55;44;15;10;2;3
2019-10-11 12:30:00;44;39;4;3;98;116;81;39;45;24;3;4;2
2019-10-11 12:45:00;52;51;0;2;90;90;92;58;56;33;12;2;2
2019-10-11 13:00:00;52;52;1;3;110;152;80;36;57;26;15;4;1
