DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-04-06 00:00:00;3;4;4;3;3;1;2;0;1
2020-04-06 00:15:00;5;3;2;1;3;6;0;0;0
2020-04-06 00:30:00;6;8;6;4;2;4;4;0;0
2020-04-06 00:45:00;3;1;2;1;0;4;3;2;2
2020-04-06 01:00:00;6;6;6;3;1;2;3;0;0
2020-04-06 01:15:00;1;2;4;0;0;2;6;0;0
2020-04-06 01:30:00;4;4;3;3;3;9;5;0;1
2020-04-06 01:45:00;4;3;2;1;0;11;3;0;0
2020-04-06 02:00:00;1;3;5;4;2;5;3;0;0
2020-04-06 02:15:00;0;0;2;1;0;8;5;0;0
2020-04-06 02:30:00;1;1;4;2;0;5;7;0;0
2020-04-06 02:45:00;4;3;1;1;1;4;1;0;0
2020-04-06 03:00:00;0;0;0;0;1;3;1;0;0
2020-04-06 03:15:00;4;6;5;4;3;3;0;1;1
2020-04-06 03:30:00;4;5;3;3;3;6;3;1;2
2020-04-06 03:45:00;6;6;3;2;1;3;3;0;0
2020-04-06 04:00:00;4;2;3;1;2;6;3;0;0
2020-04-06 04:15:00;5;7;8;5;3;10;3;0;0
2020-04-06 04:30:00;3;4;8;4;6;13;7;1;2
2020-04-06 04:45:00;2;6;9;3;1;14;11;0;0
2020-04-06 05:00:00;13;5;4;2;1;19;7;1;1
2020-04-06 05:15:00;13;12;14;4;2;36;13;3;4
2020-04-06 05:30:00;23;11;26;2;3;45;36;3;5
2020-04-06 05:45:00;36;17;32;6;2;48;37;3;6
2020-04-06 06:00:00;25;24;31;6;1;45;33;4;7
2020-04-06 06:15:00;39;37;48;8;3;47;38;2;7
2020-04-06 06:30:00;53;53;49;14;6;62;61;5;8
2020-04-06 06:45:00;60;56;47;7;6;64;61;0;6
2020-04-06 07:00:00;76;73;59;13;5;43;45;6;12
2020-04-06 07:15:00;82;77;59;10;11;67;36;5;16
2020-04-06 07:30:00;63;72;59;18;8;48;42;130;15
2020-04-06 07:45:00;71;77;53;19;12;60;48;5;6
2020-04-06 08:00:00;50;65;81;10;6;53;40;3;7
2020-04-06 08:15:00;58;56;40;10;8;56;31;11;21
2020-04-06 08:30:00;52;58;56;12;10;53;39;4;6
2020-04-06 08:45:00;56;58;47;10;12;64;47;7;12
2020-04-06 09:00:00;53;50;42;10;7;48;26;2;7
2020-04-06 09:15:00;44;48;39;12;11;60;29;9;13
2020-04-06 09:30:00;65;56;63;19;14;69;40;9;106
2020-04-06 09:45:00;55;58;53;20;15;67;49;7;10
2020-04-06 10:00:00;56;50;54;10;9;51;45;9;17
2020-04-06 10:15:00;55;58;50;18;10;57;42;16;16
2020-04-06 10:30:00;67;43;53;15;11;75;43;8;16
2020-04-06 10:45:00;51;69;63;20;12;69;38;8;14
2020-04-06 11:00:00;61;68;50;11;10;62;30;7;13
2020-04-06 11:15:00;50;52;38;21;16;68;33;9;14
2020-04-06 11:30:00;62;66;51;13;14;59;43;17;22
2020-04-06 11:45:00;58;51;48;27;13;66;33;6;13
2020-04-06 12:00:00;55;46;51;10;10;64;36;8;13
2020-04-06 12:15:00;61;58;53;10;10;71;52;13;25
2020-04-06 12:30:00;47;51;54;15;11;64;42;9;16
2020-04-06 12:45:00;60;75;51;20;10;59;49;10;14
2020-04-06 13:00:00;44;45;39;12;12;57;33;17;16
2020-04-06 13:15:00;53;73;57;24;10;66;50;5;12
2020-04-06 13:30:00;62;67;52;15;10;61;47;6;14
2020-04-06 13:45:00;59;62;60;16;11;56;59;13;12
2020-04-06 14:00:00;68;48;47;9;11;64;54;10;15
2020-04-06 14:15:00;73;73;62;14;10;76;54;1;7
2020-04-06 14:30:00;67;59;61;15;10;69;59;7;7
