DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-08-23 00:00:00;12;6;0;3;0;7;7;0;4;4;1
2019-08-23 00:15:00;9;9;4;3;0;7;4;2;2;5;0
2019-08-23 00:30:00;8;2;3;5;0;15;6;1;1;3;2
2019-08-23 00:45:00;8;4;2;3;3;10;2;0;5;5;1
2019-08-23 01:00:00;10;8;2;4;0;5;7;2;2;2;0
2019-08-23 01:15:00;10;12;2;3;2;10;4;0;1;2;0
2019-08-23 01:30:00;10;10;1;0;1;10;3;2;0;3;0
2019-08-23 01:45:00;7;8;1;0;0;6;7;2;1;2;2
2019-08-23 02:00:00;13;4;1;0;1;1;3;0;2;3;0
2019-08-23 02:15:00;4;5;2;2;1;3;4;1;1;2;2
2019-08-23 02:30:00;5;2;0;1;1;7;3;0;2;0;0
2019-08-23 02:45:00;11;7;1;0;1;9;8;2;0;1;1
2019-08-23 03:00:00;5;4;1;0;0;5;4;1;3;3;0
2019-08-23 03:15:00;4;5;2;4;2;9;4;2;0;2;1
2019-08-23 03:30:00;4;3;1;0;1;3;3;1;1;3;2
2019-08-23 03:45:00;4;3;0;1;2;9;6;0;1;1;0
2019-08-23 04:00:00;11;6;0;5;1;5;2;1;1;1;0
2019-08-23 04:15:00;8;10;1;3;3;9;6;1;1;3;1
2019-08-23 04:30:00;11;5;2;4;4;18;5;3;1;1;0
2019-08-23 04:45:00;19;14;0;5;0;20;10;1;1;1;0
2019-08-23 05:00:00;18;13;1;11;4;28;12;2;0;2;3
2019-08-23 05:15:00;27;23;8;6;7;61;41;3;2;8;3
2019-08-23 05:30:00;35;34;7;14;9;100;91;3;6;18;7
2019-08-23 05:45:00;43;34;4;26;20;93;103;8;15;15;6
2019-08-23 06:00:00;50;42;7;66;21;89;79;7;6;14;6
2019-08-23 06:15:00;50;54;8;32;12;91;108;5;6;17;7
2019-08-23 06:30:00;46;37;9;36;17;120;146;17;12;31;11
2019-08-23 06:45:00;58;64;14;37;14;111;106;8;7;20;11
2019-08-23 07:00:00;42;45;13;36;14;106;97;12;13;24;7
2019-08-23 07:15:00;59;73;13;39;15;98;86;13;22;36;14
2019-08-23 07:30:00;59;67;14;57;18;115;120;28;24;43;15
2019-08-23 07:45:00;66;81;12;52;15;101;96;21;28;41;20
2019-08-23 08:00:00;58;62;15;53;14;92;106;20;19;33;18
2019-08-23 08:15:00;73;66;9;46;16;98;87;14;23;37;13
2019-08-23 08:30:00;71;66;8;61;14;78;90;26;24;40;15
2019-08-23 08:45:00;69;68;19;47;24;67;68;16;28;30;16
2019-08-23 09:00:00;50;59;20;46;20;69;68;14;18;28;9
2019-08-23 09:15:00;61;57;15;40;20;60;66;23;29;36;14
2019-08-23 09:30:00;61;83;21;75;24;76;73;14;26;39;14
2019-08-23 09:45:00;74;87;20;75;22;67;70;18;25;44;14
2019-08-23 10:00:00;86;77;23;55;16;69;62;22;29;52;22
2019-08-23 10:15:00;75;115;30;55;24;70;69;15;33;51;18
2019-08-23 10:30:00;72;79;19;41;16;72;60;20;27;43;22
2019-08-23 10:45:00;86;77;34;79;18;63;57;21;27;51;19
2019-08-23 11:00:00;69;75;28;47;19;75;51;30;31;50;20
2019-08-23 11:15:00;87;112;18;51;17;56;71;20;28;60;26
