DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-07-07 00:00:00;1;2;0;0;3;6;7;3;1;0;0;2;0
2020-07-07 00:15:00;4;6;1;0;6;4;5;2;1;0;0;0;0
2020-07-07 00:30:00;0;1;0;0;2;10;3;2;2;0;1;0;0
2020-07-07 00:45:00;0;0;0;0;2;4;6;6;1;0;0;0;0
2020-07-07 01:00:00;1;0;0;0;3;3;1;0;1;1;0;0;0
2020-07-07 01:15:00;0;1;0;0;2;2;1;0;2;0;0;0;0
2020-07-07 01:30:00;2;3;0;1;1;2;3;3;0;1;0;0;0
2020-07-07 01:45:00;1;0;0;0;1;2;1;0;2;1;0;0;0
2020-07-07 02:00:00;0;0;0;0;1;3;2;4;0;0;0;0;0
2020-07-07 02:15:00;1;0;0;0;0;1;1;0;1;1;0;0;0
2020-07-07 02:30:00;1;1;0;0;4;2;3;1;0;0;0;0;0
2020-07-07 02:45:00;2;1;0;0;2;2;1;1;0;1;0;0;0
2020-07-07 03:00:00;3;1;0;0;2;4;3;2;0;1;0;0;0
2020-07-07 03:15:00;2;0;0;0;1;3;1;0;0;0;0;0;0
2020-07-07 03:30:00;0;0;0;0;2;2;1;0;0;0;0;0;0
2020-07-07 03:45:00;2;0;0;0;2;1;4;1;1;0;1;0;0
2020-07-07 04:00:00;0;1;0;0;3;3;2;0;1;2;2;0;0
2020-07-07 04:15:00;3;2;0;0;0;0;2;1;0;0;0;0;0
2020-07-07 04:30:00;1;0;0;0;1;3;7;1;4;0;0;0;0
2020-07-07 04:45:00;2;3;1;1;8;8;5;4;2;0;0;0;0
2020-07-07 05:00:00;3;1;1;0;8;12;21;14;3;5;1;0;0
2020-07-07 05:15:00;4;2;0;1;11;12;36;18;7;1;4;0;0
2020-07-07 05:30:00;6;5;0;0;18;18;46;37;16;7;3;3;0
2020-07-07 05:45:00;8;5;0;0;35;41;52;43;27;11;4;1;0
2020-07-07 06:00:00;8;5;0;0;45;47;32;28;24;7;3;0;2
2020-07-07 06:15:00;14;10;2;0;44;43;47;42;38;16;7;2;1
2020-07-07 06:30:00;11;12;4;2;43;52;81;66;37;18;3;4;2
2020-07-07 06:45:00;15;17;2;4;50;60;75;53;48;25;5;6;1
2020-07-07 07:00:00;20;16;0;5;48;38;74;56;52;28;5;2;1
2020-07-07 07:15:00;20;13;0;6;43;42;82;62;78;33;5;2;4
2020-07-07 07:30:00;38;27;2;5;66;63;82;63;87;53;4;1;1
2020-07-07 07:45:00;25;25;0;4;73;66;94;63;71;45;4;1;1
2020-07-07 08:00:00;27;12;0;4;67;55;64;44;57;29;5;0;2
2020-07-07 08:15:00;25;14;0;6;63;59;71;39;54;27;7;0;1
2020-07-07 08:30:00;27;13;0;5;51;48;67;40;53;21;5;0;4
2020-07-07 08:45:00;25;21;1;6;63;46;68;34;65;32;5;4;2
2020-07-07 09:00:00;19;12;0;3;62;66;46;26;62;24;2;2;0
2020-07-07 09:15:00;23;11;0;5;49;56;38;17;48;12;3;0;2
