DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-11-02 00:00:00;1;0;0;0;2;1;1;0;3;1;0;0;0
2020-11-02 00:15:00;2;0;0;0;3;5;5;2;0;0;0;0;0
2020-11-02 00:30:00;0;0;0;0;2;1;4;2;3;0;259;0;0
2020-11-02 00:45:00;2;1;1;0;1;2;3;2;0;0;0;0;0
2020-11-02 01:00:00;1;2;0;0;2;0;3;0;0;0;0;0;0
2020-11-02 01:15:00;0;0;0;0;2;1;3;3;0;1;0;0;0
2020-11-02 01:30:00;2;1;0;0;0;0;3;2;0;0;0;0;0
2020-11-02 01:45:00;1;0;0;0;3;2;1;2;0;0;0;0;0
2020-11-02 02:00:00;0;0;0;0;1;1;0;0;1;0;0;0;0
2020-11-02 02:15:00;0;0;0;0;2;3;1;0;0;0;0;0;0
2020-11-02 02:30:00;0;1;0;0;1;2;1;1;0;0;0;0;0
2020-11-02 02:45:00;0;2;2;0;1;0;1;0;1;1;0;0;0
2020-11-02 03:00:00;1;1;0;0;2;1;1;2;1;0;45;0;0
2020-11-02 03:15:00;1;1;1;0;2;3;1;1;1;0;0;0;0
2020-11-02 03:30:00;2;1;0;0;0;0;1;0;1;1;0;0;0
2020-11-02 03:45:00;0;0;0;0;1;0;1;1;0;1;2;0;0
2020-11-02 04:00:00;1;0;0;0;2;2;1;2;2;0;0;0;0
2020-11-02 04:15:00;2;0;0;0;2;6;3;3;1;0;4;0;0
2020-11-02 04:30:00;3;3;1;1;7;8;4;6;5;1;0;0;0
2020-11-02 04:45:00;0;1;0;0;5;3;5;3;4;0;0;0;0
2020-11-02 05:00:00;2;1;0;0;13;13;22;15;2;5;2;0;0
2020-11-02 05:15:00;6;2;0;0;12;17;41;36;7;3;2;0;0
2020-11-02 05:30:00;7;5;0;0;16;16;64;37;13;3;18;1;0
2020-11-02 05:45:00;10;5;0;0;13;13;46;42;30;9;6;3;0
2020-11-02 06:00:00;12;4;0;1;20;19;30;29;23;7;2;0;2
2020-11-02 06:15:00;8;9;2;1;30;28;36;42;33;9;3;3;4
2020-11-02 06:30:00;15;14;2;2;44;47;67;75;32;13;33;4;1
2020-11-02 06:45:00;9;10;1;3;33;41;65;58;43;23;2;11;1
2020-11-02 07:00:00;17;9;0;3;43;36;68;47;46;23;2;2;2
2020-11-02 07:15:00;14;10;0;6;53;53;57;37;52;24;1;1;0
2020-11-02 07:30:00;25;17;1;5;73;74;69;45;48;40;5;0;1
2020-11-02 07:45:00;18;10;1;3;52;44;66;44;59;27;20;1;1
2020-11-02 08:00:00;26;21;0;6;55;48;62;31;45;22;9;1;0
2020-11-02 08:15:00;33;15;1;9;52;42;58;37;64;26;2;0;2
2020-11-02 08:30:00;28;12;2;8;72;60;64;37;56;25;4;0;1
2020-11-02 08:45:00;20;16;1;6;49;52;52;29;51;17;2;3;0
2020-11-02 09:00:00;31;15;3;4;64;50;55;28;52;25;2;1;1
2020-11-02 09:15:00;26;12;1;5;48;47;57;16;58;18;3;0;0
2020-11-02 09:30:00;30;13;3;3;61;59;42;19;43;22;3;3;1
2020-11-02 09:45:00;32;17;1;2;49;62;57;31;45;22;3;0;1
2020-11-02 10:00:00;25;22;2;0;66;54;47;25;42;13;2;0;0
2020-11-02 10:15:00;46;22;2;3;62;63;80;29;50;16;8;0;2
2020-11-02 10:30:00;40;16;3;4;58;65;64;26;36;13;4;0;2
2020-11-02 10:45:00;26;18;0;1;64;67;62;29;60;20;2;0;1
2020-11-02 11:00:00;39;18;0;4;64;66;60;25;44;27;4;2;1
2020-11-02 11:15:00;41;22;1;2;70;71;78;29;50;24;3;3;0
2020-11-02 11:30:00;32;18;2;4;62;81;71;30;41;16;6;4;0
2020-11-02 11:45:00;39;26;0;1;70;81;65;28;41;12;4;0;1
2020-11-02 12:00:00;32;31;1;2;70;78;75;33;46;31;4;1;0
2020-11-02 12:15:00;32;22;2;1;64;69;55;30;43;21;6;0;1
2020-11-02 12:30:00;47;32;3;7;61;81;69;37;40;25;10;3;0
2020-11-02 12:45:00;35;21;1;5;68;68;69;34;36;15;8;1;1
2020-11-02 13:00:00;40;15;0;4;66;73;57;35;37;11;5;1;1
2020-11-02 13:15:00;32;19;2;0;56;75;81;31;41;18;5;0;3
2020-11-02 13:30:00;33;13;3;3;65;75;71;45;40;22;7;1;0
2020-11-02 13:45:00;39;21;1;3;81;94;70;45;49;19;3;0;1
2020-11-02 14:00:00;30;22;1;3;72;97;76;27;47;15;7;1;1
2020-11-02 14:15:00;37;28;2;1;109;140;63;32;32;23;4;3;2
2020-11-02 14:30:00;52;27;1;5;125;125;72;34;51;29;5;0;2
2020-11-02 14:45:00;43;34;2;8;124;141;65;27;38;20;6;1;2
2020-11-02 15:00:00;40;37;2;2;126;131;59;27;43;27;6;0;1
2020-11-02 15:15:00;49;33;3;4;118;135;71;38;46;39;11;0;1
2020-11-02 15:30:00;39;32;2;1;114;108;63;34;66;23;0;2;1
2020-11-02 15:45:00;45;31;1;4;88;108;73;33;48;31;5;3;1
2020-11-02 16:00:00;72;48;2;5;121;134;65;39;44;32;10;8;2
2020-11-02 16:15:00;60;39;2;3;105;138;72;45;52;37;9;4;1
2020-11-02 16:30:00;51;50;3;0;102;135;72;45;56;22;4;3;3
2020-11-02 16:45:00;52;38;1;1;117;123;68;29;48;26;8;3;1
2020-11-02 17:00:00;52;52;2;3;101;132;74;37;50;33;5;2;1
2020-11-02 17:15:00;47;43;4;2;103;122;79;36;46;28;5;2;20
2020-11-02 17:30:00;40;32;2;5;97;110;68;45;35;26;5;2;58
2020-11-02 17:45:00;33;29;0;3;69;92;57;27;38;14;4;0;1
2020-11-02 18:00:00;26;25;1;3;75;101;42;19;43;29;4;2;1
2020-11-02 18:15:00;33;27;1;2;55;68;47;26;41;22;1;1;6
2020-11-02 18:30:00;27;23;0;2;61;58;43;18;35;14;0;0;4
2020-11-02 18:45:00;20;22;1;0;45;57;42;21;42;18;7;2;0
2020-11-02 19:00:00;28;18;2;2;45;32;28;15;22;8;2;0;0
2020-11-02 19:15:00;26;16;2;1;36;37;29;19;28;5;2;0;30
2020-11-02 19:30:00;14;13;1;2;39;34;21;14;21;12;0;0;0
2020-11-02 19:45:00;11;6;1;3;20;25;24;15;19;7;0;0;15
2020-11-02 20:00:00;11;7;0;0;26;37;28;15;23;7;6;0;0
2020-11-02 20:15:00;14;13;0;0;16;27;28;16;9;8;1;0;2
2020-11-02 20:30:00;8;8;0;1;27;18;16;7;9;1;0;0;1
2020-11-02 20:45:00;13;10;1;1;20;22;24;10;13;6;1;0;0
2020-11-02 21:00:00;13;9;0;0;11;19;19;9;12;5;6;0;1
2020-11-02 21:15:00;13;7;1;2;20;22;34;15;5;2;2;0;2
2020-11-02 21:30:00;4;6;0;1;12;11;20;10;12;3;0;0;0
2020-11-02 21:45:00;5;0;0;1;14;16;9;4;8;1;2;0;0
2020-11-02 22:00:00;6;5;1;0;38;39;16;6;6;2;0;0;0
2020-11-02 22:15:00;6;2;0;1;30;29;18;6;7;2;0;0;0
2020-11-02 22:30:00;4;2;0;0;9;6;13;5;4;1;1;0;0
2020-11-02 22:45:00;3;1;0;0;7;7;7;4;7;0;0;0;0
2020-11-02 23:00:00;3;0;0;0;9;15;5;5;1;2;0;0;0
2020-11-02 23:15:00;0;2;0;0;6;5;5;2;1;0;0;0;0
2020-11-02 23:30:00;0;4;1;0;5;4;6;2;1;0;0;0;0
2020-11-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
