DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-12-24 00:00:00;3;2;2;1;10;3;0
2019-12-24 00:15:00;3;2;2;3;9;2;0
2019-12-24 00:30:00;0;1;1;4;14;4;0
2019-12-24 00:45:00;4;3;1;0;16;3;0
2019-12-24 01:00:00;6;5;4;1;11;7;0
2019-12-24 01:15:00;2;2;1;2;7;7;0
2019-12-24 01:30:00;2;0;0;1;6;3;0
2019-12-24 01:45:00;3;2;1;2;5;1;0
2019-12-24 02:00:00;4;2;1;0;3;1;0
2019-12-24 02:15:00;4;2;1;0;4;2;0
2019-12-24 02:30:00;3;3;2;0;0;0;0
2019-12-24 02:45:00;4;4;2;1;1;1;0
2019-12-24 03:00:00;1;2;1;2;4;4;0
2019-12-24 03:15:00;2;1;0;0;4;1;0
2019-12-24 03:30:00;1;2;1;1;3;2;0
2019-12-24 03:45:00;4;0;0;0;1;0;0
2019-12-24 04:00:00;4;0;0;1;2;1;0
2019-12-24 04:15:00;2;1;1;1;2;2;0
2019-12-24 04:30:00;4;2;0;0;2;3;0
2019-12-24 04:45:00;4;3;1;0;3;1;0
2019-12-24 05:00:00;5;0;0;4;5;1;0
2019-12-24 05:15:00;6;3;1;0;9;3;0
2019-12-24 05:30:00;7;9;9;1;8;4;0
2019-12-24 05:45:00;16;8;5;0;6;3;0
2019-12-24 06:00:00;11;4;3;2;18;7;0
2019-12-24 06:15:00;9;4;3;3;4;1;0
2019-12-24 06:30:00;8;4;3;3;7;2;0
2019-12-24 06:45:00;14;5;4;4;15;5;0
2019-12-24 07:00:00;15;7;6;1;13;2;0
2019-12-24 07:15:00;16;10;9;4;8;2;0
2019-12-24 07:30:00;19;13;9;7;11;3;0
2019-12-24 07:45:00;12;12;9;9;11;7;0
2019-12-24 08:00:00;16;10;9;5;16;9;1
2019-12-24 08:15:00;27;20;15;5;21;8;0
2019-12-24 08:30:00;25;14;15;5;23;11;0
2019-12-24 08:45:00;26;19;17;13;22;13;0
2019-12-24 09:00:00;32;14;14;9;29;15;1
2019-12-24 09:15:00;45;26;20;11;36;22;1
2019-12-24 09:30:00;52;25;18;10;33;7;1
2019-12-24 09:45:00;49;29;23;19;37;21;0
2019-12-24 10:00:00;43;25;20;16;45;20;0
2019-12-24 10:15:00;57;39;35;15;49;20;1
2019-12-24 10:30:00;57;36;33;11;40;22;2
2019-12-24 10:45:00;58;38;30;11;60;27;2
2019-12-24 11:00:00;58;37;32;16;50;25;3
2019-12-24 11:15:00;39;25;25;18;50;30;0
2019-12-24 11:30:00;53;32;27;13;62;27;0
2019-12-24 11:45:00;45;22;16;9;47;17;0
2019-12-24 12:00:00;32;19;19;21;62;26;1
2019-12-24 12:15:00;47;25;23;15;73;30;0
2019-12-24 12:30:00;33;20;19;16;41;22;0
2019-12-24 12:45:00;36;15;13;17;62;35;0
2019-12-24 13:00:00;30;26;24;13;50;18;0
2019-12-24 13:15:00;36;21;16;10;56;41;0
2019-12-24 13:30:00;37;18;11;8;41;17;0
2019-12-24 13:45:00;19;14;9;8;54;14;0
2019-12-24 14:00:00;24;9;8;8;57;21;0
2019-12-24 14:15:00;38;17;15;10;49;15;0
2019-12-24 14:30:00;31;20;14;11;41;21;0
2019-12-24 14:45:00;28;13;11;10;34;13;0
2019-12-24 15:00:00;27;17;14;12;29;11;0
2019-12-24 15:15:00;25;13;9;6;34;13;0
2019-12-24 15:30:00;30;21;19;10;44;17;0
2019-12-24 15:45:00;33;15;12;9;37;16;0
2019-12-24 16:00:00;21;12;11;11;35;14;0
2019-12-24 16:15:00;25;10;7;8;26;9;0
2019-12-24 16:30:00;25;14;15;7;42;17;0
2019-12-24 16:45:00;13;14;14;3;27;4;0
2019-12-24 17:00:00;27;14;11;3;39;8;0
2019-12-24 17:15:00;21;19;18;9;39;18;0
2019-12-24 17:30:00;26;15;10;7;32;9;0
2019-12-24 17:45:00;15;8;6;3;23;5;0
2019-12-24 18:00:00;17;7;4;5;9;0;0
2019-12-24 18:15:00;11;8;4;3;16;3;0
2019-12-24 18:30:00;5;1;1;2;14;3;0
2019-12-24 18:45:00;4;7;6;4;14;5;0
2019-12-24 19:00:00;8;5;3;4;7;5;0
2019-12-24 19:15:00;8;4;3;4;15;5;0
2019-12-24 19:30:00;10;6;4;3;9;1;0
2019-12-24 19:45:00;12;6;5;2;9;5;0
2019-12-24 20:00:00;15;6;6;2;11;3;2
2019-12-24 20:15:00;10;6;6;5;10;2;0
2019-12-24 20:30:00;15;8;8;4;8;5;0
2019-12-24 20:45:00;17;11;9;2;20;6;0
2019-12-24 21:00:00;23;15;11;3;16;5;0
2019-12-24 21:15:00;24;9;8;6;18;5;0
2019-12-24 21:30:00;16;9;6;7;19;6;0
2019-12-24 21:45:00;15;5;5;2;14;1;0
2019-12-24 22:00:00;20;8;5;7;15;6;0
2019-12-24 22:15:00;22;10;6;2;17;5;0
2019-12-24 22:30:00;17;5;3;3;11;3;0
2019-12-24 22:45:00;13;7;7;1;16;5;0
2019-12-24 23:00:00;14;7;3;4;12;4;0
2019-12-24 23:15:00;12;3;2;3;14;5;0
2019-12-24 23:30:00;12;11;9;0;10;3;0
