DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-02-06 00:00:00;5;10;0;1;12;2;1;0;0;0;0;0;0;5;13;0;0;0;0;0;0;0;0
2020-02-06 00:15:00;6;7;2;1;15;10;1;2;0;2;2;3;3;8;19;0;0;0;0;0;0;0;0
2020-02-06 00:30:00;10;8;1;1;13;5;1;1;2;1;1;1;1;12;14;0;0;0;0;0;0;0;0
2020-02-06 00:45:00;6;9;1;0;6;6;1;5;2;0;0;1;1;9;9;0;0;0;0;0;0;0;0
2020-02-06 01:00:00;5;5;0;1;8;5;1;0;1;0;0;1;0;7;10;0;0;0;0;0;0;0;0
2020-02-06 01:15:00;10;8;1;2;3;1;0;2;2;0;0;0;0;12;3;0;0;0;0;0;0;0;0
2020-02-06 01:30:00;10;11;0;0;2;3;0;0;0;2;2;0;0;13;4;0;0;0;0;0;0;0;0
2020-02-06 01:45:00;8;4;0;0;9;4;0;4;3;0;0;0;0;8;10;0;0;0;0;0;0;0;0
2020-02-06 02:00:00;3;1;0;0;7;2;0;1;2;0;0;0;0;3;8;0;0;0;0;0;0;0;0
2020-02-06 02:15:00;3;5;0;1;6;9;0;2;2;0;0;0;0;4;7;0;0;0;0;0;0;0;0
2020-02-06 02:30:00;0;2;1;1;5;5;1;1;1;0;0;1;1;1;5;0;0;0;0;0;0;0;0
2020-02-06 02:45:00;3;3;1;1;6;2;2;0;0;1;0;0;0;5;6;0;0;0;0;0;0;0;0
2020-02-06 03:00:00;2;4;0;0;3;4;0;0;1;0;0;0;0;2;5;0;0;0;0;0;0;0;0
2020-02-06 03:15:00;7;8;0;0;8;8;0;1;2;0;0;0;0;7;10;0;0;0;0;0;0;0;0
2020-02-06 03:30:00;2;2;1;0;8;4;0;0;3;0;0;0;0;2;8;0;0;0;0;0;0;0;0
2020-02-06 03:45:00;2;6;1;1;9;7;1;2;3;0;0;1;1;3;12;0;0;0;0;0;0;0;0
2020-02-06 04:00:00;2;2;0;0;8;5;1;0;0;0;0;1;1;3;10;0;0;0;0;0;0;0;0
2020-02-06 04:15:00;10;7;0;3;9;8;0;2;3;0;0;0;0;12;14;0;0;0;0;0;0;0;0
2020-02-06 04:30:00;11;7;0;1;12;12;1;3;5;0;0;0;0;13;14;0;0;0;0;0;0;0;0
2020-02-06 04:45:00;33;28;1;5;14;9;2;5;2;0;0;0;0;42;15;0;0;0;0;0;0;0;0
2020-02-06 05:00:00;52;57;4;8;22;18;2;8;8;2;2;1;1;67;31;0;0;0;0;0;0;0;0
2020-02-06 05:15:00;83;103;0;7;33;17;6;23;12;2;2;3;3;115;38;0;0;0;0;0;0;0;0
2020-02-06 05:30:00;81;93;1;8;37;36;8;19;11;5;8;1;1;103;56;0;4;0;0;0;0;0;0
2020-02-06 05:45:00;83;73;3;10;63;52;5;14;9;12;9;4;3;102;79;0;0;0;0;0;0;0;0
2020-02-06 06:00:00;60;76;3;16;77;84;11;17;10;5;5;11;11;91;112;0;0;0;0;0;0;0;0
2020-02-06 06:15:00;122;128;2;15;68;66;11;16;16;13;11;5;10;143;96;0;2;0;0;0;0;0;0
2020-02-06 06:30:00;125;143;3;32;57;64;13;25;11;8;27;14;11;147;87;0;6;0;0;0;0;0;0
2020-02-06 06:45:00;131;150;8;29;70;80;14;28;15;7;12;10;13;144;123;0;0;0;0;0;0;0;0
2020-02-06 07:00:00;156;175;4;28;70;67;7;41;26;11;19;15;16;182;92;0;0;0;0;0;0;0;0
2020-02-06 07:15:00;161;207;5;47;84;58;18;51;34;21;24;8;11;129;102;0;1;0;0;0;0;0;0
2020-02-06 07:30:00;176;192;7;54;94;103;16;58;39;27;36;19;18;160;115;6;14;0;0;0;2;0;0
2020-02-06 07:45:00;149;174;11;48;113;105;19;52;42;24;30;16;16;142;147;0;0;0;0;0;0;0;0
2020-02-06 08:00:00;139;141;8;35;97;105;13;44;26;17;15;22;27;141;131;0;0;0;0;0;0;0;5
2020-02-06 08:15:00;134;146;4;35;89;70;10;48;29;12;50;10;11;153;118;0;0;0;0;0;0;0;0
2020-02-06 08:30:00;132;155;10;32;93;93;9;31;21;11;17;19;15;167;120;0;0;0;0;0;0;0;0
2020-02-06 08:45:00;127;102;27;28;106;74;11;29;27;20;23;8;8;141;131;0;0;0;0;0;0;0;0
2020-02-06 09:00:00;117;128;11;30;78;79;11;41;26;9;13;7;8;156;109;0;1;0;0;0;0;0;2
2020-02-06 09:15:00;106;106;8;22;95;73;5;23;30;10;9;7;8;143;130;0;0;0;0;0;0;0;0
2020-02-06 09:30:00;115;116;10;21;87;95;6;36;26;11;13;12;11;144;118;0;0;0;0;0;0;0;0
2020-02-06 09:45:00;111;105;3;36;89;97;5;26;33;11;14;16;15;147;124;0;0;0;0;0;0;0;0
2020-02-06 10:00:00;123;116;13;29;95;108;11;25;31;9;20;11;14;156;126;0;0;0;0;0;0;0;0
2020-02-06 10:15:00;102;114;10;28;113;120;5;25;22;18;15;13;17;121;137;0;4;0;0;0;0;0;0
2020-02-06 10:30:00;115;122;12;33;99;97;6;27;24;12;21;14;11;127;120;0;0;0;0;0;0;0;0
2020-02-06 10:45:00;118;113;11;41;117;105;5;29;31;22;18;10;11;133;141;0;0;0;0;0;0;0;0
2020-02-06 11:00:00;101;106;7;37;108;114;12;33;25;9;41;19;15;144;140;0;0;0;0;0;0;0;1
2020-02-06 11:15:00;106;96;12;23;113;101;13;30;22;12;11;11;15;135;133;0;0;0;0;0;0;0;0
2020-02-06 11:30:00;107;101;14;25;104;127;14;34;26;9;17;12;18;134;135;0;0;0;0;0;0;0;0
2020-02-06 11:45:00;125;101;10;35;116;122;15;21;21;15;62;18;14;154;131;0;0;0;0;0;0;0;0
2020-02-06 12:00:00;118;92;13;36;88;95;11;29;38;6;8;11;10;141;116;0;1;0;0;0;0;0;0
