DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-12-15 00:00:00;8;5;6;3;0;5;6;3;3
2020-12-15 00:15:00;2;1;3;2;0;3;2;0;0
2020-12-15 00:30:00;1;6;4;3;1;3;2;0;0
2020-12-15 00:45:00;6;2;0;0;0;3;4;0;0
2020-12-15 01:00:00;2;2;2;1;0;1;2;0;0
2020-12-15 01:15:00;4;4;4;1;2;4;2;0;0
2020-12-15 01:30:00;2;2;2;0;0;4;2;0;0
2020-12-15 01:45:00;2;3;3;2;1;4;1;0;0
2020-12-15 02:00:00;3;1;4;1;0;6;4;0;0
2020-12-15 02:15:00;8;1;3;2;1;3;6;0;0
2020-12-15 02:30:00;2;1;2;1;0;15;7;1;1
2020-12-15 02:45:00;3;1;4;2;1;10;5;0;0
2020-12-15 03:00:00;2;0;1;0;1;5;2;1;1
2020-12-15 03:15:00;5;3;3;1;2;4;2;1;1
2020-12-15 03:30:00;5;5;6;2;2;7;5;0;0
2020-12-15 03:45:00;2;2;3;1;0;7;1;0;0
2020-12-15 04:00:00;2;2;4;0;0;6;6;0;0
2020-12-15 04:15:00;5;0;1;0;1;15;4;0;0
2020-12-15 04:30:00;6;4;10;2;0;19;11;1;1
2020-12-15 04:45:00;19;13;10;4;4;20;7;2;3
2020-12-15 05:00:00;31;11;14;7;5;24;17;0;0
2020-12-15 05:15:00;45;14;14;4;3;33;25;1;3
2020-12-15 05:30:00;29;22;28;7;1;38;37;3;7
2020-12-15 05:45:00;44;26;33;13;4;67;57;6;16
2020-12-15 06:00:00;38;27;27;6;5;55;37;3;7
2020-12-15 06:15:00;64;52;57;10;2;68;53;5;11
2020-12-15 06:30:00;76;49;53;10;9;56;53;3;14
2020-12-15 06:45:00;83;67;69;14;9;89;89;9;17
2020-12-15 07:00:00;90;107;63;13;6;58;76;9;24
2020-12-15 07:15:00;102;135;79;23;9;81;79;19;23
2020-12-15 07:30:00;116;126;80;32;10;86;85;15;25
2020-12-15 07:45:00;86;97;73;19;12;111;108;9;19
2020-12-15 08:00:00;94;110;79;16;10;86;90;13;21
2020-12-15 08:15:00;70;83;111;16;12;88;99;10;15
2020-12-15 08:30:00;87;92;82;26;8;93;93;9;20
2020-12-15 08:45:00;96;113;86;19;10;80;68;13;16
2020-12-15 09:00:00;81;98;90;27;15;83;78;6;17
2020-12-15 09:15:00;85;76;98;21;11;83;83;11;12
2020-12-15 09:30:00;72;105;100;24;11;120;77;9;8
2020-12-15 09:45:00;83;96;99;23;10;107;88;16;24
2020-12-15 10:00:00;95;80;91;11;8;109;81;9;52
2020-12-15 10:15:00;95;113;111;25;14;110;104;16;18
2020-12-15 10:30:00;110;123;102;24;14;119;92;9;11
2020-12-15 10:45:00;94;108;82;21;13;120;99;12;20
2020-12-15 11:00:00;103;102;95;23;11;125;99;15;27
2020-12-15 11:15:00;107;89;88;14;11;106;93;23;23
2020-12-15 11:30:00;98;90;82;13;11;119;104;19;24
2020-12-15 11:45:00;120;108;81;23;14;112;99;13;36
2020-12-15 12:00:00;94;102;86;30;15;114;76;11;15
2020-12-15 12:15:00;93;118;98;18;12;98;117;12;23
2020-12-15 12:30:00;91;108;91;30;10;96;101;12;21
2020-12-15 12:45:00;94;109;68;19;11;109;106;7;14
2020-12-15 13:00:00;87;108;96;18;16;104;98;19;28
2020-12-15 13:15:00;105;112;83;36;14;106;113;17;25
2020-12-15 13:30:00;116;108;89;29;16;93;108;98;30
2020-12-15 13:45:00;110;154;98;38;14;98;99;18;21
2020-12-15 14:00:00;94;94;85;21;12;109;93;20;31
2020-12-15 14:15:00;112;114;97;32;18;112;95;19;28
2020-12-15 14:30:00;112;113;98;19;9;107;93;14;21
2020-12-15 14:45:00;97;128;99;32;17;118;122;17;39
2020-12-15 15:00:00;92;114;81;25;11;125;101;30;37
2020-12-15 15:15:00;126;132;73;40;12;110;111;17;20
2020-12-15 15:30:00;100;120;104;28;16;124;125;23;53
2020-12-15 15:45:00;103;136;94;34;10;133;125;11;23
2020-12-15 16:00:00;101;139;73;37;17;111;123;19;30
2020-12-15 16:15:00;145;155;84;45;19;120;139;23;25
2020-12-15 16:30:00;144;154;80;37;14;125;120;18;27
2020-12-15 16:45:00;109;124;63;31;12;115;122;14;39
2020-12-15 17:00:00;113;148;94;39;15;122;129;9;18
2020-12-15 17:15:00;128;140;89;32;14;109;110;7;18
2020-12-15 17:30:00;77;99;81;26;12;118;117;9;24
2020-12-15 17:45:00;101;120;85;26;17;96;101;9;13
2020-12-15 18:00:00;81;108;64;29;17;92;101;8;11
2020-12-15 18:15:00;95;100;73;25;14;94;88;8;19
2020-12-15 18:30:00;72;85;67;24;11;93;98;9;20
2020-12-15 18:45:00;78;99;76;27;12;78;71;13;19
2020-12-15 19:00:00;76;95;75;29;17;80;66;16;16
2020-12-15 19:15:00;79;78;60;20;17;63;49;11;24
2020-12-15 19:30:00;53;67;53;19;11;51;48;6;10
2020-12-15 19:45:00;49;76;46;20;18;48;41;12;14
2020-12-15 20:00:00;39;45;29;8;12;42;34;4;7
2020-12-15 20:15:00;45;53;45;18;13;42;32;3;10
2020-12-15 20:30:00;35;38;27;12;14;29;21;7;6
2020-12-15 20:45:00;39;36;32;8;9;28;22;4;5
2020-12-15 21:00:00;27;24;14;8;3;29;18;4;6
2020-12-15 21:15:00;26;24;16;6;7;26;22;4;9
2020-12-15 21:30:00;21;19;19;4;2;16;19;3;6
2020-12-15 21:45:00;20;21;21;9;5;25;15;4;8
2020-12-15 22:00:00;18;18;21;5;5;25;21;1;2
2020-12-15 22:15:00;21;21;21;11;11;25;10;3;4
2020-12-15 22:30:00;16;8;11;4;3;16;10;3;4
2020-12-15 22:45:00;14;8;7;3;3;11;2;2;3
2020-12-15 23:00:00;11;9;10;7;6;15;9;1;1
2020-12-15 23:15:00;11;13;5;4;4;8;3;1;0
2020-12-15 23:30:00;9;4;3;1;1;8;6;0;1
