DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-10-16 00:00:00;6;8;12;1;0;0;4;0;0
2020-10-16 00:15:00;2;2;3;1;0;0;2;0;0
2020-10-16 00:30:00;1;2;4;2;1;1;6;0;0
2020-10-16 00:45:00;3;5;8;1;2;0;8;0;0
2020-10-16 01:00:00;1;1;2;0;0;0;2;0;0
2020-10-16 01:15:00;3;3;7;0;0;0;1;0;0
2020-10-16 01:30:00;1;2;2;1;1;0;3;0;0
2020-10-16 01:45:00;0;0;1;0;0;0;2;0;0
2020-10-16 02:00:00;0;0;2;0;0;0;3;0;0
2020-10-16 02:15:00;2;3;5;0;0;0;1;0;0
2020-10-16 02:30:00;0;0;1;0;0;0;1;0;0
2020-10-16 02:45:00;1;2;3;1;0;1;3;0;0
2020-10-16 03:00:00;0;1;1;0;0;0;0;0;0
2020-10-16 03:15:00;3;4;6;0;0;0;2;0;0
2020-10-16 03:30:00;0;2;5;1;0;0;2;0;0
2020-10-16 03:45:00;0;0;0;1;0;0;1;0;0
2020-10-16 04:00:00;3;2;5;0;0;0;1;0;0
2020-10-16 04:15:00;1;2;4;1;0;0;1;0;0
2020-10-16 04:30:00;5;4;6;1;0;0;7;0;0
2020-10-16 04:45:00;4;11;12;1;0;0;5;0;0
2020-10-16 05:00:00;6;12;17;4;1;1;11;0;0
2020-10-16 05:15:00;9;14;40;6;4;4;56;0;0
2020-10-16 05:30:00;15;24;64;8;5;8;77;1;0
2020-10-16 05:45:00;19;40;63;28;6;8;40;0;0
2020-10-16 06:00:00;28;42;68;21;4;7;38;0;0
2020-10-16 06:15:00;13;41;60;16;6;11;38;0;0
2020-10-16 06:30:00;35;51;82;14;10;21;80;0;2
2020-10-16 06:45:00;31;44;86;24;15;25;82;0;3
2020-10-16 07:00:00;26;46;75;14;9;7;74;0;3
2020-10-16 07:15:00;44;58;98;33;12;11;106;1;4
2020-10-16 07:30:00;76;77;102;34;13;12;124;12;4
2020-10-16 07:45:00;91;102;135;20;14;11;131;4;6
2020-10-16 08:00:00;54;72;136;21;13;11;104;0;9
2020-10-16 08:15:00;15;21;38;5;3;2;37;0;16
2020-10-16 08:30:00;
2020-10-16 08:45:00;
2020-10-16 09:00:00;
2020-10-16 09:15:00;
2020-10-16 09:30:00;
2020-10-16 09:45:00;
2020-10-16 10:00:00;
2020-10-16 10:15:00;
2020-10-16 10:30:00;
2020-10-16 10:45:00;
2020-10-16 11:00:00;
2020-10-16 11:15:00;
2020-10-16 11:30:00;
2020-10-16 11:45:00;
2020-10-16 12:00:00;
2020-10-16 12:15:00;
2020-10-16 12:30:00;
2020-10-16 12:45:00;56;83;118;39;13;8;77;4;2
2020-10-16 13:00:00;72;93;132;30;11;7;112;3;20
2020-10-16 13:15:00;69;91;139;21;12;6;91;7;9
2020-10-16 13:30:00;52;83;134;23;9;12;144;5;19
2020-10-16 13:45:00;59;77;140;20;13;17;147;5;10
2020-10-16 14:00:00;57;99;150;25;12;8;120;0;15
2020-10-16 14:15:00;80;111;144;39;9;4;97;3;42
2020-10-16 14:30:00;100;127;161;46;9;4;83;21;8
2020-10-16 14:45:00;97;102;159;22;9;1;112;3;3
2020-10-16 15:00:00;71;68;133;24;8;7;87;6;7
2020-10-16 15:15:00;77;77;125;22;7;2;93;30;6
2020-10-16 15:30:00;70;77;124;23;10;2;106;31;4
2020-10-16 15:45:00;60;68;124;17;8;3;99;5;15
2020-10-16 16:00:00;62;84;122;24;10;5;102;3;9
2020-10-16 16:15:00;69;60;106;22;14;9;90;15;5
2020-10-16 16:30:00;58;71;100;22;10;10;90;10;16
2020-10-16 16:45:00;41;62;94;18;8;0;80;5;15
2020-10-16 17:00:00;46;58;87;19;11;4;89;0;1
2020-10-16 17:15:00;54;78;100;17;11;6;87;1;17
2020-10-16 17:30:00;43;51;74;18;8;4;79;3;2
2020-10-16 17:45:00;39;46;77;15;8;3;58;0;23
2020-10-16 18:00:00;43;47;74;11;6;1;69;0;0
2020-10-16 18:15:00;47;51;82;13;11;5;74;2;7
2020-10-16 18:30:00;29;46;70;15;8;3;61;2;4
2020-10-16 18:45:00;36;42;71;9;8;4;77;0;6
2020-10-16 19:00:00;33;49;66;7;4;5;64;0;7
2020-10-16 19:15:00;32;36;61;12;6;2;54;0;0
2020-10-16 19:30:00;18;26;47;5;5;4;56;6;0
2020-10-16 19:45:00;18;26;41;8;7;1;41;0;0
2020-10-16 20:00:00;17;24;47;8;6;5;50;0;1
2020-10-16 20:15:00;22;41;57;8;5;2;56;0;0
2020-10-16 20:30:00;21;21;41;5;6;2;38;1;0
2020-10-16 20:45:00;12;20;39;9;4;0;48;2;3
2020-10-16 21:00:00;13;17;34;1;1;2;41;0;6
2020-10-16 21:15:00;11;24;36;6;6;3;46;0;1
2020-10-16 21:30:00;8;22;36;6;6;5;31;0;0
2020-10-16 21:45:00;20;35;53;10;9;3;41;0;0
2020-10-16 22:00:00;31;45;58;17;5;1;30;0;15
2020-10-16 22:15:00;27;31;53;9;5;4;41;2;0
2020-10-16 22:30:00;14;21;25;5;3;1;22;0;0
2020-10-16 22:45:00;12;13;25;3;2;0;25;0;0
2020-10-16 23:00:00;12;16;26;4;2;1;19;0;0
2020-10-16 23:15:00;9;17;25;4;3;0;23;0;0
2020-10-16 23:30:00;10;17;21;3;0;0;22;0;0
2020-10-16 23:45:00;6;13;19;3;0;1;19;0;0
