DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-30 00:00:00;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-03-30 00:15:00;0;0;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-30 00:30:00;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 00:45:00;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0
2020-03-30 01:00:00;0;0;1;0;1;0;1;2;2;0;0;0;0;0;0;0;0
2020-03-30 01:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 01:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 01:45:00;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-30 02:00:00;2;2;2;1;1;1;3;2;2;0;0;0;0;0;0;0;0
2020-03-30 02:15:00;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0
2020-03-30 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 03:00:00;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
2020-03-30 03:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 03:30:00;0;0;2;0;2;0;0;0;0;2;2;0;0;0;0;0;0
2020-03-30 03:45:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 04:00:00;0;0;0;1;1;1;1;2;2;0;0;0;0;0;0;0;0
2020-03-30 04:15:00;1;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0
2020-03-30 04:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-30 04:45:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-30 05:00:00;1;1;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0
2020-03-30 05:15:00;1;1;1;0;2;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-30 05:30:00;6;5;0;0;0;0;12;12;16;0;0;0;0;0;0;0;0
2020-03-30 05:45:00;11;4;0;0;0;0;5;9;10;0;0;0;0;0;0;0;0
2020-03-30 06:00:00;13;8;0;0;0;0;9;13;15;1;1;0;0;0;0;0;0
2020-03-30 06:15:00;7;4;0;0;0;0;7;9;11;0;0;0;0;0;0;0;0
2020-03-30 06:30:00;9;3;0;0;0;0;8;14;17;0;0;0;0;0;0;0;0
2020-03-30 06:45:00;19;7;2;3;0;0;11;21;25;0;0;0;0;0;0;0;0
