DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-03 00:00:00;3;11;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 00:15:00;10;15;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 00:30:00;12;10;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 00:45:00;6;8;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 01:00:00;3;7;4;8;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 01:15:00;3;9;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 01:30:00;8;10;4;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 01:45:00;5;2;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:00:00;9;9;8;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:15:00;8;10;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:30:00;9;4;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 02:45:00;6;13;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 03:00:00;8;7;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 03:15:00;3;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 03:30:00;5;3;1;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 03:45:00;10;11;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 04:00:00;11;20;9;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 04:15:00;13;13;9;16;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-03 04:30:00;19;27;8;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 04:45:00;26;34;21;38;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-03 05:00:00;61;114;35;101;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-03 05:15:00;64;103;28;103;3;3;3;4;4;0;0;0;0;0;0;0;0;0;0
