DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-17 00:00:00;6;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 00:15:00;4;9;5;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-17 00:30:00;11;8;6;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 00:45:00;5;6;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:00:00;4;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:15:00;4;5;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:30:00;10;6;7;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 01:45:00;5;5;5;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 02:00:00;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 02:15:00;5;8;4;12;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 02:30:00;5;6;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 02:45:00;5;8;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:00:00;8;3;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:15:00;3;4;2;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:30:00;2;7;3;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 03:45:00;13;8;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 04:00:00;10;11;5;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 04:15:00;9;7;5;8;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-17 04:30:00;16;24;11;27;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-17 04:45:00;21;42;19;41;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 05:00:00;52;112;29;103;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-17 05:15:00;60;90;30;80;4;4;4;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-17 05:30:00;81;116;29;101;3;3;3;4;4;2;0;0;0;0;0;0;0;0;0
2020-12-17 05:45:00;79;79;12;77;4;4;4;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-17 06:00:00;111;101;15;82;8;9;8;4;4;1;0;1;0;0;0;0;0;0;0
2020-12-17 06:15:00;96;129;13;97;6;21;8;11;11;0;0;1;0;0;0;0;0;0;0
2020-12-17 06:30:00;116;188;31;139;8;8;8;6;6;3;0;0;0;0;0;0;0;0;0
2020-12-17 06:45:00;87;168;27;113;13;20;14;3;3;3;0;2;0;0;0;0;0;0;0
2020-12-17 07:00:00;105;141;41;127;13;11;13;6;6;0;0;1;0;0;0;0;0;0;0
2020-12-17 07:15:00;116;131;21;92;12;15;15;10;11;2;0;1;0;0;0;0;0;0;0
2020-12-17 07:30:00;136;189;18;132;11;12;12;13;12;3;0;1;0;0;0;0;0;0;0
2020-12-17 07:45:00;116;159;27;121;7;8;8;9;11;0;0;0;0;0;0;0;0;0;1
2020-12-17 08:00:00;97;137;24;120;10;11;9;7;7;0;0;2;0;0;0;0;0;0;2
2020-12-17 08:15:00;112;128;29;115;10;9;10;8;8;4;0;1;0;1;0;0;0;0;0
2020-12-17 08:30:00;112;173;19;130;12;11;11;6;6;0;0;1;0;0;0;0;0;0;0
2020-12-17 08:45:00;107;142;18;108;11;11;13;9;9;2;0;2;0;0;0;0;0;0;0
2020-12-17 09:00:00;94;110;17;85;16;20;20;5;5;0;0;0;0;0;0;0;0;0;0
2020-12-17 09:15:00;125;148;19;100;8;8;8;8;9;1;0;0;0;0;0;0;0;0;0
2020-12-17 09:30:00;116;132;35;109;9;11;11;5;5;3;0;3;0;0;0;0;0;0;0
2020-12-17 09:45:00;137;164;22;113;9;10;12;7;7;3;0;1;0;0;0;0;0;0;0
2020-12-17 10:00:00;137;164;27;132;11;15;19;7;7;0;0;1;0;0;0;0;0;0;0
2020-12-17 10:15:00;149;127;14;95;10;11;11;5;5;4;0;1;0;0;0;0;0;0;0
2020-12-17 10:30:00;118;132;28;112;11;15;14;9;8;1;0;2;0;0;0;0;0;0;4
2020-12-17 10:45:00;140;143;14;85;14;14;16;7;8;0;0;0;0;1;0;0;0;0;0
2020-12-17 11:00:00;153;142;16;103;14;16;16;12;12;1;0;0;0;0;0;0;0;0;0
2020-12-17 11:15:00;137;128;34;102;13;16;12;5;6;1;0;2;0;0;0;0;0;0;1
2020-12-17 11:30:00;156;129;30;114;10;15;16;3;4;1;0;0;0;0;0;0;0;0;0
2020-12-17 11:45:00;147;134;19;90;10;12;11;11;11;1;0;0;0;0;0;0;0;0;0
2020-12-17 12:00:00;164;114;27;92;19;22;23;10;10;5;0;2;0;0;0;0;0;0;0
2020-12-17 12:15:00;162;120;20;101;12;20;13;7;7;3;0;2;0;0;0;0;0;0;1
2020-12-17 12:30:00;160;142;22;109;11;19;17;11;12;1;0;0;0;0;0;0;0;0;1
2020-12-17 12:45:00;156;118;13;91;13;14;18;7;7;1;0;0;0;0;0;0;0;0;0
2020-12-17 13:00:00;160;148;22;101;15;18;19;8;8;2;0;6;0;0;0;0;0;0;0
2020-12-17 13:15:00;162;154;33;123;21;24;25;8;9;1;0;0;0;0;0;0;0;0;0
2020-12-17 13:30:00;154;166;22;130;11;23;16;6;5;3;0;1;0;0;0;0;0;0;0
2020-12-17 13:45:00;138;122;22;88;11;12;16;7;8;0;0;1;0;0;0;0;0;0;0
2020-12-17 14:00:00;180;172;27;142;15;16;15;6;6;2;0;5;0;0;0;0;0;0;0
2020-12-17 14:15:00;199;149;21;103;15;17;17;9;9;0;0;1;0;1;0;0;0;0;0
2020-12-17 14:30:00;209;171;40;130;12;16;16;7;7;10;0;10;0;0;0;0;0;0;0
2020-12-17 14:45:00;165;147;21;97;17;18;18;3;3;3;0;2;0;0;0;0;0;0;2
2020-12-17 15:00:00;179;141;15;92;13;19;19;4;5;1;0;0;0;0;0;0;0;0;0
2020-12-17 15:15:00;187;158;18;87;11;13;16;11;11;2;0;1;0;0;0;0;0;0;0
2020-12-17 15:30:00;204;160;26;99;20;21;24;12;13;4;0;0;0;0;0;0;0;0;0
2020-12-17 15:45:00;159;149;19;103;18;19;18;14;14;4;0;1;0;1;0;0;0;0;1
2020-12-17 16:00:00;227;163;24;102;11;14;13;14;14;2;0;2;0;0;0;0;0;0;0
2020-12-17 16:15:00;184;157;25;93;19;22;24;3;5;2;0;1;0;0;0;0;0;0;0
2020-12-17 16:30:00;218;177;26;123;18;20;21;10;10;1;0;3;0;0;0;0;0;0;0
2020-12-17 16:45:00;219;157;20;74;22;23;24;10;10;3;0;2;0;0;0;0;0;4;0
2020-12-17 17:00:00;207;155;23;93;16;23;47;8;8;12;0;0;0;0;0;0;0;0;0
2020-12-17 17:15:00;175;139;25;103;11;19;48;12;14;2;0;2;0;1;0;0;0;0;0
2020-12-17 17:30:00;191;180;25;123;15;18;19;8;10;3;0;4;0;0;0;0;0;0;0
2020-12-17 17:45:00;160;148;19;109;12;12;13;8;8;2;0;1;0;0;0;0;0;0;0
2020-12-17 18:00:00;125;107;30;90;12;12;12;9;9;2;0;1;0;0;0;0;0;0;0
2020-12-17 18:15:00;164;90;28;62;10;11;51;6;6;6;0;2;0;0;0;0;0;0;0
2020-12-17 18:30:00;141;107;24;99;10;13;12;7;9;2;0;1;0;0;0;0;0;0;0
