DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-06-15 00:00:00;7;4;0;3;1;5;6;3;0;1;0
2020-06-15 00:15:00;3;2;1;3;1;4;18;8;0;1;0
2020-06-15 00:30:00;6;5;1;1;0;1;12;6;0;0;0
2020-06-15 00:45:00;1;2;1;1;0;1;8;1;0;1;0
2020-06-15 01:00:00;3;1;2;2;1;2;7;1;0;1;0
2020-06-15 01:15:00;2;1;0;1;0;1;9;1;0;1;0
2020-06-15 01:30:00;4;3;0;3;1;2;12;1;0;1;0
2020-06-15 01:45:00;4;5;1;0;0;3;9;1;0;0;0
2020-06-15 02:00:00;2;4;0;1;0;1;8;2;0;1;0
2020-06-15 02:15:00;4;4;0;2;0;2;6;1;0;0;0
2020-06-15 02:30:00;3;4;0;1;0;1;13;2;0;1;0
2020-06-15 03:00:00;5;3;0;0;0;0;10;1;0;0;0
2020-06-15 03:15:00;4;5;0;0;1;0;12;3;0;1;0
2020-06-15 03:30:00;5;4;1;0;0;0;10;2;0;1;0
2020-06-15 03:45:00;4;1;0;0;0;0;13;0;0;1;0
2020-06-15 04:00:00;7;4;1;2;0;3;12;1;0;1;0
2020-06-15 04:15:00;7;6;1;1;0;3;12;3;0;0;0
2020-06-15 04:30:00;14;10;4;1;0;2;24;6;0;3;0
2020-06-15 04:45:00;18;9;1;0;0;2;51;17;0;3;0
2020-06-15 05:00:00;24;17;6;0;0;0;95;58;0;1;0
2020-06-15 05:15:00;40;31;13;3;0;8;123;116;0;5;0
2020-06-15 05:30:00;40;26;22;10;1;15;103;93;0;1;0
2020-06-15 05:45:00;47;27;19;15;0;24;94;87;0;3;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;55;37;29;20;5;30;96;95;1;3;0
2020-06-15 06:30:00;67;44;41;32;6;41;114;132;1;3;2
2020-06-15 06:45:00;63;46;45;40;14;60;120;122;2;6;0
2020-06-15 07:00:00;48;35;43;49;16;68;109;119;3;8;3
2020-06-15 07:15:00;75;45;43;60;20;79;105;141;0;15;1
2020-06-15 07:30:00;68;36;31;54;18;72;148;154;3;15;3
2020-06-15 07:45:00;86;48;44;31;7;39;119;138;3;13;0
2020-06-15 08:00:00;86;43;33;34;13;53;108;99;3;15;1
2020-06-15 08:15:00;75;38;35;36;9;39;103;97;1;10;0
2020-06-15 08:30:00;78;39;31;21;10;37;93;94;0;14;0
2020-06-15 08:45:00;71;35;28;16;2;22;101;78;1;8;0
2020-06-15 09:00:00;77;43;38;28;7;38;90;85;1;9;1
2020-06-15 09:15:00;70;35;29;29;7;41;78;69;0;9;1
2020-06-15 09:30:00;84;38;32;21;10;32;89;69;2;11;3
2020-06-15 09:45:00;70;38;30;18;3;22;78;63;2;8;0
2020-06-15 10:00:00;77;45;37;16;2;18;81;65;5;12;1
2020-06-15 10:15:00;76;46;33;20;6;26;82;61;1;8;0
2020-06-15 10:30:00;77;34;37;14;5;20;91;71;1;9;2
2020-06-15 10:45:00;95;44;36;21;5;29;92;62;0;11;2
2020-06-15 11:00:00;96;34;42;21;4;28;85;48;0;7;0
2020-06-15 11:15:00;97;43;38;18;7;26;94;72;1;11;2
2020-06-15 11:45:00;130;39;39;25;10;37;91;63;2;11;3
2020-06-15 12:00:00;96;41;45;17;6;25;81;72;2;10;2
2020-06-15 12:15:00;96;53;49;21;10;30;83;64;0;13;1
2020-06-15 12:30:00;102;42;32;30;7;40;109;65;1;8;1
2020-06-15 12:45:00;135;41;40;31;12;39;95;82;0;16;2
2020-06-15 13:00:00;124;46;42;18;8;27;95;88;0;16;1
2020-06-15 13:15:00;109;41;34;22;2;21;98;97;2;12;0
2020-06-15 13:30:00;115;45;49;24;1;26;133;133;2;12;4
2020-06-15 13:45:00;109;47;40;26;0;30;104;97;2;7;1
2020-06-15 14:00:00;110;70;53;21;7;19;103;103;2;11;2
2020-06-15 14:30:00;184;74;83;24;2;27;89;84;2;13;0
2020-06-15 14:45:00;213;84;84;23;1;23;92;85;0;15;1
2020-06-15 15:00:00;164;86;83;21;2;26;96;76;1;8;2
2020-06-15 15:15:00;175;74;78;28;7;31;88;88;4;14;2
2020-06-15 15:30:00;176;92;75;23;3;27;94;89;2;19;3
2020-06-15 15:45:00;162;71;96;18;2;23;107;93;2;16;1
2020-06-15 16:00:00;160;82;96;17;4;23;102;93;3;15;0
2020-06-15 16:15:00;191;82;88;25;9;30;103;90;4;20;1
2020-06-15 16:30:00;149;87;85;15;6;23;113;87;6;7;1
2020-06-15 16:45:00;154;89;87;28;9;41;99;111;3;17;1
2020-06-15 17:00:00;169;84;87;19;6;28;96;86;0;20;2
2020-06-15 17:15:00;144;89;67;19;7;26;113;82;1;11;1
2020-06-15 17:30:00;147;75;68;20;6;29;106;84;3;15;1
2020-06-15 17:45:00;121;65;58;20;6;27;88;87;1;9;0
2020-06-15 18:00:00;109;78;73;20;1;25;96;83;0;14;0
2020-06-15 18:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 18:30:00;111;54;40;12;1;14;82;46;1;7;1
2020-06-15 18:45:00;95;50;32;13;3;17;73;47;0;7;0
2020-06-15 19:00:00;98;41;24;11;2;14;88;56;0;11;1
2020-06-15 19:15:00;70;32;37;13;3;17;55;47;1;12;0
2020-06-15 19:30:00;75;34;27;8;2;12;62;43;0;10;1
2020-06-15 19:45:00;61;27;18;12;1;15;60;32;0;8;2
2020-06-15 20:00:00;75;28;16;9;0;12;63;29;0;7;0
2020-06-15 20:15:00;68;25;20;9;0;10;55;23;0;8;1
2020-06-15 20:30:00;41;21;12;9;2;13;67;23;0;5;0
2020-06-15 20:45:00;47;14;7;4;3;7;67;42;0;3;0
2020-06-15 21:00:00;60;22;18;5;3;11;90;80;0;1;0
2020-06-15 21:15:00;40;15;6;7;0;10;94;68;0;2;0
2020-06-15 21:30:00;47;14;7;6;2;9;64;26;0;5;0
2020-06-15 21:45:00;78;36;29;6;1;8;42;10;1;6;0
2020-06-15 22:00:00;118;64;45;7;0;8;45;18;0;8;1
2020-06-15 22:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 22:30:00;36;26;7;3;1;8;30;9;0;6;0
2020-06-15 22:45:00;25;15;3;2;1;4;9;5;0;2;0
2020-06-15 23:00:00;17;9;6;2;0;3;28;5;0;3;0
2020-06-15 23:15:00;8;9;3;2;0;4;19;6;0;3;0
2020-06-15 23:30:00;10;8;2;3;0;9;8;3;0;2;0
2020-06-15 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
