DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-09-09 00:00:00;4;1;6;4;1;1;0;3;3;0;0;0;0;0;0;0;0
2019-09-09 00:15:00;5;2;4;3;0;1;1;1;3;2;0;0;0;0;0;0;0
2019-09-09 00:30:00;8;4;0;1;0;2;3;2;0;1;0;0;0;0;0;0;0
2019-09-09 00:45:00;3;1;2;2;0;0;0;6;3;3;0;0;0;0;0;0;0
2019-09-09 01:00:00;4;1;1;3;2;0;0;0;0;1;0;0;0;0;0;0;0
2019-09-09 01:15:00;2;0;2;4;0;0;1;0;1;1;0;0;0;0;0;0;0
2019-09-09 01:30:00;1;1;1;1;0;1;1;4;1;5;0;0;0;0;0;0;0
2019-09-09 01:45:00;3;2;0;0;0;2;0;2;4;1;0;0;0;0;0;0;0
2019-09-09 02:00:00;2;0;2;0;0;0;2;1;3;4;0;0;0;0;0;0;0
2019-09-09 02:15:00;3;0;0;1;1;1;0;1;0;3;0;0;0;0;0;0;0
2019-09-09 02:30:00;3;2;0;1;1;0;1;0;4;1;0;0;0;0;0;0;0
2019-09-09 02:45:00;1;1;2;2;2;0;0;1;2;1;0;0;0;0;0;0;0
2019-09-09 03:00:00;5;0;1;2;0;2;3;0;0;0;0;0;0;0;0;0;0
2019-09-09 03:15:00;1;0;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0
2019-09-09 03:30:00;5;0;0;0;0;2;2;3;0;1;0;0;0;0;0;0;0
2019-09-09 03:45:00;10;6;2;0;0;1;0;1;0;2;0;0;0;0;0;0;0
2019-09-09 04:00:00;5;2;0;5;0;0;0;0;2;2;0;0;0;0;0;0;0
2019-09-09 04:15:00;9;3;4;1;0;0;0;3;4;4;0;0;0;0;0;0;0
2019-09-09 04:30:00;20;4;2;7;1;0;2;2;7;6;0;0;0;0;0;0;0
2019-09-09 04:45:00;42;5;12;10;1;0;6;5;4;3;0;0;0;0;3;0;0
2019-09-09 05:00:00;72;3;15;23;1;7;5;9;10;12;0;0;0;0;0;0;0
2019-09-09 05:15:00;137;6;51;66;5;3;8;10;14;16;0;0;2;0;1;0;0
2019-09-09 05:30:00;144;8;55;69;3;4;21;27;21;18;2;0;0;0;3;0;0
2019-09-09 05:45:00;65;7;38;47;5;6;18;14;17;22;0;0;2;0;0;0;0
2019-09-09 06:00:00;36;7;23;27;2;6;14;12;17;24;0;0;0;0;0;0;0
2019-09-09 06:15:00;52;12;41;44;4;1;23;18;25;13;0;0;0;0;1;0;0
2019-09-09 06:30:00;58;9;69;73;4;4;29;30;29;25;0;0;0;0;0;0;0
2019-09-09 06:45:00;74;13;69;81;3;6;50;28;25;24;0;0;2;0;1;0;0
2019-09-09 07:00:00;63;22;63;73;9;6;30;24;34;17;0;0;0;0;0;0;0
2019-09-09 07:15:00;75;27;73;88;11;10;32;28;27;26;0;0;1;0;0;0;0
2019-09-09 07:30:00;74;19;63;90;13;14;33;30;30;33;0;0;0;0;0;0;0
2019-09-09 07:45:00;85;23;69;80;19;20;49;49;35;28;0;0;0;0;1;1;0
2019-09-09 08:00:00;75;18;64;63;7;15;35;36;39;23;0;0;1;0;0;0;0
2019-09-09 08:15:00;54;22;55;74;12;15;42;86;33;37;1;0;1;1;1;3;0
2019-09-09 08:30:00;67;30;51;61;7;22;34;46;33;31;0;0;0;0;0;27;0
2019-09-09 08:45:00;50;29;51;52;52;18;32;50;40;34;0;0;0;1;1;0;0
2019-09-09 09:00:00;32;24;41;35;10;20;22;28;26;19;2;0;6;0;0;2;0
2019-09-09 09:15:00;50;29;38;42;18;17;15;39;46;39;4;1;0;0;2;0;0
2019-09-09 09:30:00;40;42;29;34;12;20;24;35;46;32;0;0;2;0;0;0;0
2019-09-09 09:45:00;38;31;36;30;14;21;24;36;45;36;0;0;8;0;0;0;0
2019-09-09 10:00:00;30;39;37;33;14;21;15;36;35;38;0;0;0;0;0;0;0
2019-09-09 10:15:00;52;30;31;34;13;27;25;38;40;29;0;0;0;1;1;2;1
2019-09-09 10:30:00;43;40;28;19;19;20;29;40;35;36;0;0;0;0;4;2;0
2019-09-09 10:45:00;40;45;42;29;26;28;32;27;30;31;0;0;1;0;0;2;0
2019-09-09 11:00:00;50;35;27;28;18;23;32;28;28;28;0;0;0;0;0;0;0
2019-09-09 11:15:00;43;49;34;34;25;25;36;33;38;30;0;0;0;0;1;0;0
2019-09-09 11:30:00;43;44;25;27;26;22;34;30;40;43;0;5;2;0;0;1;0
2019-09-09 11:45:00;46;40;25;31;20;23;37;31;37;35;0;0;0;0;0;25;0
2019-09-09 12:00:00;45;36;44;41;18;22;25;28;43;31;0;0;2;12;2;0;0
2019-09-09 12:15:00;45;26;28;31;15;25;33;26;31;39;0;3;0;0;0;2;0
2019-09-09 12:30:00;51;37;26;40;23;20;42;32;38;32;0;0;3;2;1;1;0
2019-09-09 12:45:00;53;24;34;21;15;13;31;38;50;34;1;0;1;1;1;2;0
2019-09-09 13:00:00;52;25;29;34;15;20;28;33;38;49;0;0;0;0;0;4;0
2019-09-09 13:15:00;82;29;37;53;13;16;15;22;28;44;0;0;1;0;4;0;0
2019-09-09 13:30:00;75;17;51;60;15;15;35;41;41;45;1;0;0;0;2;4;0
2019-09-09 13:45:00;86;36;47;53;17;22;36;51;44;49;0;0;0;0;2;1;0
2019-09-09 14:00:00;55;36;36;39;18;15;34;68;58;75;0;0;0;2;0;0;0
2019-09-09 14:15:00;56;41;41;27;8;39;43;79;59;93;0;0;0;0;0;2;0
2019-09-09 14:30:00;36;51;25;21;21;41;43;86;75;86;1;0;5;0;13;2;0
2019-09-09 14:45:00;52;38;39;26;17;47;54;75;64;96;0;3;0;4;0;1;0
2019-09-09 15:00:00;53;46;36;23;19;43;59;63;73;94;0;0;0;0;0;0;2
2019-09-09 15:15:00;31;53;36;54;17;45;57;73;64;92;1;0;1;1;0;0;0
2019-09-09 15:30:00;56;37;30;27;21;63;61;91;79;113;0;0;0;0;0;0;0
2019-09-09 15:45:00;46;47;31;25;23;46;57;73;54;86;0;0;1;3;0;1;0
2019-09-09 16:00:00;46;68;41;40;23;62;68;90;78;94;0;0;1;0;1;0;5
2019-09-09 16:15:00;44;34;21;25;13;50;48;80;64;53;0;0;3;0;0;0;0
2019-09-09 16:30:00;42;52;29;33;16;44;42;69;69;75;1;4;3;1;0;1;0
2019-09-09 16:45:00;63;45;41;37;23;65;59;71;73;92;2;0;0;0;0;7;0
2019-09-09 17:00:00;41;36;21;28;22;47;48;55;58;50;0;1;2;2;5;1;0
2019-09-09 17:15:00;48;57;36;33;23;30;52;84;87;86;1;1;0;0;21;3;0
2019-09-09 17:30:00;46;53;27;28;18;44;42;50;46;43;3;1;7;0;0;0;0
2019-09-09 17:45:00;43;42;26;30;30;27;43;64;78;72;1;0;0;1;4;4;0
2019-09-09 18:00:00;47;35;29;28;25;32;36;63;69;54;0;4;0;3;0;1;0
2019-09-09 18:15:00;54;44;24;26;18;30;33;56;52;48;4;0;1;0;1;0;0
2019-09-09 18:30:00;40;46;22;27;16;20;27;48;38;42;1;0;3;0;2;5;0
2019-09-09 18:45:00;34;41;24;21;20;15;38;36;42;41;1;1;1;0;1;0;0
2019-09-09 19:00:00;27;27;24;15;17;17;20;20;27;20;1;0;1;0;1;25;0
2019-09-09 19:15:00;37;29;20;24;10;15;20;28;37;25;1;0;2;1;4;4;0
2019-09-09 19:30:00;26;23;14;22;17;25;22;43;46;27;0;0;7;0;0;0;0
2019-09-09 19:45:00;38;29;22;19;6;19;21;22;26;19;1;0;0;0;6;4;0
2019-09-09 20:00:00;40;28;27;19;12;14;19;17;24;19;0;0;2;1;0;0;0
2019-09-09 20:15:00;40;24;22;21;7;14;22;18;30;23;0;0;0;0;0;0;0
2019-09-09 20:30:00;20;11;13;17;6;17;18;12;15;21;0;0;0;0;0;0;0
2019-09-09 20:45:00;49;12;21;27;10;12;15;16;15;8;1;0;4;0;0;0;0
2019-09-09 21:00:00;44;9;24;30;4;8;19;11;14;22;0;0;0;0;0;0;0
2019-09-09 21:15:00;78;10;20;41;11;12;8;15;19;10;1;0;0;0;0;0;0
2019-09-09 21:30:00;38;15;19;15;6;6;14;16;10;9;0;0;1;0;0;1;0
2019-09-09 21:45:00;37;9;14;19;10;10;14;45;37;53;0;0;0;0;0;0;0
2019-09-09 22:00:00;30;13;14;15;8;7;6;63;59;89;3;0;1;0;0;0;0
2019-09-09 22:15:00;31;12;13;13;43;12;10;33;30;39;0;0;0;0;0;0;0
2019-09-09 22:30:00;21;12;15;12;5;3;8;19;16;16;0;0;5;0;2;0;0
2019-09-09 22:45:00;18;10;4;11;7;5;9;8;16;7;0;0;4;0;0;0;0
2019-09-09 23:00:00;15;4;9;8;5;2;2;3;10;9;0;0;3;0;0;0;0
2019-09-09 23:15:00;7;4;3;0;2;0;8;8;9;5;0;0;0;0;0;0;0
2019-09-09 23:30:00;14;3;2;6;1;3;2;6;7;6;0;0;0;0;0;0;0
