DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-11-20 00:00:00;15;8;4;11;1;2
2019-11-20 00:15:00;16;9;7;18;3;6
2019-11-20 00:30:00;17;1;5;6;1;1
2019-11-20 00:45:00;9;0;7;8;0;3
2019-11-20 01:00:00;8;5;5;6;1;3
2019-11-20 01:15:00;16;0;6;8;0;0
2019-11-20 01:30:00;7;2;5;3;0;0
2019-11-20 01:45:00;10;3;6;9;1;0
2019-11-20 02:00:00;7;4;4;12;1;3
2019-11-20 02:15:00;9;2;3;4;1;2
2019-11-20 02:30:00;5;0;6;7;1;0
2019-11-20 02:45:00;4;2;4;8;0;1
2019-11-20 03:00:00;7;0;1;1;1;0
2019-11-20 03:15:00;4;0;3;6;1;0
2019-11-20 03:30:00;7;0;2;5;1;0
2019-11-20 03:45:00;3;0;6;6;1;1
2019-11-20 04:00:00;6;1;6;3;1;2
2019-11-20 04:15:00;11;8;4;10;1;2
2019-11-20 04:30:00;30;10;4;15;1;7
2019-11-20 04:45:00;32;14;9;15;1;7
2019-11-20 05:00:00;70;54;19;22;3;13
2019-11-20 05:15:00;89;67;16;40;1;14
2019-11-20 05:30:00;100;86;29;73;3;12
2019-11-20 05:45:00;105;85;40;106;4;12
2019-11-20 06:00:00;95;73;53;96;4;12
2019-11-20 06:15:00;116;115;45;118;7;16
2019-11-20 06:30:00;143;143;51;117;12;12
2019-11-20 06:45:00;132;152;55;101;5;25
2019-11-20 07:00:00;160;165;51;97;5;22
2019-11-20 07:15:00;164;188;78;139;21;37
2019-11-20 07:30:00;173;183;84;163;13;41
2019-11-20 07:45:00;138;174;70;160;12;40
2019-11-20 08:00:00;142;153;73;105;13;36
2019-11-20 08:15:00;143;157;92;132;13;29
2019-11-20 08:30:00;128;130;84;140;9;34
2019-11-20 08:45:00;150;140;66;137;16;33
2019-11-20 09:00:00;118;81;68;104;9;23
2019-11-20 09:15:00;113;97;65;127;16;30
2019-11-20 09:30:00;125;101;85;138;17;41
2019-11-20 09:45:00;137;110;77;115;10;28
2019-11-20 10:00:00;121;105;75;127;15;31
2019-11-20 10:15:00;148;110;77;136;14;27
2019-11-20 10:30:00;144;99;80;136;12;25
2019-11-20 10:45:00;152;112;75;141;9;42
2019-11-20 11:00:00;127;88;78;130;12;23
2019-11-20 11:15:00;129;101;88;127;16;36
2019-11-20 11:30:00;140;105;93;158;19;38
2019-11-20 11:45:00;124;110;85;155;20;25
2019-11-20 12:00:00;132;119;85;153;17;43
2019-11-20 12:15:00;128;101;92;145;15;37
2019-11-20 12:30:00;146;110;76;141;18;45
2019-11-20 12:45:00;132;118;97;161;18;44
2019-11-20 13:00:00;140;123;85;141;16;35
2019-11-20 13:15:00;155;136;101;163;15;33
2019-11-20 13:30:00;152;159;89;148;18;41
2019-11-20 13:45:00;141;122;110;161;14;41
2019-11-20 14:00:00;118;105;92;165;10;32
2019-11-20 14:15:00;150;108;137;190;17;40
2019-11-20 14:30:00;137;120;128;210;23;46
2019-11-20 14:45:00;138;125;113;218;18;46
2019-11-20 15:00:00;137;114;109;202;26;41
2019-11-20 15:15:00;139;101;137;225;23;38
2019-11-20 15:30:00;140;135;133;216;19;27
2019-11-20 15:45:00;153;135;145;232;28;45
2019-11-20 16:00:00;168;133;150;216;19;63
2019-11-20 16:15:00;163;146;162;230;24;48
2019-11-20 16:30:00;163;157;145;243;22;42
2019-11-20 16:45:00;165;151;137;214;19;48
2019-11-20 17:00:00;147;131;129;231;24;46
2019-11-20 17:15:00;169;166;128;223;16;55
2019-11-20 17:30:00;156;139;127;198;24;39
2019-11-20 17:45:00;139;125;146;218;28;42
2019-11-20 18:00:00;137;107;98;197;29;37
2019-11-20 18:15:00;134;109;119;180;21;47
2019-11-20 18:30:00;147;111;79;142;17;43
2019-11-20 18:45:00;128;87;78;138;21;37
2019-11-20 19:00:00;129;87;72;131;17;32
2019-11-20 19:15:00;103;77;65;114;20;42
2019-11-20 19:30:00;94;57;57;88;9;38
2019-11-20 19:45:00;92;60;67;95;12;32
2019-11-20 20:00:00;74;64;65;89;10;20
2019-11-20 20:15:00;85;45;63;87;7;7
2019-11-20 20:30:00;66;51;45;79;6;22
2019-11-20 20:45:00;76;38;35;61;5;3
2019-11-20 21:00:00;85;68;32;57;4;8
2019-11-20 21:15:00;96;78;47;58;6;10
2019-11-20 21:30:00;79;50;49;57;10;3
2019-11-20 21:45:00;52;32;61;100;9;11
2019-11-20 22:00:00;56;32;53;111;4;11
2019-11-20 22:15:00;56;29;42;96;7;8
2019-11-20 22:30:00;62;30;26;48;5;11
2019-11-20 22:45:00;36;16;20;34;2;7
2019-11-20 23:00:00;41;11;21;23;2;4
2019-11-20 23:15:00;28;10;12;24;1;4
2019-11-20 23:30:00;26;5;18;20;3;4
2019-11-20 23:45:00;23;7;8;16;2;2
