DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-07-10 00:00:00;3;0;2;0;0;0;0;0;0
2020-07-10 00:15:00;2;2;1;0;0;0;0;0;0
2020-07-10 00:30:00;1;0;0;0;0;0;0;0;0
2020-07-10 00:45:00;1;0;0;0;0;0;0;0;0
2020-07-10 01:00:00;6;1;0;0;0;0;0;0;0
2020-07-10 01:15:00;0;0;0;0;0;0;0;0;0
2020-07-10 01:30:00;0;0;0;0;0;0;0;0;0
2020-07-10 01:45:00;2;0;0;0;0;0;0;0;0
2020-07-10 02:00:00;0;1;1;0;0;0;0;0;0
2020-07-10 02:15:00;0;0;0;0;0;0;0;0;0
2020-07-10 02:30:00;0;0;0;0;0;0;0;0;0
2020-07-10 02:45:00;0;1;1;0;0;0;0;0;0
2020-07-10 03:00:00;0;0;0;0;0;0;0;0;0
2020-07-10 03:15:00;1;0;0;0;0;0;0;0;0
2020-07-10 03:30:00;0;0;0;0;0;0;0;0;0
2020-07-10 03:45:00;0;0;0;0;0;0;0;0;0
2020-07-10 04:00:00;0;0;0;0;0;0;0;0;0
2020-07-10 04:15:00;0;0;0;0;0;0;0;0;0
2020-07-10 04:30:00;0;0;0;0;0;0;0;0;0
2020-07-10 04:45:00;1;0;0;0;0;0;0;0;0
2020-07-10 05:00:00;0;0;1;0;0;0;0;0;0
2020-07-10 05:15:00;3;0;2;0;0;0;0;0;0
2020-07-10 05:30:00;1;3;6;0;0;0;0;0;0
2020-07-10 05:45:00;5;3;7;0;1;0;0;0;0
2020-07-10 06:00:00;2;1;6;0;0;1;1;0;0
2020-07-10 06:15:00;1;1;6;2;0;1;0;0;0
2020-07-10 06:30:00;4;7;12;3;0;0;1;6;0
2020-07-10 06:45:00;6;4;8;3;0;0;0;1;0
2020-07-10 07:00:00;10;2;8;2;0;0;0;5;0
2020-07-10 07:15:00;8;9;11;6;0;0;1;19;0
2020-07-10 07:30:00;10;6;10;3;0;2;1;1;0
2020-07-10 07:45:00;16;2;16;3;1;2;2;0;0
2020-07-10 08:00:00;14;3;8;4;4;1;0;8;0
2020-07-10 08:15:00;26;5;13;7;0;2;2;1;0
2020-07-10 08:30:00;24;9;11;4;2;1;1;0;16
2020-07-10 08:45:00;43;17;14;5;8;0;2;3;0
2020-07-10 09:00:00;33;21;13;5;3;1;0;39;1
2020-07-10 09:15:00;32;9;23;6;7;0;1;1;25
2020-07-10 09:30:00;43;15;20;4;10;3;0;0;2
2020-07-10 09:45:00;47;12;25;4;5;0;5;0;1
2020-07-10 10:00:00;59;32;20;4;3;5;3;0;0
2020-07-10 10:15:00;49;9;16;4;5;0;1;1;0
2020-07-10 10:30:00;54;18;16;8;3;1;1;0;7
2020-07-10 10:45:00;54;25;26;4;8;1;2;14;76
2020-07-10 11:00:00;58;35;23;4;5;0;0;0;1
2020-07-10 11:15:00;62;22;24;4;5;1;5;0;1
2020-07-10 11:30:00;70;12;16;5;4;2;3;3;0
2020-07-10 11:45:00;71;18;23;3;4;1;2;1;2
2020-07-10 12:00:00;64;23;20;3;8;1;3;5;5
2020-07-10 12:15:00;57;10;25;3;9;0;4;1;5
2020-07-10 12:30:00;47;15;24;8;5;0;3;0;0
2020-07-10 12:45:00;57;21;21;3;9;0;2;0;7
2020-07-10 13:00:00;63;17;27;6;8;1;1;24;0
2020-07-10 13:15:00;56;15;24;2;1;2;1;0;0
2020-07-10 13:30:00;43;9;19;6;4;0;2;0;2
2020-07-10 13:45:00;47;15;25;4;8;1;6;27;23
2020-07-10 14:00:00;68;8;18;3;3;1;2;1;3
2020-07-10 14:15:00;51;19;20;2;0;1;4;2;0
2020-07-10 14:30:00;62;9;20;4;5;0;4;1;5
2020-07-10 14:45:00;75;6;15;3;5;2;2;0;0
2020-07-10 15:00:00;50;47;43;5;3;1;0;9;5
2020-07-10 15:15:00;52;19;19;7;3;3;2;0;0
2020-07-10 15:30:00;60;28;16;0;5;2;1;0;5
2020-07-10 15:45:00;74;16;14;3;3;2;3;1;8
2020-07-10 16:00:00;56;8;10;4;4;4;1;0;0
2020-07-10 16:15:00;61;7;17;5;1;1;2;0;0
2020-07-10 16:30:00;59;11;21;3;4;3;1;10;0
2020-07-10 16:45:00;65;12;21;3;4;3;1;1;1
2020-07-10 17:00:00;65;7;14;10;3;1;1;8;4
2020-07-10 17:15:00;54;15;17;2;2;1;2;0;2
2020-07-10 17:30:00;61;12;12;9;2;1;2;54;1
2020-07-10 17:45:00;54;13;20;2;9;3;2;4;0
2020-07-10 18:00:00;72;7;20;5;1;1;0;0;0
2020-07-10 18:15:00;53;17;14;3;3;1;2;9;3
2020-07-10 18:30:00;61;4;16;4;4;1;4;1;7
2020-07-10 18:45:00;57;4;18;3;0;0;2;5;0
2020-07-10 19:00:00;63;21;14;2;3;1;2;26;3
2020-07-10 19:15:00;52;10;21;3;0;1;1;0;0
2020-07-10 19:30:00;51;12;9;3;2;2;0;0;2
2020-07-10 19:45:00;49;8;12;5;2;1;0;7;1
2020-07-10 20:00:00;61;13;13;4;4;2;1;0;0
2020-07-10 20:15:00;26;8;9;1;1;2;1;1;0
2020-07-10 20:30:00;12;11;8;3;1;6;3;0;6
2020-07-10 20:45:00;17;4;5;2;6;0;0;0;0
2020-07-10 21:00:00;11;5;9;3;0;1;0;0;0
2020-07-10 21:15:00;12;1;10;3;0;0;3;0;0
2020-07-10 21:30:00;11;3;4;1;0;0;2;0;0
2020-07-10 21:45:00;12;8;9;0;2;0;1;0;0
2020-07-10 22:00:00;17;8;14;1;3;1;2;0;22
2020-07-10 22:15:00;9;9;10;2;0;0;1;0;0
2020-07-10 22:30:00;4;3;1;4;1;1;0;3;2
2020-07-10 22:45:00;12;1;7;1;0;0;4;0;0
2020-07-10 23:00:00;13;0;1;0;0;0;0;0;0
2020-07-10 23:15:00;14;3;4;0;0;0;0;0;0
2020-07-10 23:30:00;10;1;2;0;0;0;0;0;0
2020-07-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
