DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2019-11-29 00:00:00;5;2;4;1;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 00:15:00;3;6;2;4;9;2;7;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 00:30:00;1;5;3;0;10;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 00:45:00;0;1;4;2;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 01:00:00;2;5;6;2;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 01:15:00;3;0;0;2;7;3;7;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 01:30:00;0;1;3;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 01:45:00;1;1;3;2;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 02:00:00;3;1;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 02:15:00;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 02:30:00;0;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 02:45:00;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 03:00:00;0;2;0;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 03:15:00;0;2;0;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 03:30:00;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 03:45:00;2;0;2;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 04:00:00;0;2;1;1;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 04:15:00;3;3;2;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 04:30:00;3;3;3;0;5;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 04:45:00;4;4;2;3;14;5;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 05:00:00;8;5;8;4;31;8;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 05:15:00;12;17;8;5;64;23;3;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 05:30:00;10;17;12;5;77;31;1;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 05:45:00;25;33;27;14;89;37;9;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 06:00:00;25;38;26;14;46;21;16;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 06:15:00;10;35;31;14;65;26;13;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
2019-11-29 06:30:00;22;34;20;14;137;37;13;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 06:45:00;21;35;39;28;144;31;14;4;0;9;0;0;0;1;4;0;0;1;0;0;0;0
2019-11-29 07:00:00;29;35;38;25;121;44;22;2;0;10;0;7;1;1;2;0;0;0;0;5;0;0
2019-11-29 07:15:00;25;47;93;29;109;40;29;2;0;10;0;0;0;2;0;0;0;0;0;0;0;0
2019-11-29 07:30:00;42;57;80;43;156;35;45;11;0;19;0;0;0;3;2;0;0;0;0;0;0;0
2019-11-29 07:45:00;53;67;67;28;150;44;68;11;0;15;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 08:00:00;32;54;35;40;95;33;30;11;0;18;0;1;0;0;0;0;0;0;0;1;2;0
2019-11-29 08:15:00;31;43;43;24;86;33;30;4;0;6;0;5;2;2;0;0;0;0;0;0;0;0
2019-11-29 08:30:00;40;47;36;31;108;28;27;7;0;10;0;1;0;4;2;0;0;1;3;0;0;0
2019-11-29 08:45:00;27;44;45;28;94;26;30;5;0;14;0;1;5;4;0;0;0;1;1;0;0;0
2019-11-29 09:00:00;26;44;27;26;88;24;37;4;0;6;0;1;2;11;0;0;0;0;0;0;0;0
2019-11-29 09:15:00;28;42;44;29;67;30;38;4;0;13;0;0;5;0;0;2;0;4;0;1;0;0
2019-11-29 09:30:00;27;42;32;20;73;17;34;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-29 09:45:00;33;38;44;40;66;20;42;9;0;18;0;0;0;2;0;0;0;2;0;1;3;0
2019-11-29 10:00:00;26;38;25;31;78;11;44;9;0;18;0;3;0;4;11;0;0;1;0;0;0;0
2019-11-29 10:15:00;28;35;49;25;62;14;38;7;0;19;0;2;2;0;5;0;0;2;2;3;0;0
2019-11-29 10:30:00;43;45;35;29;71;23;37;11;0;13;0;1;2;3;4;0;0;1;0;2;0;0
2019-11-29 10:45:00;33;35;38;31;83;26;37;11;0;13;0;1;0;1;4;0;0;3;6;0;0;0
2019-11-29 11:00:00;39;42;34;38;74;15;41;8;0;15;0;0;0;4;1;0;0;2;0;0;0;0
2019-11-29 11:15:00;34;55;33;41;74;17;40;12;0;19;0;5;7;3;0;0;1;1;1;0;0;0
2019-11-29 11:30:00;47;62;30;29;91;25;54;9;0;21;0;3;1;1;0;0;0;0;0;0;3;0
2019-11-29 11:45:00;59;53;39;42;85;32;40;8;0;28;0;6;56;4;0;0;0;0;0;1;7;0
2019-11-29 12:00:00;55;57;35;49;99;17;94;10;0;22;0;5;11;1;0;0;0;0;0;0;0;0
2019-11-29 12:15:00;59;67;41;38;86;28;62;6;0;18;0;4;0;0;0;0;0;0;0;3;5;0
2019-11-29 12:30:00;65;70;43;45;94;30;85;9;0;22;0;2;1;0;0;0;0;0;0;2;23;0
2019-11-29 12:45:00;67;62;40;34;108;28;110;10;0;19;0;5;0;0;0;0;0;0;0;2;5;0
2019-11-29 13:00:00;81;95;67;48;105;28;97;9;0;31;0;5;5;7;2;0;0;2;4;1;0;2
2019-11-29 13:15:00;98;111;40;49;124;19;96;4;0;27;0;1;0;0;1;0;0;0;0;2;4;0
2019-11-29 13:30:00;104;106;42;63;154;22;78;11;0;32;0;0;0;3;0;0;0;0;0;3;19;0
2019-11-29 13:45:00;129;127;47;54;164;33;69;7;0;44;0;2;3;2;3;0;0;0;0;0;4;0
2019-11-29 14:00:00;114;113;58;47;102;24;70;9;0;27;0;1;2;0;1;22;0;0;0;0;0;0
2019-11-29 14:15:00;100;112;53;66;110;19;45;5;0;35;0;5;1;3;2;0;0;0;0;1;3;0
2019-11-29 14:30:00;103;115;54;61;106;15;39;6;0;42;0;4;3;3;0;0;0;0;0;1;0;0
