DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-05-28 00:00:00;8;7;7;3;5;9;2;0;0
2020-05-28 00:15:00;11;8;6;4;2;9;4;2;2
2020-05-28 00:30:00;10;7;8;5;1;10;10;1;3
2020-05-28 00:45:00;3;7;5;2;2;7;4;0;0
2020-05-28 01:00:00;6;8;8;3;2;4;5;0;2
2020-05-28 01:15:00;8;7;8;4;1;5;3;0;0
2020-05-28 01:30:00;0;2;1;0;0;7;3;1;2
2020-05-28 01:45:00;5;5;11;2;1;10;6;1;1
2020-05-28 02:00:00;3;5;4;2;2;4;3;0;0
2020-05-28 02:15:00;2;2;6;4;1;7;4;1;1
2020-05-28 02:30:00;5;4;4;4;2;6;2;0;0
2020-05-28 02:45:00;12;6;6;1;0;6;7;0;0
2020-05-28 03:00:00;6;3;2;2;2;3;1;0;0
2020-05-28 03:15:00;7;1;4;1;0;4;3;2;0
2020-05-28 03:30:00;5;5;7;4;1;4;3;0;2
2020-05-28 03:45:00;8;9;7;5;4;4;2;0;0
2020-05-28 04:00:00;7;7;5;4;1;8;0;0;0
2020-05-28 04:15:00;3;7;7;2;2;10;3;0;1
2020-05-28 04:30:00;8;5;3;0;0;10;6;1;2
2020-05-28 04:45:00;14;10;6;4;1;18;6;0;1
2020-05-28 05:00:00;23;7;6;2;1;33;10;1;1
2020-05-28 05:15:00;28;10;16;5;1;33;20;2;2
2020-05-28 05:30:00;25;24;34;6;3;57;37;4;6
2020-05-28 05:45:00;49;25;49;17;3;67;59;5;9
2020-05-28 06:00:00;27;33;37;10;1;46;38;7;9
2020-05-28 06:15:00;60;52;49;15;8;63;49;3;9
2020-05-28 06:30:00;16;22;19;3;3;22;19;3;5
2020-05-28 06:45:00;81;100;88;23;15;88;87;9;17
2020-05-28 07:00:00;99;104;74;16;14;59;63;4;12
2020-05-28 07:15:00;108;137;80;16;14;82;54;7;14
2020-05-28 07:30:00;82;99;67;9;9;80;72;10;11
2020-05-28 07:45:00;84;93;69;19;17;97;69;6;12
2020-05-28 08:00:00;86;114;71;22;15;86;82;10;14
2020-05-28 08:15:00;65;72;74;17;10;74;69;13;15
2020-05-28 08:30:00;75;78;77;14;9;80;65;10;17
2020-05-28 08:45:00;85;88;66;27;14;80;51;14;17
2020-05-28 09:00:00;74;79;69;19;16;75;58;6;8
2020-05-28 09:15:00;89;107;76;20;10;79;68;11;18
2020-05-28 09:30:00;74;96;81;26;12;104;71;10;13
2020-05-28 09:45:00;73;90;92;23;11;79;116;8;15
2020-05-28 10:00:00;65;77;55;17;9;97;73;11;13
2020-05-28 10:15:00;80;92;67;15;13;97;57;12;17
2020-05-28 10:30:00;93;85;62;14;14;92;64;23;18
2020-05-28 10:45:00;73;70;72;22;13;99;69;19;18
2020-05-28 11:00:00;95;97;78;14;14;104;80;5;16
2020-05-28 11:15:00;76;77;63;22;12;91;71;9;15
2020-05-28 11:30:00;89;93;79;21;14;107;97;16;19
2020-05-28 11:45:00;87;115;68;29;11;97;77;9;20
2020-05-28 12:00:00;95;90;81;21;13;100;73;17;20
2020-05-28 12:15:00;74;99;97;18;12;90;75;7;15
2020-05-28 12:30:00;93;100;81;29;14;95;66;11;27
2020-05-28 12:45:00;78;108;74;23;16;107;96;66;20
2020-05-28 13:00:00;99;99;72;18;10;106;109;12;22
2020-05-28 13:15:00;105;97;77;16;8;98;97;9;17
2020-05-28 13:30:00;120;113;88;18;13;104;95;13;15
2020-05-28 13:45:00;94;112;87;15;13;102;81;13;17
2020-05-28 14:00:00;113;121;106;24;15;100;85;16;20
2020-05-28 14:15:00;110;117;93;20;10;107;90;10;19
2020-05-28 14:30:00;108;128;104;23;12;117;101;14;21
2020-05-28 14:45:00;101;127;85;35;13;107;94;12;16
2020-05-28 15:00:00;100;95;70;22;13;100;103;71;25
2020-05-28 15:15:00;94;116;78;25;18;113;93;11;23
2020-05-28 15:30:00;93;113;80;25;9;117;100;9;12
2020-05-28 15:45:00;110;123;72;36;15;121;115;17;20
2020-05-28 16:00:00;109;134;98;33;12;122;123;12;20
2020-05-28 16:15:00;99;127;80;33;10;121;114;30;17
2020-05-28 16:30:00;117;143;97;39;19;120;118;9;21
2020-05-28 16:45:00;124;143;69;39;13;99;120;17;22
2020-05-28 17:00:00;105;126;111;33;13;124;109;21;25
2020-05-28 17:15:00;97;144;76;31;15;103;90;11;33
2020-05-28 17:30:00;96;127;75;26;20;116;91;15;33
2020-05-28 17:45:00;97;117;64;39;13;104;99;15;22
2020-05-28 18:00:00;92;111;77;27;15;110;87;10;23
2020-05-28 18:15:00;91;98;74;25;18;89;82;13;18
2020-05-28 18:30:00;83;90;61;29;19;95;69;16;21
2020-05-28 18:45:00;51;83;56;17;22;81;76;17;16
2020-05-28 19:00:00;79;94;61;24;10;81;57;11;16
2020-05-28 19:15:00;57;60;48;19;11;70;47;48;13
2020-05-28 19:30:00;53;55;35;12;12;49;35;10;18
2020-05-28 19:45:00;57;54;30;14;13;48;36;12;21
2020-05-28 20:00:00;43;41;33;12;11;52;46;8;13
2020-05-28 20:15:00;39;43;39;16;15;49;38;6;11
2020-05-28 20:30:00;39;55;35;22;12;33;16;5;10
2020-05-28 20:45:00;44;32;32;7;4;40;30;4;8
2020-05-28 21:00:00;42;35;19;8;4;33;20;4;10
2020-05-28 21:15:00;34;28;38;11;9;36;27;4;10
2020-05-28 21:30:00;31;27;21;6;7;34;22;5;9
2020-05-28 21:45:00;33;27;17;6;3;28;20;2;7
2020-05-28 22:00:00;27;25;19;6;8;44;32;1;5
2020-05-28 22:15:00;25;30;33;16;16;44;34;3;9
2020-05-28 22:30:00;13;19;21;8;4;20;12;3;6
2020-05-28 22:45:00;12;12;9;4;5;21;10;3;4
2020-05-28 23:00:00;24;17;15;8;4;17;10;1;6
2020-05-28 23:15:00;15;20;19;4;2;12;6;3;4
2020-05-28 23:30:00;12;14;17;5;5;12;12;3;3
2020-05-28 23:45:00;12;18;10;4;2;7;5;2;2
