DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-09-01 00:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 00:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 00:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 00:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 01:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 01:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 01:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 01:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 02:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 02:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 02:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 03:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 03:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 03:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 04:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 04:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 04:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 04:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 05:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 05:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 05:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 05:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 06:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 06:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 06:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 06:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 07:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 07:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 07:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 07:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 08:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 08:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 08:30:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 08:45:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 09:00:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 09:15:00;0;0;0;0;0;0;0;0;0;0;0
2019-09-01 09:30:00;
2019-09-01 09:45:00;
2019-09-01 10:00:00;65;60;5;1;51;35;1;51;172;0;3
2019-09-01 10:15:00;61;70;6;0;60;57;2;59;214;1;6
2019-09-01 10:30:00;63;94;6;0;62;57;3;62;203;1;3
2019-09-01 10:45:00;59;63;1;1;57;45;3;60;208;2;3
2019-09-01 11:00:00;84;92;7;0;53;68;4;61;194;2;13
2019-09-01 11:15:00;63;70;8;0;68;62;3;70;202;1;12
2019-09-01 11:30:00;52;82;4;1;69;60;5;66;193;4;4
2019-09-01 11:45:00;57;90;7;1;77;60;2;76;205;3;4
2019-09-01 12:00:00;65;82;6;1;60;71;3;61;209;1;1
2019-09-01 12:15:00;61;69;7;4;66;46;1;60;189;2;4
2019-09-01 12:30:00;57;71;5;1;89;86;4;91;227;1;2
2019-09-01 12:45:00;50;63;8;3;64;70;6;63;211;1;10
2019-09-01 13:00:00;52;67;6;2;66;58;5;60;194;3;6
2019-09-01 13:15:00;56;72;7;1;67;70;1;67;188;3;9
2019-09-01 13:30:00;47;77;6;2;57;48;6;58;169;2;13
2019-09-01 13:45:00;46;65;4;2;62;62;7;60;201;3;3
2019-09-01 14:00:00;57;68;5;4;65;59;2;61;205;2;2
2019-09-01 14:15:00;61;77;10;1;56;37;5;58;147;3;2
2019-09-01 14:30:00;55;48;4;1;84;69;2;84;230;1;5
2019-09-01 14:45:00;56;84;7;1;81;63;2;81;205;0;11
2019-09-01 15:00:00;44;54;2;3;79;67;5;76;200;1;2
2019-09-01 15:15:00;41;58;3;0;66;63;1;64;197;0;24
2019-09-01 15:30:00;47;60;6;2;63;56;3;61;189;1;52
2019-09-01 15:45:00;41;63;45;0;75;62;7;74;209;0;0
