DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-03-13 00:00:00;2;5;19;1;0;5;0;0;0;0;0;0
2020-03-13 00:15:00;3;5;27;1;5;15;0;0;0;0;0;0
2020-03-13 00:30:00;3;6;23;0;0;9;0;0;0;0;0;0
2020-03-13 00:45:00;2;4;20;0;2;8;0;0;0;0;0;0
2020-03-13 01:00:00;1;2;16;2;1;7;0;0;0;0;0;0
2020-03-13 01:15:00;3;3;10;0;0;1;0;0;0;0;0;0
2020-03-13 01:30:00;1;4;11;1;0;0;0;0;0;0;0;0
2020-03-13 01:45:00;2;5;16;0;0;1;0;0;0;0;0;0
2020-03-13 02:00:00;1;0;23;0;0;4;0;0;0;0;0;0
2020-03-13 02:15:00;0;2;29;0;0;1;0;0;0;0;0;0
2020-03-13 02:30:00;2;5;40;0;0;2;0;0;0;0;0;0
2020-03-13 02:45:00;0;6;49;0;0;2;0;0;0;0;0;0
2020-03-13 03:00:00;3;7;49;0;0;2;1;0;0;0;0;0
2020-03-13 03:15:00;2;3;86;0;0;1;0;0;0;0;0;0
2020-03-13 03:30:00;0;3;83;0;1;1;0;0;0;0;0;0
2020-03-13 03:45:00;2;3;96;0;0;4;0;0;0;0;0;0
2020-03-13 04:00:00;0;1;90;4;0;3;1;0;0;0;0;0
2020-03-13 04:15:00;0;0;89;0;0;1;0;0;0;0;0;0
2020-03-13 04:30:00;0;0;74;0;0;0;0;0;0;0;0;0
2020-03-13 04:45:00;3;0;89;0;0;4;0;0;0;0;0;0
2020-03-13 05:00:00;3;5;62;0;0;3;0;0;0;0;0;0
2020-03-13 05:15:00;7;7;83;3;0;5;0;0;0;0;0;0
2020-03-13 05:30:00;8;11;75;2;3;11;0;0;0;0;0;0
2020-03-13 05:45:00;14;19;82;2;4;8;0;0;0;0;0;0
2020-03-13 06:00:00;15;17;75;2;7;10;0;0;0;0;0;0
2020-03-13 06:15:00;25;45;126;9;4;33;0;0;0;0;0;0
2020-03-13 06:30:00;33;34;108;9;12;33;0;0;0;0;0;0
2020-03-13 06:45:00;35;58;120;23;5;36;0;0;0;0;0;0
2020-03-13 07:00:00;32;84;147;54;10;45;0;0;0;0;0;0
2020-03-13 07:15:00;55;121;159;62;7;58;0;0;1;0;0;0
2020-03-13 07:30:00;83;126;134;80;17;88;1;0;0;0;0;0
2020-03-13 07:45:00;65;103;200;58;10;106;0;0;0;0;0;0
2020-03-13 08:00:00;49;55;203;18;8;76;0;0;0;0;0;0
2020-03-13 08:15:00;58;67;171;21;6;68;0;0;0;0;0;0
2020-03-13 08:30:00;55;59;191;21;12;60;1;0;0;0;0;0
2020-03-13 08:45:00;56;76;220;15;5;55;1;0;4;0;0;0
2020-03-13 09:00:00;33;53;185;19;9;62;0;0;0;0;0;0
2020-03-13 09:15:00;52;56;210;14;5;41;1;0;2;0;0;0
2020-03-13 09:30:00;43;51;186;8;8;50;1;0;0;0;0;0
2020-03-13 09:45:00;52;66;192;10;6;65;0;0;0;0;0;0
2020-03-13 10:00:00;43;51;176;12;9;70;0;0;0;0;0;0
2020-03-13 10:15:00;52;58;213;13;6;72;0;0;0;0;0;0
2020-03-13 10:30:00;36;44;186;12;8;61;0;0;0;0;0;0
2020-03-13 10:45:00;44;52;159;13;5;64;0;0;0;0;0;0
2020-03-13 11:00:00;39;50;155;20;8;61;0;0;0;0;0;0
2020-03-13 11:15:00;37;41;141;9;5;72;1;0;0;0;0;0
2020-03-13 11:30:00;33;44;150;21;12;70;0;0;0;0;0;0
2020-03-13 11:45:00;38;60;138;24;7;58;1;0;0;0;0;0
2020-03-13 12:00:00;32;34;133;25;6;76;1;0;0;0;0;0
2020-03-13 12:15:00;43;42;120;39;6;80;0;0;1;0;0;0
2020-03-13 12:30:00;33;53;86;26;7;73;0;4;3;0;0;0
2020-03-13 12:45:00;35;43;119;46;2;78;1;5;0;0;0;0
2020-03-13 13:00:00;35;47;117;44;6;62;0;24;0;0;0;0
2020-03-13 13:15:00;31;40;148;44;12;73;0;0;0;0;0;0
2020-03-13 13:30:00;43;54;108;29;5;72;0;0;0;5;0;0
2020-03-13 13:45:00;42;38;119;32;9;68;0;0;2;0;0;0
2020-03-13 14:00:00;38;34;115;21;8;80;0;0;2;0;0;0
2020-03-13 14:15:00;36;44;107;13;5;73;0;0;0;0;0;0
2020-03-13 14:30:00;27;45;106;21;6;80;1;0;0;0;0;0
2020-03-13 14:45:00;22;28;101;18;2;77;0;0;0;0;0;0
2020-03-13 15:00:00;31;43;165;35;9;106;0;0;0;0;0;0
2020-03-13 15:15:00;31;47;146;19;5;94;0;0;0;0;0;0
2020-03-13 15:30:00;35;43;99;26;11;76;0;3;8;2;0;0
2020-03-13 15:45:00;39;59;110;31;5;73;0;2;0;0;0;0
2020-03-13 16:00:00;23;38;125;25;9;77;0;0;0;0;0;0
2020-03-13 16:15:00;29;43;131;23;6;91;0;1;17;0;0;0
2020-03-13 16:30:00;32;41;120;24;8;87;0;0;0;0;0;0
2020-03-13 16:45:00;38;52;119;29;7;88;1;0;3;0;0;0
2020-03-13 17:00:00;24;45;109;18;8;73;0;0;6;0;0;0
2020-03-13 17:15:00;32;40;117;22;6;82;0;0;0;1;0;0
2020-03-13 17:30:00;27;40;107;17;8;76;4;0;3;1;0;0
2020-03-13 17:45:00;37;45;85;15;6;63;2;0;1;0;0;0
2020-03-13 18:00:00;26;38;109;25;8;70;0;2;1;1;0;0
2020-03-13 18:15:00;37;45;97;17;7;61;0;2;0;0;0;0
2020-03-13 18:30:00;21;23;70;13;8;44;0;0;0;0;0;0
2020-03-13 18:45:00;20;31;77;12;8;42;0;0;0;0;0;0
2020-03-13 19:00:00;29;40;110;11;6;53;0;2;0;0;0;0
2020-03-13 19:15:00;20;27;89;7;7;41;0;0;0;0;0;0
2020-03-13 19:30:00;22;38;96;12;8;40;0;1;0;0;0;0
2020-03-13 19:45:00;22;24;81;2;4;50;0;0;0;0;0;0
2020-03-13 20:00:00;14;18;77;8;7;41;0;0;0;0;0;0
2020-03-13 20:15:00;19;18;59;3;6;29;0;0;0;0;0;0
2020-03-13 20:30:00;16;25;66;2;5;32;0;0;0;0;0;0
2020-03-13 20:45:00;15;16;56;5;3;18;0;0;0;0;0;0
2020-03-13 21:00:00;8;18;55;3;4;29;0;0;0;0;0;0
2020-03-13 21:15:00;8;14;34;4;1;22;0;0;0;0;0;0
2020-03-13 21:30:00;12;16;47;6;1;24;0;0;0;0;0;0
2020-03-13 21:45:00;13;18;60;7;1;29;2;0;0;0;0;0
2020-03-13 22:00:00;6;16;54;5;5;29;1;0;0;0;0;0
2020-03-13 22:15:00;5;10;45;6;2;24;0;1;0;0;0;0
2020-03-13 22:30:00;11;16;51;3;4;24;0;0;0;0;0;0
2020-03-13 22:45:00;9;21;62;1;1;21;0;0;0;0;0;0
2020-03-13 23:00:00;6;15;48;6;4;22;1;0;0;0;0;0
2020-03-13 23:15:00;4;9;35;3;1;18;0;0;0;0;0;0
2020-03-13 23:30:00;10;10;50;0;1;16;0;0;0;0;0;0
2020-03-13 23:45:00;8;9;46;1;0;14;0;0;0;0;0;0
