DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-09-17 00:00:00;2;4;0;6;0;4;0;2;0;0;0
2020-09-17 00:15:00;1;1;0;10;0;3;2;1;0;0;0
2020-09-17 00:30:00;2;3;0;6;1;4;1;1;0;0;0
2020-09-17 00:45:00;0;3;0;4;0;3;0;0;0;0;0
2020-09-17 01:00:00;1;2;0;10;2;8;2;2;0;0;0
2020-09-17 01:15:00;1;1;0;3;0;2;1;1;0;0;0
2020-09-17 01:30:00;2;2;0;2;0;0;0;1;0;0;0
2020-09-17 01:45:00;2;3;0;1;0;1;1;2;0;0;0
2020-09-17 02:00:00;1;1;0;2;1;1;0;1;0;0;0
2020-09-17 02:15:00;2;1;0;0;0;0;1;1;0;0;0
2020-09-17 02:30:00;2;1;0;3;1;3;0;0;0;0;0
2020-09-17 02:45:00;1;2;0;1;0;1;0;1;0;0;0
2020-09-17 03:00:00;1;0;0;1;0;1;0;2;0;0;0
2020-09-17 03:15:00;0;0;0;1;0;0;0;0;0;0;0
2020-09-17 03:30:00;1;2;0;2;0;1;0;1;0;0;0
2020-09-17 03:45:00;2;2;0;1;0;1;1;3;0;0;0
2020-09-17 04:00:00;3;3;0;1;0;1;0;0;0;0;0
2020-09-17 04:15:00;1;1;0;1;0;0;0;1;0;0;0
2020-09-17 04:30:00;0;2;0;1;0;0;0;0;0;0;0
2020-09-17 04:45:00;3;4;0;3;0;3;1;0;0;0;0
2020-09-17 05:00:00;4;6;0;6;2;4;1;0;0;0;0
2020-09-17 05:15:00;6;4;0;4;1;2;3;4;0;0;0
2020-09-17 05:30:00;6;6;0;8;2;5;0;5;0;0;0
2020-09-17 05:45:00;14;21;0;19;4;10;3;5;0;0;0
2020-09-17 06:00:00;17;13;0;28;9;18;1;9;0;0;0
2020-09-17 06:15:00;26;28;0;30;11;27;4;14;0;0;0
2020-09-17 06:30:00;22;33;0;32;5;17;4;12;24;0;0
2020-09-17 06:45:00;42;51;0;29;15;23;6;21;1;0;0
