DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2019-09-30 00:00:00;7;6;1;1;0;0;0;0
2019-09-30 00:15:00;8;7;2;0;0;0;0;0
2019-09-30 00:30:00;7;12;1;0;0;0;0;0
2019-09-30 00:45:00;5;7;1;1;0;0;0;0
2019-09-30 01:00:00;5;4;0;0;0;0;0;0
2019-09-30 01:15:00;3;2;2;1;0;0;0;0
2019-09-30 01:30:00;3;6;1;0;0;0;0;0
2019-09-30 01:45:00;4;4;1;1;0;0;0;0
2019-09-30 02:00:00;1;2;1;1;0;0;0;0
2019-09-30 02:15:00;1;0;2;2;0;0;0;0
2019-09-30 02:30:00;2;5;1;1;0;0;0;0
2019-09-30 02:45:00;3;3;2;1;0;0;0;0
2019-09-30 03:00:00;2;0;1;2;0;0;0;0
2019-09-30 03:15:00;1;1;0;0;0;0;0;0
2019-09-30 03:30:00;2;0;1;1;0;0;0;0
2019-09-30 03:45:00;1;1;2;2;0;0;0;0
2019-09-30 04:00:00;5;1;1;1;0;0;0;0
2019-09-30 04:15:00;3;3;0;4;0;0;0;0
2019-09-30 04:30:00;2;3;1;2;0;0;0;0
2019-09-30 04:45:00;5;3;1;1;0;0;0;0
2019-09-30 05:00:00;15;6;4;1;0;0;0;0
2019-09-30 05:15:00;26;10;0;1;0;0;0;0
2019-09-30 05:30:00;27;22;5;1;0;0;0;0
2019-09-30 05:45:00;31;35;5;5;0;0;0;0
2019-09-30 06:00:00;36;28;4;2;0;0;0;0
2019-09-30 06:15:00;51;37;3;5;0;0;0;0
2019-09-30 06:30:00;64;33;8;4;0;0;0;0
2019-09-30 06:45:00;53;50;3;2;0;0;0;0
2019-09-30 07:00:00;95;48;1;1;0;0;3;0
2019-09-30 07:15:00;84;70;5;6;0;0;1;0
2019-09-30 07:30:00;99;68;3;3;0;0;2;5
2019-09-30 07:45:00;103;69;4;4;0;0;0;0
2019-09-30 08:00:00;105;56;2;1;0;0;0;17
2019-09-30 08:15:00;85;51;5;5;0;0;0;0
2019-09-30 08:30:00;75;54;1;0;0;0;0;0
2019-09-30 08:45:00;63;65;4;3;0;0;1;6
2019-09-30 09:00:00;75;32;6;5;0;0;2;1
2019-09-30 09:15:00;46;39;1;1;0;0;0;0
2019-09-30 09:30:00;49;54;1;1;0;0;4;0
2019-09-30 09:45:00;56;52;0;1;0;0;2;0
2019-09-30 10:00:00;50;58;5;4;0;0;0;0
2019-09-30 10:15:00;56;79;2;3;0;0;5;0
2019-09-30 10:30:00;49;35;3;2;0;0;1;0
2019-09-30 10:45:00;51;51;3;1;0;0;0;0
2019-09-30 11:00:00;57;46;0;0;0;0;0;0
2019-09-30 11:15:00;76;52;3;2;0;0;0;0
2019-09-30 11:30:00;68;46;1;1;0;0;0;0
2019-09-30 11:45:00;90;49;1;1;0;0;0;0
2019-09-30 12:00:00;75;43;1;1;0;0;0;0
2019-09-30 12:15:00;49;48;2;1;0;0;2;0
2019-09-30 12:30:00;57;53;5;2;0;0;1;0
2019-09-30 12:45:00;49;54;3;1;0;0;2;0
2019-09-30 13:00:00;88;43;0;1;0;0;7;1
2019-09-30 13:15:00;66;48;2;3;0;0;5;0
2019-09-30 13:30:00;64;31;2;0;0;0;2;1
2019-09-30 13:45:00;62;55;3;3;0;0;0;0
2019-09-30 14:00:00;52;64;3;3;0;0;5;4
2019-09-30 14:15:00;59;69;1;3;0;0;1;2
2019-09-30 14:30:00;49;61;2;2;0;0;4;0
2019-09-30 14:45:00;43;70;4;2;0;0;0;0
2019-09-30 15:00:00;68;60;3;3;0;0;0;0
2019-09-30 15:15:00;84;55;2;3;0;0;1;0
2019-09-30 15:30:00;53;74;0;1;0;0;1;0
2019-09-30 15:45:00;81;69;2;3;0;0;5;2
2019-09-30 16:00:00;95;70;3;2;0;0;6;16
2019-09-30 16:15:00;67;81;2;3;0;0;5;27
2019-09-30 16:30:00;75;73;4;2;0;0;1;0
2019-09-30 16:45:00;67;68;4;3;0;0;0;0
2019-09-30 17:00:00;70;66;0;1;0;0;1;0
2019-09-30 17:15:00;86;69;5;6;0;0;23;16
2019-09-30 17:30:00;69;68;4;4;0;0;3;1
2019-09-30 17:45:00;53;72;2;2;0;0;6;0
2019-09-30 18:00:00;58;65;2;2;0;0;2;1
2019-09-30 18:15:00;45;56;2;2;0;0;2;2
2019-09-30 18:30:00;60;53;0;0;0;0;1;0
2019-09-30 18:45:00;40;46;4;4;0;0;0;0
2019-09-30 19:00:00;45;39;2;1;0;0;0;2
2019-09-30 19:15:00;38;44;1;2;0;0;0;0
2019-09-30 19:30:00;43;34;1;1;0;0;0;0
2019-09-30 19:45:00;23;33;2;1;0;0;0;0
2019-09-30 20:00:00;29;27;5;4;0;0;0;0
2019-09-30 20:15:00;39;32;3;6;0;0;0;0
2019-09-30 20:30:00;19;15;4;1;0;0;2;0
2019-09-30 20:45:00;25;22;2;2;0;0;0;0
2019-09-30 21:00:00;39;26;0;0;0;0;0;0
2019-09-30 21:15:00;25;21;3;2;0;0;0;0
2019-09-30 21:30:00;26;13;2;0;0;0;0;0
2019-09-30 21:45:00;16;25;1;0;0;0;0;0
2019-09-30 22:00:00;13;16;1;1;0;0;0;0
2019-09-30 22:15:00;15;20;1;4;0;0;0;0
2019-09-30 22:30:00;12;7;0;0;0;0;0;0
2019-09-30 22:45:00;4;16;1;1;0;0;0;0
2019-09-30 23:00:00;12;12;4;2;0;0;0;0
2019-09-30 23:15:00;8;6;0;0;0;0;0;0
2019-09-30 23:30:00;11;9;1;0;0;0;0;0
2019-09-30 23:45:00;5;6;0;0;0;0;0;0
