DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-02-21 00:00:00;0;9;0;2;0;0;13;11;1;0
2020-02-21 00:15:00;0;26;0;0;0;4;19;14;1;0
2020-02-21 00:30:00;0;23;0;0;2;0;13;9;0;0
2020-02-21 00:45:00;0;13;1;0;0;0;14;7;1;0
2020-02-21 01:00:00;0;13;1;2;1;2;6;13;2;0
2020-02-21 01:15:00;0;14;0;0;0;4;12;9;2;0
2020-02-21 01:30:00;0;12;0;0;1;1;10;1;3;2
2020-02-21 01:45:00;0;13;0;0;0;1;8;8;1;0
2020-02-21 02:00:00;0;14;1;0;1;0;6;5;0;0
2020-02-21 02:15:00;0;18;0;0;0;1;14;7;2;2
2020-02-21 02:30:00;0;11;0;1;1;0;8;11;0;0
2020-02-21 02:45:00;0;15;0;0;0;1;8;8;2;0
2020-02-21 03:00:00;0;9;1;0;0;5;8;7;1;0
2020-02-21 03:15:00;0;11;0;0;0;3;9;5;2;2
2020-02-21 03:30:00;0;12;1;1;0;2;13;12;0;0
2020-02-21 03:45:00;0;12;0;0;1;2;13;7;0;0
2020-02-21 04:00:00;0;16;0;0;2;4;14;8;1;1
2020-02-21 04:15:00;0;17;0;1;1;3;13;11;2;1
2020-02-21 04:30:00;0;22;0;0;1;5;14;7;1;1
2020-02-21 04:45:00;0;26;1;3;0;13;25;13;2;1
2020-02-21 05:00:00;0;29;1;1;7;71;56;45;4;4
2020-02-21 05:15:00;0;50;0;1;3;129;87;88;10;13
2020-02-21 05:30:00;0;87;7;7;10;155;73;105;11;15
2020-02-21 05:45:00;0;120;22;39;38;178;50;108;20;31
2020-02-21 06:00:00;0;116;32;52;49;156;56;114;18;21
2020-02-21 06:15:00;0;85;12;22;30;182;69;119;26;34
2020-02-21 06:30:00;0;97;5;12;15;230;78;141;42;65
2020-02-21 06:45:00;0;99;8;10;6;236;81;162;31;36
2020-02-21 07:00:00;0;93;8;13;12;215;76;160;27;34
2020-02-21 07:15:00;0;105;7;17;15;182;99;177;26;34
2020-02-21 07:30:00;0;131;7;19;12;232;96;238;15;30
2020-02-21 07:45:00;0;110;4;18;10;205;92;170;40;51
2020-02-21 08:00:00;0;107;5;8;13;180;76;148;26;31
2020-02-21 08:15:00;0;118;4;12;10;170;74;165;20;17
2020-02-21 08:30:00;0;88;6;16;13;135;100;174;15;15
2020-02-21 08:45:00;0;100;6;13;20;124;79;117;8;10
2020-02-21 09:00:00;0;83;9;17;24;55;73;122;12;11
2020-02-21 09:15:00;0;97;9;13;17;60;79;112;10;5
2020-02-21 09:30:00;0;98;15;18;19;48;88;126;10;5
2020-02-21 09:45:00;0;94;16;19;22;54;80;137;6;3
2020-02-21 10:00:00;0;91;6;18;21;54;81;111;12;10
2020-02-21 10:15:00;0;106;6;8;20;42;76;139;7;3
2020-02-21 10:30:00;0;109;7;22;21;44;86;113;10;3
2020-02-21 10:45:00;0;120;11;16;26;51;101;118;8;3
2020-02-21 11:00:00;0;127;10;27;28;57;86;141;10;9
2020-02-21 11:15:00;0;111;12;21;25;58;75;121;19;9
2020-02-21 11:30:00;0;132;12;25;33;50;94;129;11;7
2020-02-21 11:45:00;0;145;23;32;39;60;105;130;9;6
2020-02-21 12:00:00;0;130;26;60;56;78;90;103;12;9
2020-02-21 12:15:00;0;158;33;44;52;65;77;126;16;5
2020-02-21 12:30:00;0;172;31;64;66;79;85;109;11;5
2020-02-21 12:45:00;0;162;18;44;46;46;103;126;13;7
2020-02-21 13:00:00;0;146;35;65;64;59;112;150;9;6
2020-02-21 13:15:00;0;181;32;51;62;95;123;183;15;6
2020-02-21 13:30:00;0;162;26;57;55;141;112;168;15;11
2020-02-21 13:45:00;0;183;35;61;64;123;111;171;16;11
2020-02-21 14:00:00;0;202;31;68;65;79;122;147;10;4
2020-02-21 14:15:00;0;175;52;89;84;43;103;127;9;3
2020-02-21 14:30:00;0;205;46;97;113;32;100;155;12;6
2020-02-21 14:45:00;0;197;44;95;95;39;100;130;13;5
2020-02-21 15:00:00;0;202;32;80;80;40;103;149;5;1
2020-02-21 15:15:00;0;181;31;88;107;27;110;141;5;1
2020-02-21 15:30:00;0;171;44;68;84;38;106;132;7;4
2020-02-21 15:45:00;0;164;29;57;73;27;113;152;9;3
2020-02-21 16:00:00;0;165;23;63;67;21;114;160;9;2
2020-02-21 16:15:00;0;171;18;53;57;33;99;147;15;6
2020-02-21 16:30:00;0;177;16;46;56;23;112;145;10;2
2020-02-21 16:45:00;0;198;12;40;38;20;108;172;10;2
2020-02-21 17:00:00;0;157;14;40;44;26;122;148;6;0
2020-02-21 17:15:00;0;163;16;25;35;16;111;132;9;3
2020-02-21 17:30:00;0;140;10;32;42;29;122;154;13;3
2020-02-21 17:45:00;0;149;12;29;33;25;115;149;5;0
2020-02-21 18:00:00;0;160;9;14;26;23;115;155;5;2
2020-02-21 18:15:00;0;158;4;23;28;18;109;133;8;3
2020-02-21 18:30:00;0;136;8;17;19;22;107;135;7;3
2020-02-21 18:45:00;0;127;9;18;23;11;108;127;6;3
2020-02-21 19:00:00;0;127;4;8;11;21;91;116;8;3
2020-02-21 19:15:00;0;121;7;6;16;14;91;100;8;2
2020-02-21 19:30:00;0;107;3;4;11;20;80;95;8;3
2020-02-21 19:45:00;0;94;3;11;9;12;79;89;5;2
2020-02-21 20:00:00;0;120;2;8;9;12;73;82;7;1
2020-02-21 20:15:00;0;93;2;4;7;11;67;86;4;0
2020-02-21 20:30:00;0;20;7;5;4;40;63;61;23;5
2020-02-21 20:45:00;0;63;5;5;4;33;56;74;12;5
2020-02-21 21:00:00;0;63;1;5;5;78;60;78;8;6
2020-02-21 21:15:00;0;61;1;4;6;98;66;81;8;7
2020-02-21 21:30:00;0;66;2;15;18;76;60;63;2;3
2020-02-21 21:45:00;0;91;10;33;43;23;51;56;6;3
2020-02-21 22:00:00;0;86;21;66;68;8;45;59;4;1
2020-02-21 22:15:00;0;83;7;13;18;6;50;55;1;1
2020-02-21 22:30:00;0;60;1;5;5;7;53;39;3;1
2020-02-21 22:45:00;0;56;2;2;4;6;42;28;6;0
2020-02-21 23:00:00;0;39;2;1;4;2;49;32;3;3
2020-02-21 23:15:00;0;22;1;0;2;1;23;20;0;0
2020-02-21 23:30:00;0;35;0;3;3;2;29;17;1;0
2020-02-21 23:45:00;0;32;3;2;0;3;29;18;0;0
