DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-02-25 00:00:00;8;1;0;1;4;11;9;5;2;0;0;0;0;0
2020-02-25 00:15:00;12;13;1;0;1;7;8;3;2;1;0;0;0;0
2020-02-25 00:30:00;9;5;0;0;1;11;6;0;2;2;0;0;0;0
2020-02-25 00:45:00;5;9;2;0;3;9;11;1;1;0;0;0;0;0
2020-02-25 01:00:00;6;5;1;0;1;5;6;1;1;0;0;0;0;0
2020-02-25 01:15:00;4;1;0;2;1;8;6;1;0;1;0;0;0;0
2020-02-25 01:30:00;5;3;2;2;3;4;5;1;0;0;0;0;0;0
2020-02-25 01:45:00;4;3;0;0;4;8;15;4;1;1;0;0;0;0
2020-02-25 02:00:00;6;2;0;0;0;8;7;1;0;0;0;0;0;0
2020-02-25 02:15:00;4;4;3;1;2;2;4;3;0;1;0;0;0;0
2020-02-25 02:30:00;0;3;2;0;1;4;5;1;0;0;0;0;0;0
2020-02-25 02:45:00;5;1;2;0;0;2;4;2;0;0;0;0;0;0
2020-02-25 03:00:00;1;0;0;2;2;10;12;2;0;1;0;0;0;0
2020-02-25 03:15:00;2;1;0;0;1;3;3;1;0;1;0;0;0;0
2020-02-25 03:30:00;4;3;1;1;1;6;5;3;0;1;0;0;0;0
2020-02-25 03:45:00;4;3;1;3;2;4;5;3;0;0;0;0;0;0
2020-02-25 04:00:00;3;4;0;2;3;8;13;6;1;0;0;0;0;0
2020-02-25 04:15:00;7;6;0;2;4;9;13;12;2;2;0;0;0;0
2020-02-25 04:30:00;18;8;2;1;0;11;10;4;0;1;0;0;0;0
2020-02-25 04:45:00;26;8;2;7;7;12;10;6;1;1;0;0;0;0
2020-02-25 05:00:00;30;21;1;4;6;17;23;15;3;1;0;0;0;0
2020-02-25 05:15:00;62;46;3;9;21;24;41;18;4;4;0;0;0;0
2020-02-25 05:30:00;61;64;3;10;20;25;22;17;4;2;0;0;0;0
2020-02-25 05:45:00;54;68;4;12;18;28;43;21;4;4;0;0;1;0
2020-02-25 06:00:00;50;55;4;13;21;52;54;30;5;7;0;0;2;0
2020-02-25 06:15:00;64;76;5;20;29;37;49;27;8;9;0;0;0;0
2020-02-25 06:30:00;78;98;9;16;46;43;43;34;7;10;0;0;0;0
2020-02-25 06:45:00;68;99;10;33;32;50;44;37;7;10;0;0;0;0
2020-02-25 07:00:00;71;96;14;22;53;50;65;33;14;1;0;0;0;0
2020-02-25 07:15:00;77;103;13;35;62;62;67;35;5;8;0;0;2;0
2020-02-25 07:30:00;85;96;14;30;42;57;72;40;9;7;0;0;0;2
2020-02-25 07:45:00;74;72;21;33;43;59;64;36;14;10;0;0;0;0
2020-02-25 08:00:00;62;68;23;39;41;59;67;31;14;10;0;0;0;0
