DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-12-24 00:00:00;3;3;2;0;0;0;0;0;0
2020-12-24 00:15:00;4;4;4;3;0;2;5;1;1
2020-12-24 00:30:00;4;5;3;2;0;4;6;2;2
2020-12-24 00:45:00;16;14;16;11;0;12;13;10;10
2020-12-24 01:00:00;12;13;13;13;0;16;15;12;13
2020-12-24 01:15:00;6;6;6;3;0;5;3;3;3
2020-12-24 01:30:00;1;2;3;2;1;2;3;0;0
2020-12-24 01:45:00;1;0;3;2;0;0;1;0;0
2020-12-24 02:00:00;2;1;1;1;0;5;2;0;0
2020-12-24 02:15:00;4;3;1;0;0;4;4;1;1
2020-12-24 02:30:00;4;4;2;1;0;5;3;0;0
2020-12-24 02:45:00;1;1;1;0;0;4;3;0;0
2020-12-24 03:00:00;1;1;4;1;0;4;3;0;1
2020-12-24 03:15:00;1;0;2;0;0;3;4;0;0
2020-12-24 03:30:00;5;0;0;0;0;2;1;0;0
2020-12-24 03:45:00;0;4;1;1;0;3;0;0;0
2020-12-24 04:00:00;2;0;1;0;0;3;1;0;0
2020-12-24 04:15:00;3;1;1;0;0;3;1;0;0
2020-12-24 04:30:00;2;3;7;3;1;10;7;1;1
2020-12-24 04:45:00;4;4;4;4;2;5;1;0;0
2020-12-24 05:00:00;6;2;2;1;1;13;5;0;1
2020-12-24 05:15:00;6;6;1;1;0;2;3;2;1
2020-12-24 05:30:00;17;14;8;3;1;18;9;3;3
2020-12-24 05:45:00;8;6;6;3;0;14;9;2;2
2020-12-24 06:00:00;9;7;7;1;2;9;7;0;0
2020-12-24 06:15:00;11;4;4;3;0;11;7;2;3
2020-12-24 06:30:00;9;10;9;6;6;16;4;0;0
2020-12-24 06:45:00;10;20;25;7;3;11;13;4;5
2020-12-24 07:00:00;21;15;8;2;6;20;5;0;2
2020-12-24 07:15:00;24;8;10;4;6;18;12;2;6
2020-12-24 07:30:00;20;11;10;3;6;30;12;2;4
2020-12-24 07:45:00;15;19;19;5;7;16;10;3;4
2020-12-24 08:00:00;23;9;12;0;9;27;16;0;1
2020-12-24 08:15:00;20;11;15;7;7;27;13;2;8
2020-12-24 08:30:00;22;19;19;10;8;15;14;6;8
2020-12-24 08:45:00;23;25;22;12;14;22;23;4;8
2020-12-24 09:00:00;29;30;36;12;16;25;21;10;13
2020-12-24 09:15:00;26;18;30;11;8;39;27;4;7
2020-12-24 09:30:00;20;33;37;11;10;43;35;8;10
2020-12-24 09:45:00;47;35;41;11;14;59;42;12;12
2020-12-24 10:00:00;33;26;38;13;12;43;32;14;17
2020-12-24 10:15:00;39;47;40;17;8;61;39;19;22
2020-12-24 10:30:00;53;40;41;10;12;54;35;8;17
2020-12-24 10:45:00;46;57;38;12;16;69;42;24;24
2020-12-24 11:00:00;49;46;45;20;14;65;50;15;20
