DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2019-09-20 00:00:00;18;10;4;11;4;2
2019-09-20 00:15:00;13;4;10;11;2;4
2019-09-20 00:30:00;26;7;2;10;1;1
2019-09-20 00:45:00;18;6;2;7;0;2
2019-09-20 01:00:00;12;3;2;8;2;2
2019-09-20 01:15:00;14;2;7;2;0;1
2019-09-20 01:30:00;13;1;3;12;0;1
2019-09-20 01:45:00;8;5;5;3;2;0
2019-09-20 02:00:00;10;2;3;8;1;1
2019-09-20 02:15:00;12;1;2;3;1;2
2019-09-20 02:30:00;2;3;1;5;0;0
2019-09-20 02:45:00;11;2;5;4;0;2
2019-09-20 03:00:00;11;2;3;1;1;0
2019-09-20 03:15:00;0;0;0;0;0;0
2019-09-20 03:30:00;
2019-09-20 03:45:00;
2019-09-20 04:00:00;18;6;6;3;0;2
2019-09-20 04:15:00;17;3;4;9;1;2
2019-09-20 04:30:00;15;12;5;10;1;8
2019-09-20 04:45:00;53;27;11;23;3;2
2019-09-20 05:00:00;75;46;13;20;2;10
2019-09-20 05:15:00;85;71;18;24;0;8
2019-09-20 05:30:00;123;94;26;58;6;8
2019-09-20 05:45:00;96;88;47;86;4;19
2019-09-20 06:00:00;88;71;47;104;10;17
2019-09-20 06:15:00;121;91;34;90;4;19
2019-09-20 06:30:00;143;145;60;95;9;25
2019-09-20 06:45:00;155;159;41;99;8;31
2019-09-20 07:00:00;147;163;65;107;12;31
2019-09-20 07:15:00;169;172;75;120;9;45
2019-09-20 07:30:00;169;177;88;158;18;66
2019-09-20 07:45:00;190;202;95;196;17;58
2019-09-20 08:00:00;173;188;67;131;19;48
2019-09-20 08:15:00;136;129;73;125;16;41
2019-09-20 08:30:00;151;146;76;136;10;40
2019-09-20 08:45:00;160;133;97;124;17;31
2019-09-20 09:00:00;129;115;71;107;13;43
2019-09-20 09:15:00;147;136;64;122;13;44
2019-09-20 09:30:00;150;109;70;123;14;33
2019-09-20 09:45:00;165;138;72;127;17;45
2019-09-20 10:00:00;128;118;75;122;15;35
2019-09-20 10:15:00;162;128;72;140;18;39
2019-09-20 10:30:00;149;131;77;143;17;41
2019-09-20 10:45:00;155;141;87;137;18;25
2019-09-20 11:00:00;179;141;90;127;16;43
2019-09-20 11:15:00;174;138;86;146;15;51
2019-09-20 11:30:00;166;167;76;140;15;50
2019-09-20 11:45:00;180;158;100;158;17;42
2019-09-20 12:00:00;153;149;107;176;17;53
2019-09-20 12:15:00;179;151;121;206;17;50
2019-09-20 12:30:00;172;143;109;184;17;51
2019-09-20 12:45:00;182;180;113;181;28;61
2019-09-20 13:00:00;180;185;103;175;18;57
2019-09-20 13:15:00;177;200;131;204;28;61
2019-09-20 13:30:00;185;197;116;209;18;42
2019-09-20 13:45:00;185;184;120;179;14;53
2019-09-20 14:00:00;184;191;114;211;23;39
2019-09-20 14:15:00;191;176;120;236;21;38
2019-09-20 14:30:00;184;170;133;223;21;53
2019-09-20 14:45:00;176;143;158;255;21;39
2019-09-20 15:00:00;179;156;143;224;13;45
2019-09-20 15:15:00;183;176;153;227;26;32
2019-09-20 15:30:00;204;165;187;207;17;60
2019-09-20 15:45:00;186;188;126;217;27;53
2019-09-20 16:00:00;169;132;130;199;17;55
2019-09-20 16:15:00;178;175;135;234;24;51
2019-09-20 16:30:00;181;158;131;206;25;50
2019-09-20 16:45:00;181;163;138;189;29;53
2019-09-20 17:00:00;179;169;114;165;26;55
2019-09-20 17:15:00;182;173;134;185;26;47
2019-09-20 17:30:00;180;173;119;155;24;51
2019-09-20 17:45:00;193;174;131;176;20;52
2019-09-20 18:00:00;162;157;123;170;33;43
2019-09-20 18:15:00;189;178;120;165;24;55
2019-09-20 18:30:00;175;161;116;160;30;57
2019-09-20 18:45:00;182;164;115;154;22;56
2019-09-20 19:00:00;168;153;76;118;15;46
2019-09-20 19:15:00;155;124;83;111;17;32
2019-09-20 19:30:00;121;91;65;101;13;36
2019-09-20 19:45:00;134;91;51;86;14;38
2019-09-20 20:00:00;126;90;73;88;11;20
2019-09-20 20:15:00;118;75;79;112;7;20
2019-09-20 20:30:00;110;71;49;84;6;20
2019-09-20 20:45:00;110;79;46;76;5;18
2019-09-20 21:00:00;110;78;40;60;6;16
2019-09-20 21:15:00;102;67;60;64;8;12
2019-09-20 21:30:00;93;52;56;75;8;8
2019-09-20 21:45:00;76;45;62;73;5;16
2019-09-20 22:00:00;121;86;121;117;17;59
2019-09-20 22:15:00;95;61;48;87;9;19
2019-09-20 22:30:00;68;30;37;65;3;16
2019-09-20 22:45:00;91;45;34;40;8;8
2019-09-20 23:00:00;59;34;36;47;3;10
2019-09-20 23:15:00;58;29;41;29;1;6
2019-09-20 23:30:00;67;21;19;38;4;4
2019-09-20 23:45:00;57;9;24;29;4;7
