DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-04-21 00:00:00;8;3;0;0;3;3;9;0;3;0;0;0
2020-04-21 00:15:00;8;3;1;1;5;5;8;6;5;0;0;1
2020-04-21 00:30:00;9;5;0;0;4;6;9;4;5;1;0;1
2020-04-21 00:45:00;6;4;0;0;3;4;7;4;4;0;0;0
2020-04-21 01:00:00;6;4;1;0;3;6;6;2;5;1;0;0
2020-04-21 01:15:00;4;2;1;1;3;4;4;5;2;0;0;1
2020-04-21 01:30:00;8;5;0;0;2;1;8;2;1;0;0;0
2020-04-21 01:45:00;8;5;0;1;1;4;8;2;4;0;0;0
2020-04-21 02:00:00;12;6;0;3;4;7;12;7;9;2;0;0
2020-04-21 02:15:00;4;2;0;1;2;5;4;4;6;1;0;0
2020-04-21 02:30:00;8;3;0;1;4;5;8;5;5;0;0;1
2020-04-21 02:45:00;7;6;0;0;5;7;9;4;8;0;0;0
2020-04-21 03:00:00;7;6;0;1;4;6;7;4;7;0;0;0
2020-04-21 03:15:00;9;3;0;1;3;6;9;3;7;0;0;0
2020-04-21 03:30:00;10;4;0;2;4;6;12;5;8;1;0;0
2020-04-21 03:45:00;8;5;0;1;4;6;9;4;6;0;0;0
2020-04-21 04:00:00;16;7;0;0;5;7;17;5;7;1;0;0
2020-04-21 04:15:00;24;11;1;0;6;7;23;8;9;0;0;0
2020-04-21 04:30:00;19;7;0;0;6;3;19;6;4;0;0;2
2020-04-21 04:45:00;20;8;1;0;10;16;21;13;16;1;0;0
2020-04-21 05:00:00;49;21;0;1;17;21;51;16;20;0;0;0
2020-04-21 05:15:00;64;12;1;1;37;40;64;42;36;1;0;3
2020-04-21 05:30:00;81;24;2;2;54;77;81;50;68;2;0;9
2020-04-21 05:45:00;65;17;5;8;29;36;67;63;66;0;0;3
2020-04-21 06:00:00;77;20;2;7;0;0;75;53;65;0;0;2
2020-04-21 06:15:00;104;18;10;9;0;0;112;72;101;1;0;7
2020-04-21 06:30:00;152;14;7;11;0;0;161;86;128;0;0;5
2020-04-21 06:45:00;163;31;10;11;54;88;174;99;135;0;0;10
2020-04-21 07:00:00;134;30;10;4;71;128;141;82;128;1;0;9
2020-04-21 07:15:00;153;29;9;11;75;133;168;87;142;1;2;14
2020-04-21 07:30:00;142;22;8;9;91;178;151;100;163;6;1;12
2020-04-21 07:45:00;145;40;10;23;110;160;166;106;152;0;3;9
2020-04-21 08:00:00;126;25;21;12;81;123;136;79;113;2;2;12
2020-04-21 08:15:00;134;32;18;18;80;95;147;62;99;1;1;6
2020-04-21 08:30:00;163;22;15;23;77;113;167;77;103;1;3;9
2020-04-21 08:45:00;122;41;18;18;76;102;137;79;105;4;0;5
2020-04-21 09:00:00;149;23;22;15;68;95;155;81;111;1;3;8
2020-04-21 09:15:00;140;29;20;19;58;92;147;67;96;2;1;9
2020-04-21 09:30:00;154;30;21;31;56;98;166;59;69;1;0;8
2020-04-21 09:45:00;165;21;23;27;75;103;178;79;103;1;2;5
2020-04-21 10:00:00;130;18;24;33;67;91;144;65;94;3;1;2
2020-04-21 10:15:00;179;27;24;21;65;112;185;65;108;3;1;8
2020-04-21 10:30:00;161;35;34;28;67;107;181;76;112;2;3;5
2020-04-21 10:45:00;175;23;20;30;71;135;186;82;127;0;3;6
2020-04-21 11:00:00;169;27;21;43;47;90;182;68;98;0;0;8
2020-04-21 11:15:00;205;28;21;41;63;114;213;81;116;3;2;3
2020-04-21 11:30:00;194;26;22;31;62;108;200;88;109;4;5;9
2020-04-21 11:45:00;174;45;25;27;56;109;191;84;115;2;2;8
2020-04-21 12:00:00;194;41;18;38;60;85;207;78;99;2;4;9
2020-04-21 12:15:00;193;26;24;39;63;100;202;79;107;2;0;3
2020-04-21 12:30:00;193;38;17;31;55;104;206;74;118;1;1;7
2020-04-21 12:45:00;191;33;21;37;60;95;202;79;104;1;1;3
2020-04-21 13:00:00;201;31;20;41;64;99;214;70;102;3;3;8
2020-04-21 13:15:00;178;20;24;34;47;87;189;75;105;0;0;5
2020-04-21 13:30:00;207;39;26;44;60;107;220;84;122;1;2;15
2020-04-21 13:45:00;174;23;19;27;59;101;179;85;107;2;1;10
2020-04-21 14:00:00;223;27;13;39;55;86;234;68;103;1;0;6
2020-04-21 14:15:00;207;27;25;39;84;115;205;96;129;5;1;9
2020-04-21 14:30:00;249;31;25;52;73;128;264;102;136;0;3;8
2020-04-21 14:45:00;243;34;26;33;77;106;254;91;105;1;0;14
2020-04-21 15:00:00;193;26;28;54;49;61;201;91;125;0;2;7
2020-04-21 15:15:00;252;37;23;39;60;67;252;87;129;3;2;16
2020-04-21 15:30:00;239;27;21;50;60;49;215;90;99;1;3;14
2020-04-21 15:45:00;223;27;17;50;59;69;219;89;124;1;2;8
2020-04-21 16:00:00;246;25;28;63;63;94;207;142;139;2;1;10
2020-04-21 16:15:00;269;34;30;58;63;83;212;169;138;2;1;11
2020-04-21 16:30:00;255;33;24;52;77;95;145;117;130;1;1;10
2020-04-21 16:45:00;264;26;30;60;55;76;124;105;123;1;0;16
2020-04-21 17:00:00;254;29;32;58;81;79;134;100;143;0;4;13
2020-04-21 17:15:00;262;36;24;58;65;116;155;89;122;1;5;11
2020-04-21 17:30:00;231;29;18;35;55;96;163;86;111;0;0;5
2020-04-21 17:45:00;195;24;14;32;72;83;129;83;118;1;0;18
2020-04-21 18:00:00;147;26;23;48;54;71;121;88;97;1;0;15
2020-04-21 18:15:00;205;29;23;38;43;77;151;83;109;1;2;10
2020-04-21 18:30:00;184;27;19;32;53;60;101;83;81;0;2;13
2020-04-21 18:45:00;154;31;16;30;51;68;83;62;89;0;2;5
2020-04-21 19:00:00;119;25;13;21;41;53;81;59;79;0;0;4
2020-04-21 19:15:00;118;22;19;16;38;46;71;63;79;1;0;7
2020-04-21 19:30:00;83;18;9;22;34;38;70;43;61;0;2;4
2020-04-21 19:45:00;102;33;7;11;30;27;89;46;41;0;1;4
2020-04-21 20:00:00;83;23;11;22;29;37;88;38;57;0;0;2
2020-04-21 20:15:00;83;16;13;20;28;42;89;32;54;0;0;4
2020-04-21 20:30:00;66;16;7;19;23;22;66;28;28;0;0;2
2020-04-21 20:45:00;52;15;4;11;23;31;57;30;44;0;0;5
2020-04-21 21:00:00;54;19;4;9;18;33;54;21;41;0;0;4
2020-04-21 21:15:00;40;15;4;8;17;15;44;16;20;0;0;4
2020-04-21 21:30:00;36;18;3;8;13;18;38;15;26;0;0;2
2020-04-21 21:45:00;34;13;4;8;14;18;42;14;19;0;0;1
2020-04-21 22:00:00;52;16;2;6;9;18;51;13;16;0;0;2
2020-04-21 22:15:00;39;15;3;6;12;20;44;18;19;0;0;4
2020-04-21 22:30:00;44;12;3;5;11;20;44;15;19;0;2;5
2020-04-21 22:45:00;30;9;0;3;7;11;32;8;10;0;0;1
