DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-05-21 00:00:00;0;18;1;0;1;0;19;12;1;0
2020-05-21 00:15:00;0;17;1;0;0;2;19;19;3;1
2020-05-21 00:30:00;0;25;0;0;0;0;19;15;1;1
2020-05-21 00:45:00;0;18;2;0;1;2;14;18;0;0
2020-05-21 01:00:00;0;14;0;0;1;3;10;11;0;0
2020-05-21 01:15:00;0;18;0;0;0;2;16;11;1;1
2020-05-21 01:30:00;0;12;2;1;1;1;11;6;2;0
2020-05-21 01:45:00;0;12;1;1;0;0;7;8;1;1
2020-05-21 02:00:00;0;10;0;3;2;1;11;10;0;1
2020-05-21 02:15:00;0;6;0;1;0;0;9;3;0;0
2020-05-21 02:30:00;0;8;1;0;0;0;6;8;0;0
2020-05-21 02:45:00;0;12;0;0;0;0;10;4;1;0
2020-05-21 03:00:00;0;7;0;0;0;0;10;2;0;0
2020-05-21 03:15:00;0;4;0;0;0;0;8;2;0;0
2020-05-21 03:30:00;0;3;0;0;0;0;10;2;0;0
2020-05-21 03:45:00;0;4;0;1;1;0;2;0;0;0
2020-05-21 04:00:00;0;6;0;1;5;3;7;3;3;3
2020-05-21 04:15:00;0;6;0;0;0;1;3;1;0;0
2020-05-21 04:30:00;0;5;1;1;0;2;4;4;0;0
2020-05-21 04:45:00;0;8;0;0;0;0;5;3;0;0
2020-05-21 05:00:00;0;12;0;0;1;9;8;1;0;0
2020-05-21 05:15:00;0;13;0;2;1;2;10;3;0;1
2020-05-21 05:30:00;0;19;4;3;8;2;9;14;0;0
2020-05-21 05:45:00;0;24;3;13;23;6;11;17;2;0
2020-05-21 06:00:00;0;55;3;30;32;0;3;9;0;0
2020-05-21 06:15:00;0;27;2;6;10;2;19;11;0;0
2020-05-21 06:30:00;0;10;0;1;2;2;17;12;0;0
2020-05-21 06:45:00;0;13;0;0;0;3;14;8;1;1
2020-05-21 07:00:00;0;17;0;0;3;0;12;7;0;0
2020-05-21 07:15:00;0;17;1;0;0;1;8;5;1;1
2020-05-21 07:30:00;0;14;1;1;1;1;15;12;1;0
2020-05-21 07:45:00;0;12;0;0;1;1;13;14;0;0
2020-05-21 08:00:00;0;16;0;2;0;2;11;4;0;0
2020-05-21 08:15:00;0;22;0;0;1;1;7;7;0;0
2020-05-21 08:30:00;0;31;0;1;0;3;15;12;1;0
2020-05-21 08:45:00;0;22;0;1;0;1;20;23;1;0
2020-05-21 09:00:00;0;30;0;1;0;6;27;26;5;2
2020-05-21 09:15:00;0;42;0;0;1;3;23;19;3;1
2020-05-21 09:30:00;0;42;0;1;0;2;31;35;1;2
2020-05-21 09:45:00;0;53;0;0;0;1;32;46;3;1
2020-05-21 10:00:00;0;48;1;2;1;4;42;40;10;4
2020-05-21 10:15:00;0;56;0;0;1;5;37;42;6;3
2020-05-21 10:30:00;0;49;1;1;1;7;41;55;3;2
2020-05-21 10:45:00;0;65;1;0;2;4;46;43;4;3
2020-05-21 11:00:00;0;56;4;1;4;3;37;37;4;1
2020-05-21 11:15:00;0;58;1;0;3;8;49;45;1;1
2020-05-21 11:30:00;0;59;0;1;1;7;44;44;5;3
2020-05-21 11:45:00;0;71;0;1;3;3;43;41;9;1
2020-05-21 12:00:00;0;61;0;1;1;8;55;44;7;2
2020-05-21 12:15:00;0;77;1;3;4;7;49;55;3;0
2020-05-21 12:30:00;0;57;1;2;1;9;60;49;4;3
2020-05-21 12:45:00;0;56;2;3;0;10;49;54;5;2
2020-05-21 13:00:00;0;68;2;0;1;15;49;51;2;0
2020-05-21 13:15:00;0;63;2;3;4;11;62;61;3;0
2020-05-21 13:30:00;0;46;1;3;4;4;45;43;5;2
2020-05-21 13:45:00;0;66;3;3;4;13;71;60;5;2
2020-05-21 14:00:00;0;63;1;2;3;11;56;58;9;3
2020-05-21 14:15:00;0;72;1;2;1;9;53;51;7;5
2020-05-21 14:30:00;0;62;0;0;0;4;50;63;5;1
2020-05-21 14:45:00;0;54;2;0;6;11;59;58;8;3
2020-05-21 15:00:00;0;69;0;1;3;6;63;59;4;1
2020-05-21 15:15:00;0;57;1;2;3;7;42;49;4;3
2020-05-21 15:30:00;0;62;1;2;2;12;56;54;8;2
2020-05-21 15:45:00;0;63;0;4;0;10;58;59;3;0
2020-05-21 16:00:00;0;70;1;1;5;9;52;53;4;2
2020-05-21 16:15:00;0;53;0;3;1;5;54;53;5;3
2020-05-21 16:30:00;0;77;1;2;2;9;72;71;4;3
2020-05-21 16:45:00;0;63;2;5;8;5;64;63;2;1
2020-05-21 17:00:00;0;62;2;2;1;14;51;57;8;0
2020-05-21 17:15:00;0;57;3;4;3;12;45;50;5;2
2020-05-21 17:30:00;0;58;1;2;2;9;56;67;4;3
2020-05-21 17:45:00;0;67;2;0;3;7;58;53;6;1
2020-05-21 18:00:00;0;75;0;1;2;5;51;55;3;0
2020-05-21 18:15:00;0;62;1;3;2;13;68;61;6;4
2020-05-21 18:30:00;0;58;1;5;0;9;57;49;4;1
2020-05-21 18:45:00;0;71;4;2;3;4;58;52;3;2
2020-05-21 19:00:00;0;62;1;0;1;7;57;73;4;2
2020-05-21 19:15:00;0;61;2;2;2;5;45;55;3;0
2020-05-21 19:30:00;0;69;2;5;0;8;62;56;3;2
2020-05-21 19:45:00;0;59;1;1;4;8;53;57;3;1
2020-05-21 20:00:00;0;55;1;2;1;12;59;63;7;1
2020-05-21 20:15:00;0;62;1;3;1;7;63;62;6;1
2020-05-21 20:30:00;0;44;2;1;2;11;56;55;0;0
2020-05-21 20:45:00;0;48;1;1;2;7;50;47;2;2
2020-05-21 21:00:00;0;50;1;0;0;16;47;44;1;2
2020-05-21 21:15:00;0;35;1;1;0;7;34;44;2;2
2020-05-21 21:30:00;0;24;2;0;1;3;35;42;5;3
2020-05-21 21:45:00;0;47;1;1;2;9;36;36;0;1
2020-05-21 22:00:00;0;39;1;4;0;6;31;33;6;2
2020-05-21 22:15:00;0;39;1;3;1;5;37;24;3;3
2020-05-21 22:30:00;0;29;0;1;4;2;42;28;2;2
2020-05-21 22:45:00;0;30;0;0;1;8;26;25;2;1
2020-05-21 23:00:00;0;24;1;0;0;2;24;15;1;0
2020-05-21 23:15:00;0;23;0;0;1;5;27;21;1;1
2020-05-21 23:30:00;0;26;3;3;0;3;23;17;2;1
2020-05-21 23:45:00;0;31;2;2;0;4;26;16;1;0
