DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-10-02 00:00:00;2;1;0;0;8;7;4;3;5;2;296;0;0
2019-10-02 00:15:00;3;3;0;0;3;8;5;1;2;0;315;0;1
2019-10-02 00:30:00;2;2;0;0;6;7;14;2;2;0;442;0;0
2019-10-02 00:45:00;3;0;0;0;4;6;6;2;0;0;2457;0;0
2019-10-02 01:00:00;0;0;0;0;1;3;3;1;1;0;1351;0;0
2019-10-02 01:15:00;1;1;0;0;4;5;2;0;1;0;837;0;0
2019-10-02 01:30:00;0;1;0;0;3;5;1;1;2;1;599;0;0
2019-10-02 01:45:00;2;2;0;0;2;3;2;1;1;0;751;0;0
2019-10-02 02:00:00;1;0;0;0;1;2;3;1;1;0;2413;0;0
2019-10-02 02:15:00;0;0;0;0;1;1;0;0;1;0;1955;0;0
2019-10-02 02:30:00;1;0;0;0;2;3;2;2;1;0;1262;0;0
2019-10-02 02:45:00;0;0;0;1;5;7;3;0;1;1;972;0;0
2019-10-02 03:00:00;1;3;0;0;1;2;1;1;0;0;735;0;1
2019-10-02 03:15:00;0;0;0;0;0;1;4;0;0;0;561;0;0
2019-10-02 03:30:00;1;0;0;0;1;2;3;1;1;0;2046;0;0
2019-10-02 03:45:00;1;0;0;0;1;3;1;0;2;0;1625;0;0
2019-10-02 04:00:00;2;0;0;0;0;1;2;1;0;1;1459;0;0
2019-10-02 04:15:00;2;1;0;0;3;3;4;2;1;0;1195;0;0
2019-10-02 04:30:00;1;0;0;0;5;3;5;1;1;0;732;0;0
2019-10-02 04:45:00;2;2;1;2;11;10;8;2;5;2;1947;0;0
2019-10-02 05:00:00;1;3;1;1;5;7;18;17;4;3;1823;0;0
2019-10-02 05:15:00;5;5;1;0;11;9;38;30;2;2;1565;0;0
2019-10-02 05:30:00;2;5;0;3;17;17;50;39;17;6;1103;0;0
2019-10-02 05:45:00;6;4;1;2;42;47;66;57;24;12;649;1;1
2019-10-02 06:00:00;13;13;1;1;49;48;42;35;26;8;1265;0;1
2019-10-02 06:15:00;12;10;0;0;37;44;59;53;30;11;1024;0;4
2019-10-02 06:30:00;9;10;3;3;42;55;71;72;38;19;1810;3;1
2019-10-02 06:45:00;8;9;4;3;50;51;101;90;51;14;1478;4;1
2019-10-02 07:00:00;19;14;0;4;47;55;96;91;49;26;1081;5;3
2019-10-02 07:15:00;22;21;2;4;59;72;97;104;73;42;8;1;4
2019-10-02 07:30:00;26;27;2;10;61;66;101;99;81;44;7;2;3
2019-10-02 07:45:00;39;22;4;11;91;89;84;84;77;42;8;2;1
2019-10-02 08:00:00;33;33;4;11;89;66;95;87;73;56;16;2;2
2019-10-02 08:15:00;30;22;4;10;84;86;71;68;69;32;13;4;4
2019-10-02 08:30:00;33;27;4;7;70;62;78;48;117;34;8;0;2
