DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-08-31 00:00:00;3;5;1;1;1;0;1;2;0;0
2020-08-31 00:15:00;1;3;4;1;0;0;3;1;0;0
2020-08-31 00:30:00;2;0;4;1;0;0;3;2;0;0
2020-08-31 00:45:00;1;3;4;0;1;0;3;2;0;0
2020-08-31 01:00:00;3;2;2;2;0;0;4;1;0;0
2020-08-31 01:15:00;4;3;1;3;1;0;6;0;0;0
2020-08-31 01:30:00;2;2;1;2;0;0;3;1;0;0
2020-08-31 01:45:00;2;4;1;1;2;2;0;1;0;0
2020-08-31 02:00:00;1;1;0;1;0;0;0;0;0;0
2020-08-31 02:15:00;4;3;0;0;0;0;1;0;0;0
2020-08-31 02:30:00;1;1;4;0;0;0;3;0;0;0
2020-08-31 02:45:00;3;3;1;1;0;0;0;1;0;0
2020-08-31 03:00:00;2;2;3;1;0;0;0;2;0;0
2020-08-31 03:15:00;0;1;2;0;0;0;1;0;0;0
2020-08-31 03:30:00;3;3;4;2;0;0;1;0;0;0
2020-08-31 03:45:00;3;2;3;0;0;0;2;0;0;0
2020-08-31 04:00:00;1;2;5;4;0;0;2;1;0;0
2020-08-31 04:15:00;8;8;8;3;1;0;1;2;0;0
2020-08-31 04:30:00;12;4;19;0;1;2;1;1;0;0
2020-08-31 04:45:00;32;16;40;12;0;1;4;4;0;0
2020-08-31 05:00:00;40;10;93;8;1;1;3;4;0;0
2020-08-31 05:15:00;110;16;180;26;3;7;8;5;0;4
2020-08-31 05:30:00;133;17;233;30;0;7;16;9;0;0
2020-08-31 05:45:00;89;19;154;23;3;5;14;4;0;0
2020-08-31 06:00:00;41;14;127;14;2;0;26;10;0;0
2020-08-31 06:15:00;50;21;121;7;0;0;16;6;0;0
2020-08-31 06:30:00;63;38;143;6;0;0;35;7;0;0
2020-08-31 06:45:00;53;26;155;12;0;2;41;12;0;0
2020-08-31 07:00:00;54;32;116;12;2;1;36;7;0;0
2020-08-31 07:15:00;66;32;125;8;3;5;43;5;0;0
2020-08-31 07:30:00;47;35;148;13;3;2;61;7;1;0
2020-08-31 07:45:00;48;34;151;16;3;6;49;8;1;11
2020-08-31 08:00:00;57;33;117;9;5;7;46;7;2;0
2020-08-31 08:15:00;42;32;117;10;4;3;60;9;0;0
2020-08-31 08:30:00;35;47;109;8;8;4;70;14;1;0
2020-08-31 08:45:00;35;40;92;12;1;4;67;13;3;0
2020-08-31 09:00:00;31;39;78;10;6;4;73;12;4;0
2020-08-31 09:15:00;22;44;87;11;5;6;79;7;2;0
2020-08-31 09:30:00;31;44;65;8;6;7;71;4;5;0
2020-08-31 09:45:00;28;51;87;10;5;2;86;12;1;0
2020-08-31 10:00:00;25;42;87;7;12;5;101;8;2;2
2020-08-31 10:15:00;37;54;84;10;11;8;82;9;2;0
2020-08-31 10:30:00;44;48;102;8;12;7;79;12;0;0
2020-08-31 10:45:00;37;53;102;5;12;3;81;12;1;1
2020-08-31 11:00:00;31;46;91;4;8;2;84;15;2;1
2020-08-31 11:15:00;27;50;105;7;7;2;85;7;2;5
2020-08-31 11:30:00;35;46;100;9;15;8;84;10;8;2
2020-08-31 11:45:00;43;78;109;10;13;4;78;17;3;0
2020-08-31 12:00:00;29;52;99;9;13;2;91;16;4;0
2020-08-31 12:15:00;43;50;103;11;8;4;72;20;0;0
2020-08-31 12:30:00;36;55;101;12;9;8;67;13;0;0
2020-08-31 12:45:00;55;57;110;9;11;6;83;12;0;2
2020-08-31 13:00:00;62;38;141;10;5;4;77;13;3;0
2020-08-31 13:15:00;86;52;171;16;12;13;75;14;1;0
2020-08-31 13:30:00;93;51;219;25;12;11;67;16;0;0
2020-08-31 13:45:00;91;52;219;25;13;6;82;17;1;1
2020-08-31 14:00:00;95;72;157;23;24;5;149;58;1;0
2020-08-31 14:15:00;41;65;132;17;76;5;169;60;0;0
2020-08-31 14:30:00;16;88;110;9;91;6;183;51;1;2
2020-08-31 14:45:00;18;90;98;8;32;3;195;26;1;0
2020-08-31 15:00:00;31;63;129;15;32;7;180;37;0;0
2020-08-31 15:15:00;29;68;130;9;12;5;157;25;0;0
2020-08-31 15:30:00;32;64;130;9;28;4;149;31;6;10
2020-08-31 15:45:00;29;51;104;12;13;2;115;19;3;14
2020-08-31 16:00:00;35;73;121;11;23;6;149;20;2;10
2020-08-31 16:15:00;30;56;101;10;13;3;149;25;0;0
2020-08-31 16:30:00;41;75;116;15;11;5;145;34;3;0
2020-08-31 16:45:00;45;66;99;8;15;6;125;19;2;0
2020-08-31 17:00:00;32;60;118;7;18;5;133;24;0;0
2020-08-31 17:15:00;35;59;93;8;13;4;104;19;1;0
2020-08-31 17:30:00;38;65;96;7;20;3;96;22;6;0
2020-08-31 17:45:00;21;40;74;7;14;3;96;9;0;1
2020-08-31 18:00:00;27;62;103;6;12;3;103;18;3;0
2020-08-31 18:15:00;33;46;80;8;8;4;82;19;2;0
2020-08-31 18:30:00;39;52;87;10;15;2;70;15;7;12
2020-08-31 18:45:00;24;44;125;7;5;5;66;13;5;0
2020-08-31 19:00:00;28;32;83;9;7;7;53;9;3;0
2020-08-31 19:15:00;24;35;86;6;4;0;35;17;2;3
2020-08-31 19:30:00;28;27;60;8;8;4;36;14;0;0
2020-08-31 19:45:00;19;20;67;5;4;1;32;10;1;5
2020-08-31 20:00:00;24;28;56;6;3;2;22;7;4;0
2020-08-31 20:15:00;25;23;68;3;2;0;25;12;0;0
2020-08-31 20:30:00;33;17;59;2;0;0;24;12;0;0
2020-08-31 20:45:00;40;17;104;4;1;1;16;10;0;0
2020-08-31 21:00:00;91;17;136;6;5;3;15;7;0;0
2020-08-31 21:15:00;158;20;164;10;0;7;13;15;0;0
2020-08-31 21:30:00;108;22;167;24;10;4;41;22;0;0
2020-08-31 21:45:00;41;36;33;20;21;4;134;51;0;0
2020-08-31 22:00:00;34;59;31;14;81;2;219;76;1;0
2020-08-31 22:15:00;11;21;25;10;67;6;115;45;0;0
2020-08-31 22:30:00;6;11;13;5;15;1;19;8;0;0
2020-08-31 22:45:00;9;12;15;4;1;0;21;4;0;0
2020-08-31 23:00:00;4;6;12;3;2;0;10;4;0;0
2020-08-31 23:15:00;6;6;18;6;0;0;8;5;0;0
2020-08-31 23:30:00;7;5;8;2;1;1;9;3;0;0
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
