DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-02-27 00:00:00;10;2;0;3;7;5;5
2020-02-27 00:15:00;11;6;0;2;2;9;4
2020-02-27 00:30:00;9;2;1;0;1;12;2
2020-02-27 00:45:00;8;1;0;2;5;9;3
2020-02-27 01:00:00;2;2;0;1;4;8;6
2020-02-27 01:15:00;6;3;0;0;0;4;4
2020-02-27 01:30:00;4;4;0;1;1;4;1
2020-02-27 01:45:00;9;7;0;0;0;4;2
2020-02-27 02:00:00;11;1;0;0;0;1;0
2020-02-27 02:15:00;3;6;0;1;1;5;1
2020-02-27 02:30:00;6;5;0;2;4;4;1
2020-02-27 02:45:00;9;4;0;1;3;6;1
2020-02-27 03:00:00;3;2;0;0;0;4;3
2020-02-27 03:15:00;5;3;0;0;1;9;3
2020-02-27 03:30:00;3;6;0;0;1;4;0
2020-02-27 03:45:00;6;2;0;1;1;10;3
2020-02-27 04:00:00;6;5;0;2;3;7;2
2020-02-27 04:15:00;13;6;0;3;3;12;4
2020-02-27 04:30:00;12;12;0;2;2;14;3
2020-02-27 04:45:00;19;10;1;5;5;28;10
2020-02-27 05:00:00;25;34;2;7;7;65;56
2020-02-27 05:15:00;52;39;0;15;15;128;118
2020-02-27 05:30:00;65;47;0;8;12;104;95
2020-02-27 05:45:00;83;58;6;7;23;140;130
2020-02-27 06:00:00;98;71;3;12;17;114;117
2020-02-27 06:15:00;104;82;5;10;27;137;141
2020-02-27 06:30:00;64;84;5;16;34;164;188
2020-02-27 06:45:00;83;75;3;13;23;152;161
2020-02-27 07:00:00;52;55;3;13;33;135;146
2020-02-27 07:15:00;63;71;5;23;39;181;187
2020-02-27 07:30:00;67;73;3;18;46;168;181
2020-02-27 07:45:00;90;89;3;18;47;153;167
2020-02-27 08:00:00;65;67;7;16;29;137;137
2020-02-27 08:15:00;84;76;4;14;30;118;152
2020-02-27 08:30:00;61;69;6;9;31;125;144
2020-02-27 08:45:00;72;69;2;9;22;107;127
2020-02-27 09:00:00;76;64;5;11;20;96;119
2020-02-27 09:15:00;82;67;0;22;28;94;131
2020-02-27 09:30:00;93;61;6;19;34;89;100
2020-02-27 09:45:00;106;75;8;14;34;96;93
2020-02-27 10:00:00;113;76;5;11;28;84;73
2020-02-27 10:15:00;115;58;5;14;28;82;83
2020-02-27 10:30:00;107;57;4;10;32;93;83
2020-02-27 10:45:00;107;58;3;11;25;88;71
2020-02-27 11:00:00;101;67;6;12;30;93;85
2020-02-27 11:15:00;116;73;6;9;27;83;71
2020-02-27 11:30:00;124;77;9;14;27;94;77
2020-02-27 11:45:00;126;66;9;16;35;72;64
2020-02-27 12:00:00;98;76;5;9;27;70;64
2020-02-27 12:15:00;104;83;2;21;29;82;81
2020-02-27 12:30:00;112;78;7;12;31;62;61
2020-02-27 12:45:00;105;102;8;13;35;76;72
2020-02-27 13:00:00;113;92;8;16;36;104;111
2020-02-27 13:15:00;141;90;8;17;34;118;124
2020-02-27 13:30:00;136;85;9;14;47;114;141
2020-02-27 13:45:00;117;96;9;16;35;117;96
2020-02-27 14:00:00;135;108;1;18;39;90;93
2020-02-27 14:15:00;214;194;9;23;50;106;104
2020-02-27 14:30:00;201;158;7;28;42;89;104
2020-02-27 14:45:00;169;134;2;16;32;91;90
2020-02-27 15:00:00;163;144;6;19;61;86;86
2020-02-27 15:15:00;218;187;9;17;48;91;88
2020-02-27 15:30:00;216;185;5;25;52;92;104
2020-02-27 15:45:00;176;194;13;20;40;106;107
2020-02-27 16:00:00;196;194;9;25;50;104;101
2020-02-27 16:15:00;206;190;13;22;52;95;110
2020-02-27 16:30:00;175;179;9;26;49;117;127
2020-02-27 16:45:00;215;194;3;23;46;98;98
2020-02-27 17:00:00;173;143;6;22;46;95;104
2020-02-27 17:15:00;178;124;4;19;40;72;90
2020-02-27 17:30:00;168;137;4;17;42;81;92
2020-02-27 17:45:00;166;139;7;12;27;83;99
2020-02-27 18:00:00;133;133;4;28;34;81;94
2020-02-27 18:15:00;123;92;4;13;30;71;78
2020-02-27 18:30:00;105;96;3;15;24;68;57
2020-02-27 18:45:00;98;80;3;16;21;69;56
2020-02-27 19:00:00;87;65;3;14;25;73;62
2020-02-27 19:15:00;92;60;8;15;36;58;46
2020-02-27 19:30:00;69;59;6;24;26;47;44
2020-02-27 19:45:00;54;42;4;13;21;52;32
2020-02-27 20:00:00;58;42;2;8;18;46;31
2020-02-27 20:15:00;56;44;4;7;18;66;37
2020-02-27 20:30:00;50;17;5;14;19;46;36
2020-02-27 20:45:00;54;21;1;17;21;50;35
2020-02-27 21:00:00;60;31;0;13;16;74;71
2020-02-27 21:15:00;46;16;0;10;16;84;58
2020-02-27 21:30:00;51;23;2;9;20;51;30
2020-02-27 21:45:00;101;76;3;6;13;34;16
2020-02-27 22:00:00;120;80;2;11;26;36;38
2020-02-27 22:15:00;79;44;3;6;10;25;19
2020-02-27 22:30:00;29;21;2;6;13;30;17
2020-02-27 22:45:00;32;11;2;4;9;18;12
2020-02-27 23:00:00;23;12;2;6;8;16;6
2020-02-27 23:15:00;19;14;1;1;6;24;9
2020-02-27 23:30:00;14;6;0;2;3;13;7
2020-02-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
