DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-12-12 00:00:00;5;6;0;0;7;2;0;0;0;0;5;6;2;8;2;0;0
2020-12-12 00:15:00;7;5;0;0;5;2;0;0;0;0;7;5;3;7;4;0;0
2020-12-12 00:30:00;5;1;0;0;5;5;3;3;1;0;3;1;5;10;5;0;0
2020-12-12 00:45:00;6;1;1;0;6;2;2;2;1;0;7;1;2;8;2;0;0
2020-12-12 01:00:00;8;1;0;0;7;1;1;2;0;0;7;1;1;8;1;0;0
2020-12-12 01:15:00;5;4;0;0;1;1;1;1;0;0;5;4;1;1;1;0;0
2020-12-12 01:30:00;4;0;0;0;3;3;0;0;0;0;3;0;3;6;3;0;0
2020-12-12 01:45:00;6;2;0;0;1;4;0;0;0;1;5;2;4;5;4;0;0
2020-12-12 02:00:00;2;0;0;0;5;1;0;0;0;0;2;0;1;5;2;0;0
2020-12-12 02:15:00;3;0;0;0;1;1;0;0;0;0;3;0;0;2;0;0;0
2020-12-12 02:30:00;1;0;0;0;5;0;1;1;1;0;1;0;0;5;0;0;0
2020-12-12 02:45:00;1;2;0;0;2;0;0;0;0;0;1;2;0;2;0;0;0
2020-12-12 03:00:00;2;0;0;0;1;2;0;0;0;0;2;0;1;2;1;0;0
2020-12-12 03:15:00;1;2;0;0;3;0;0;0;0;0;1;2;0;3;0;0;0
2020-12-12 03:30:00;3;0;0;0;4;1;0;0;0;0;3;0;1;5;1;0;0
2020-12-12 03:45:00;2;1;0;0;4;2;0;0;0;0;2;1;2;6;2;0;0
2020-12-12 04:00:00;2;1;0;0;3;0;0;0;0;0;1;1;0;3;0;0;0
2020-12-12 04:15:00;3;0;0;0;4;0;0;0;0;0;3;0;0;4;0;0;0
2020-12-12 04:30:00;2;1;0;0;6;1;1;1;1;0;2;1;1;7;1;0;0
2020-12-12 04:45:00;4;3;0;0;11;1;0;0;0;0;4;3;1;11;1;0;0
2020-12-12 05:00:00;5;2;0;0;9;3;0;0;0;0;5;3;3;12;3;0;0
2020-12-12 05:15:00;14;9;1;0;20;6;0;0;0;1;12;11;5;24;5;0;0
2020-12-12 05:30:00;15;14;0;0;22;2;0;0;0;1;13;13;2;24;2;0;0
2020-12-12 05:45:00;19;14;0;2;14;7;1;1;1;2;19;15;7;19;7;0;0
2020-12-12 06:00:00;21;9;0;0;12;3;1;1;1;0;21;10;3;14;3;0;0
2020-12-12 06:15:00;24;14;0;0;20;9;0;0;0;1;23;15;10;29;9;0;0
2020-12-12 06:30:00;15;13;0;0;20;4;0;0;0;0;15;13;4;23;4;0;0
2020-12-12 06:45:00;18;13;0;0;16;3;0;0;0;0;17;14;3;19;3;0;0
2020-12-12 07:00:00;27;11;0;0;19;6;0;0;0;0;25;12;6;25;6;0;0
2020-12-12 07:15:00;25;15;0;0;23;6;0;0;0;0;22;16;6;29;6;0;0
2020-12-12 07:30:00;39;16;0;0;19;6;1;1;0;0;36;18;5;25;5;0;0
2020-12-12 07:45:00;51;30;0;0;36;11;0;0;0;1;43;37;10;47;10;0;0
2020-12-12 08:00:00;43;32;0;0;30;11;1;1;1;0;41;34;11;40;11;0;0
2020-12-12 08:15:00;47;35;0;0;37;19;1;2;0;0;41;36;19;50;18;0;0
2020-12-12 08:30:00;51;41;0;0;61;23;1;1;1;0;49;41;24;81;22;0;0
2020-12-12 08:45:00;69;62;0;0;57;41;3;3;1;0;58;63;43;91;43;0;0
2020-12-12 09:00:00;60;67;0;1;55;29;6;6;1;0;57;70;28;78;27;0;0
2020-12-12 09:15:00;79;77;0;0;66;41;6;7;4;1;74;79;36;98;36;0;0
2020-12-12 09:30:00;98;93;0;0;80;31;8;8;4;0;91;98;32;104;30;0;0
2020-12-12 09:45:00;108;118;0;0;100;56;12;12;6;0;103;119;60;147;58;6;2
2020-12-12 10:00:00;116;134;0;1;110;43;8;8;4;0;107;132;46;142;47;1;0
2020-12-12 10:15:00;127;132;0;0;132;67;11;12;7;0;122;133;68;191;68;0;0
2020-12-12 10:30:00;143;158;0;1;132;77;15;15;7;0;133;163;74;189;75;0;0
2020-12-12 10:45:00;132;167;0;0;132;82;21;21;7;2;126;173;88;195;86;0;1
2020-12-12 11:00:00;134;153;0;0;162;79;14;14;8;0;134;151;85;221;84;0;0
2020-12-12 11:15:00;127;149;1;0;161;111;24;24;13;0;115;159;109;248;108;0;0
2020-12-12 11:30:00;138;145;1;1;167;95;22;22;5;0;129;149;94;239;89;0;0
2020-12-12 11:45:00;111;147;0;0;162;102;24;24;7;2;108;147;106;232;104;0;0
2020-12-12 12:00:00;118;137;0;1;147;85;19;19;12;0;114;144;86;217;83;6;0
2020-12-12 12:15:00;121;143;0;0;144;99;16;16;7;0;117;148;107;227;106;0;5
2020-12-12 12:30:00;112;153;0;0;165;87;15;15;6;0;106;158;91;235;91;2;0
2020-12-12 12:45:00;133;135;0;0;133;75;15;15;5;1;128;137;71;194;73;0;0
2020-12-12 13:00:00;119;156;1;0;170;86;24;24;10;1;113;160;89;237;93;1;1
2020-12-12 13:15:00;130;148;0;0;166;90;14;14;6;1;130;151;93;231;92;9;1
2020-12-12 13:30:00;134;145;0;0;172;79;27;27;5;1;127;146;82;235;82;1;0
