DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-02-13 00:00:00;3;7;2;1;2;0;2;2;0;0
2020-02-13 00:15:00;2;3;4;0;0;0;0;1;0;0
2020-02-13 00:30:00;2;5;0;0;1;0;0;1;0;0
2020-02-13 00:45:00;6;7;3;1;0;0;0;1;0;0
2020-02-13 01:00:00;2;1;2;0;0;1;0;1;0;0
2020-02-13 01:15:00;2;3;0;0;1;2;1;1;0;0
2020-02-13 01:30:00;2;2;2;1;0;0;0;0;0;0
2020-02-13 01:45:00;3;2;0;0;0;0;0;0;0;0
2020-02-13 02:00:00;0;0;2;0;1;0;1;0;0;0
2020-02-13 02:15:00;2;3;1;0;1;0;0;2;0;0
2020-02-13 02:30:00;2;8;3;2;0;0;0;1;0;0
2020-02-13 02:45:00;4;3;1;2;0;0;1;0;0;0
2020-02-13 03:00:00;3;4;1;0;0;0;1;0;0;0
2020-02-13 03:15:00;3;2;2;1;1;0;1;2;0;0
2020-02-13 03:30:00;3;4;2;2;0;0;0;2;0;0
2020-02-13 03:45:00;6;6;4;1;0;0;0;1;0;0
2020-02-13 04:00:00;2;3;4;3;0;0;0;2;0;0
2020-02-13 04:15:00;9;2;5;1;1;1;0;2;0;0
2020-02-13 04:30:00;9;6;3;1;0;0;0;3;0;0
2020-02-13 04:45:00;21;10;28;4;2;1;3;1;0;0
2020-02-13 05:00:00;48;14;42;4;2;1;0;2;0;0
2020-02-13 05:15:00;111;11;133;5;0;4;2;11;0;0
2020-02-13 05:30:00;183;22;147;12;5;11;15;19;0;0
2020-02-13 05:45:00;101;29;84;13;27;3;67;64;0;0
2020-02-13 06:00:00;61;32;77;10;68;3;134;107;1;1
2020-02-13 06:15:00;74;33;115;5;33;0;67;41;0;0
2020-02-13 06:30:00;86;46;120;5;6;1;13;8;0;0
2020-02-13 06:45:00;99;64;114;5;4;5;5;13;0;0
2020-02-13 07:00:00;82;38;112;6;5;6;6;4;0;0
2020-02-13 07:15:00;67;35;107;6;4;3;7;5;0;0
2020-02-13 07:30:00;74;59;143;5;4;7;11;8;0;4
2020-02-13 07:45:00;78;58;150;13;4;6;15;10;1;2
2020-02-13 08:00:00;81;54;143;12;8;8;8;7;0;0
2020-02-13 08:15:00;75;65;91;10;6;5;12;12;0;0
2020-02-13 08:30:00;64;57;117;3;4;1;12;5;11;0
2020-02-13 08:45:00;70;51;69;5;5;2;17;10;3;0
2020-02-13 09:00:00;39;41;49;3;3;4;5;11;0;0
2020-02-13 09:15:00;39;44;52;4;5;2;8;4;0;1
2020-02-13 09:30:00;36;42;49;4;3;4;13;8;5;0
2020-02-13 09:45:00;33;50;71;3;7;5;13;12;2;1
2020-02-13 10:00:00;48;55;52;2;9;2;6;14;1;0
2020-02-13 10:15:00;29;40;68;3;10;2;17;16;0;0
2020-02-13 10:30:00;19;43;71;4;1;2;19;9;0;1
2020-02-13 10:45:00;18;43;59;7;5;4;11;9;1;0
2020-02-13 11:00:00;25;41;56;4;6;4;12;15;1;0
2020-02-13 11:15:00;29;48;68;1;6;3;14;12;0;2
2020-02-13 11:30:00;37;50;74;5;9;2;27;19;1;5
2020-02-13 11:45:00;35;53;81;4;14;4;22;23;4;21
2020-02-13 12:00:00;36;56;77;4;10;9;15;16;5;4
2020-02-13 12:15:00;44;52;90;8;10;6;25;15;4;0
2020-02-13 12:30:00;41;52;58;6;10;4;14;15;0;0
2020-02-13 12:45:00;49;53;90;8;13;6;29;12;0;0
2020-02-13 13:00:00;71;72;87;10;3;6;22;16;1;1
2020-02-13 13:15:00;98;49;106;12;10;12;21;14;4;87
2020-02-13 13:30:00;109;52;119;20;13;11;21;18;0;0
2020-02-13 13:45:00;89;61;108;11;14;4;27;16;1;1
2020-02-13 14:00:00;73;79;91;7;76;4;89;75;0;0
2020-02-13 14:15:00;31;74;56;9;74;6;170;101;1;7
2020-02-13 14:30:00;33;101;80;6;25;5;126;48;4;0
2020-02-13 14:45:00;40;71;77;7;14;2;35;27;0;0
2020-02-13 15:00:00;35;73;70;12;17;7;68;34;5;0
2020-02-13 15:15:00;25;97;75;3;29;1;56;33;1;0
2020-02-13 15:30:00;44;105;84;7;21;6;56;39;2;3
2020-02-13 15:45:00;43;80;83;5;18;5;44;35;3;14
2020-02-13 16:00:00;40;99;128;8;24;4;57;30;3;9
2020-02-13 16:15:00;36;87;80;16;24;2;48;37;1;3
2020-02-13 16:30:00;43;102;88;9;29;5;61;32;2;7
2020-02-13 16:45:00;41;79;82;3;19;3;51;28;3;25
2020-02-13 17:00:00;47;90;90;6;24;3;38;31;2;1
2020-02-13 17:15:00;36;66;84;7;14;3;40;26;2;0
2020-02-13 17:30:00;41;77;107;6;18;6;31;19;2;8
2020-02-13 17:45:00;35;64;88;3;19;8;29;18;1;3
2020-02-13 18:00:00;25;71;57;2;16;3;37;23;6;59
