DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-12-10 00:00:00;0;3;1;3;3;0;0
2020-12-10 00:15:00;0;5;6;7;3;3;3
2020-12-10 00:30:00;0;5;7;7;6;0;0
2020-12-10 00:45:00;0;5;6;3;2;0;0
2020-12-10 01:00:00;0;10;2;3;4;0;0
2020-12-10 01:15:00;0;3;3;3;2;0;0
2020-12-10 01:30:00;0;4;4;4;0;0;0
2020-12-10 01:45:00;0;3;1;7;2;0;0
2020-12-10 02:00:00;0;3;1;6;1;0;0
2020-12-10 02:15:00;0;4;2;1;1;0;0
2020-12-10 02:30:00;0;2;0;8;3;0;0
2020-12-10 02:45:00;0;3;0;5;1;0;0
2020-12-10 03:00:00;0;0;1;6;0;0;0
2020-12-10 03:15:00;0;5;2;8;0;0;0
2020-12-10 03:30:00;0;5;3;5;0;0;0
2020-12-10 03:45:00;0;6;2;5;2;0;0
2020-12-10 04:00:00;0;5;0;3;2;0;0
2020-12-10 04:15:00;5;12;2;8;4;0;0
2020-12-10 04:30:00;0;12;11;13;7;0;0
2020-12-10 04:45:00;0;29;14;6;3;0;0
2020-12-10 05:00:00;0;56;42;28;15;0;0
2020-12-10 05:15:00;105;73;70;23;23;0;0
2020-12-10 05:30:00;0;60;70;47;23;2;2
2020-12-10 05:45:00;4;51;57;51;49;2;2
2020-12-10 06:00:00;5;37;47;63;49;5;5
2020-12-10 06:15:00;20;74;81;68;63;3;3
2020-12-10 06:30:00;0;92;114;72;48;8;8
2020-12-10 06:45:00;9;109;112;71;69;3;3
2020-12-10 07:00:00;7;117;134;71;67;6;6
2020-12-10 07:15:00;42;135;143;88;93;6;5
2020-12-10 07:30:00;45;140;139;90;122;5;6
2020-12-10 07:45:00;104;174;124;120;143;6;6
2020-12-10 08:00:00;7;112;99;98;84;5;5
2020-12-10 08:15:00;37;95;98;88;88;4;4
2020-12-10 08:30:00;21;99;99;101;86;4;4
2020-12-10 08:45:00;23;91;97;97;93;3;3
2020-12-10 09:00:00;12;87;83;82;73;5;5
2020-12-10 09:15:00;4;79;93;93;92;2;2
2020-12-10 09:30:00;11;91;89;98;77;6;6
2020-12-10 09:45:00;3;107;104;96;99;2;2
2020-12-10 10:00:00;0;98;76;112;104;3;3
2020-12-10 10:15:00;9;99;98;98;107;4;4
2020-12-10 10:30:00;15;89;110;122;97;5;5
2020-12-10 10:45:00;32;104;101;115;91;2;2
2020-12-10 11:00:00;5;82;100;90;104;4;4
2020-12-10 11:15:00;3;117;86;118;102;4;3
2020-12-10 11:30:00;11;98;99;116;95;4;5
2020-12-10 11:45:00;10;93;101;125;105;5;5
2020-12-10 12:00:00;17;102;98;91;104;3;3
2020-12-10 12:15:00;17;94;85;113;113;2;2
2020-12-10 12:30:00;5;90;92;106;122;4;4
2020-12-10 12:45:00;73;110;115;99;105;4;4
2020-12-10 13:00:00;58;128;110;119;123;3;3
2020-12-10 13:15:00;40;111;113;118;120;9;9
2020-12-10 13:30:00;53;138;137;105;101;7;7
2020-12-10 13:45:00;6;111;135;122;124;2;2
2020-12-10 14:00:00;26;95;102;125;132;4;4
2020-12-10 14:15:00;11;92;82;114;137;3;3
2020-12-10 14:30:00;21;98;90;152;167;6;6
2020-12-10 14:45:00;7;105;116;149;146;3;3
2020-12-10 15:00:00;6;141;116;126;150;6;6
2020-12-10 15:15:00;5;112;123;148;159;2;2
2020-12-10 15:30:00;17;121;118;133;151;5;5
2020-12-10 15:45:00;15;137;121;127;147;5;5
2020-12-10 16:00:00;133;122;110;146;157;3;3
2020-12-10 16:15:00;14;112;94;151;177;4;4
2020-12-10 16:30:00;13;122;104;145;170;5;5
2020-12-10 16:45:00;35;113;105;147;157;4;4
2020-12-10 17:00:00;35;97;88;129;178;4;4
2020-12-10 17:15:00;6;94;86;150;166;3;3
2020-12-10 17:30:00;10;102;103;125;133;5;4
2020-12-10 17:45:00;12;106;101;131;131;4;5
2020-12-10 18:00:00;33;97;79;119;120;3;3
2020-12-10 18:15:00;31;75;71;123;130;4;4
2020-12-10 18:30:00;18;61;73;95;93;5;5
2020-12-10 18:45:00;16;71;63;105;85;3;3
2020-12-10 19:00:00;49;69;69;77;66;3;3
2020-12-10 19:15:00;0;62;65;72;55;4;3
2020-12-10 19:30:00;6;57;47;58;45;4;5
2020-12-10 19:45:00;1;45;46;60;40;2;2
2020-12-10 20:00:00;2;45;40;48;57;2;2
2020-12-10 20:15:00;0;41;41;55;42;3;3
2020-12-10 20:30:00;4;38;44;39;29;3;3
2020-12-10 20:45:00;0;34;40;46;32;1;1
2020-12-10 21:00:00;9;50;47;32;34;3;3
2020-12-10 21:15:00;2;44;41;33;21;1;1
2020-12-10 21:30:00;0;21;24;31;24;1;1
2020-12-10 21:45:00;0;14;16;44;33;1;1
2020-12-10 22:00:00;4;19;9;60;59;2;2
2020-12-10 22:15:00;0;13;13;44;46;2;2
2020-12-10 22:30:00;0;13;12;22;12;2;2
2020-12-10 22:45:00;0;11;11;22;12;1;1
2020-12-10 23:00:00;0;18;11;16;10;2;2
2020-12-10 23:15:00;0;12;15;14;7;1;1
2020-12-10 23:30:00;0;12;11;10;5;1;1
2020-12-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
