DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-03-13 00:00:00;4;5;1;2;3;3;0;3
2020-03-13 00:15:00;6;3;2;1;1;3;0;8
2020-03-13 00:30:00;6;0;1;1;2;3;0;2
2020-03-13 00:45:00;3;7;5;4;5;3;0;2
2020-03-13 01:00:00;3;3;0;5;2;0;0;1
2020-03-13 01:15:00;4;3;0;3;2;3;0;2
2020-03-13 01:30:00;3;1;2;0;0;3;0;1
2020-03-13 01:45:00;2;2;0;2;2;2;0;1
2020-03-13 02:00:00;1;1;1;1;0;1;0;0
2020-03-13 02:15:00;3;2;1;2;1;1;0;1
2020-03-13 02:30:00;1;3;2;3;1;1;0;0
2020-03-13 02:45:00;3;0;0;1;0;0;0;2
2020-03-13 03:00:00;1;0;0;2;1;1;0;1
2020-03-13 03:15:00;2;0;2;1;1;1;0;3
2020-03-13 03:30:00;5;1;1;1;2;2;0;0
2020-03-13 03:45:00;1;1;2;1;2;1;0;1
2020-03-13 04:00:00;5;6;2;0;1;0;0;0
2020-03-13 04:15:00;5;5;2;2;0;1;0;1
2020-03-13 04:30:00;5;3;2;2;0;0;0;1
2020-03-13 04:45:00;2;16;16;2;4;7;0;4
2020-03-13 05:00:00;7;13;22;4;7;17;0;2
2020-03-13 05:15:00;25;26;64;11;5;20;0;14
2020-03-13 05:30:00;28;36;77;13;12;28;0;23
2020-03-13 05:45:00;57;38;75;42;28;14;0;17
2020-03-13 06:00:00;31;31;51;46;23;23;0;16
2020-03-13 06:15:00;40;40;78;19;27;29;0;18
2020-03-13 06:30:00;56;51;79;17;52;45;0;29
2020-03-13 06:45:00;59;52;70;16;30;31;0;35
2020-03-13 07:00:00;84;57;88;22;57;40;0;42
2020-03-13 07:15:00;102;80;87;26;67;58;0;44
2020-03-13 07:30:00;119;85;99;34;67;62;0;55
2020-03-13 07:45:00;106;103;91;29;42;50;0;64
2020-03-13 08:00:00;77;55;77;31;68;42;0;45
2020-03-13 08:15:00;63;50;52;32;43;33;0;51
2020-03-13 08:30:00;78;58;67;33;40;27;0;41
2020-03-13 08:45:00;69;57;49;27;28;22;0;42
2020-03-13 09:00:00;65;50;42;26;38;35;0;35
2020-03-13 09:15:00;57;48;45;33;54;30;0;42
2020-03-13 09:30:00;56;30;32;28;51;30;0;36
2020-03-13 09:45:00;59;44;34;33;39;37;0;34
2020-03-13 10:00:00;68;36;22;25;32;27;0;28
2020-03-13 10:15:00;68;50;28;27;39;34;0;45
2020-03-13 10:30:00;56;39;20;30;29;29;0;48
2020-03-13 10:45:00;61;44;30;34;38;30;0;38
2020-03-13 11:00:00;72;54;27;25;30;35;0;42
2020-03-13 11:15:00;67;46;21;38;33;40;0;52
2020-03-13 11:30:00;52;51;28;36;34;40;0;64
2020-03-13 11:45:00;64;59;29;40;50;34;0;44
