DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-12-10 00:00:00;8;5;1;3;2;6;9;2;7;0;1;0
2020-12-10 00:15:00;10;4;2;1;4;7;12;4;7;1;0;0
2020-12-10 00:30:00;8;6;0;4;5;7;8;7;8;0;0;0
2020-12-10 00:45:00;5;3;0;0;8;8;6;5;6;0;0;0
2020-12-10 01:00:00;8;5;0;0;8;3;7;6;4;0;0;1
2020-12-10 01:15:00;6;4;2;0;5;5;6;7;5;1;0;1
2020-12-10 01:30:00;8;6;0;0;1;2;8;1;2;0;0;0
2020-12-10 01:45:00;10;4;0;0;4;4;10;5;4;0;0;0
2020-12-10 02:00:00;6;3;0;0;2;4;6;3;3;1;0;1
2020-12-10 02:15:00;4;3;0;0;2;4;5;2;4;0;0;0
2020-12-10 02:30:00;12;4;1;2;2;2;11;3;1;0;0;0
2020-12-10 02:45:00;9;6;0;0;1;3;9;0;1;0;0;0
2020-12-10 03:00:00;7;3;0;1;3;6;7;3;7;0;0;1
2020-12-10 03:15:00;7;3;0;0;4;3;7;3;1;0;0;1
2020-12-10 03:30:00;7;2;1;1;4;6;7;6;8;0;0;0
2020-12-10 03:45:00;7;2;0;1;3;6;7;5;7;0;0;1
2020-12-10 04:00:00;11;6;1;0;9;6;12;9;11;0;0;0
2020-12-10 04:15:00;19;8;0;0;4;9;17;7;9;1;0;0
2020-12-10 04:30:00;17;7;1;0;7;13;17;8;13;1;0;1
2020-12-10 04:45:00;23;13;0;1;25;25;23;25;26;0;0;2
2020-12-10 05:00:00;49;22;5;6;28;36;48;35;33;2;0;0
2020-12-10 05:15:00;62;15;1;2;46;66;56;52;46;2;0;5
2020-12-10 05:30:00;91;31;4;5;52;63;88;59;51;0;0;5
2020-12-10 05:45:00;146;31;8;10;29;67;144;59;48;0;0;1
2020-12-10 06:00:00;192;50;7;9;35;49;179;38;39;0;0;3
2020-12-10 06:15:00;172;43;7;15;28;65;175;53;57;1;0;4
2020-12-10 06:30:00;151;30;10;11;40;110;147;70;82;3;0;4
2020-12-10 06:45:00;165;45;9;11;40;99;177;79;65;2;0;8
2020-12-10 07:00:00;150;35;11;13;43;105;156;83;67;4;0;8
2020-12-10 07:15:00;197;37;13;33;24;99;190;74;64;2;1;14
2020-12-10 07:30:00;200;52;25;45;41;146;220;96;72;2;2;15
2020-12-10 07:45:00;188;48;18;36;50;106;209;82;95;6;0;11
2020-12-10 08:00:00;174;36;28;28;54;108;193;92;104;6;2;9
2020-12-10 08:15:00;187;37;22;18;91;143;204;95;117;4;0;7
2020-12-10 08:30:00;177;31;28;29;83;136;191;97;125;3;1;6
2020-12-10 08:45:00;166;41;23;20;84;143;195;86;123;2;1;3
2020-12-10 09:00:00;129;34;18;26;79;120;136;67;116;1;2;3
2020-12-10 09:15:00;158;35;27;29;104;124;173;89;123;2;0;5
2020-12-10 09:30:00;140;36;21;24;99;155;171;98;143;3;4;9
2020-12-10 09:45:00;197;27;27;27;99;135;206;89;131;0;2;2
2020-12-10 10:00:00;197;25;18;28;90;136;199;99;120;2;1;2
2020-12-10 10:15:00;165;23;39;42;86;124;176;108;131;3;2;4
2020-12-10 10:30:00;197;35;29;44;89;141;208;96;136;1;0;1
2020-12-10 10:45:00;192;31;41;52;101;146;210;121;141;2;1;6
2020-12-10 11:00:00;199;32;28;37;68;87;210;101;122;3;3;2
2020-12-10 11:15:00;203;33;27;62;69;87;216;89;130;3;0;5
2020-12-10 11:30:00;200;27;36;57;59;76;211;104;131;1;1;3
2020-12-10 11:45:00;224;32;37;54;44;63;234;93;124;1;2;6
2020-12-10 12:00:00;223;32;32;51;48;49;247;99;107;2;2;5
2020-12-10 12:15:00;184;22;33;62;77;69;187;110;121;1;1;7
2020-12-10 12:30:00;266;29;32;63;78;65;238;107;142;2;2;5
2020-12-10 12:45:00;220;30;39;51;58;60;183;111;124;3;2;4
2020-12-10 13:00:00;227;34;40;63;82;79;212;128;161;2;2;13
2020-12-10 13:15:00;210;30;24;68;95;74;189;135;146;3;3;10
2020-12-10 13:30:00;225;28;33;58;70;98;213;123;166;1;1;4
2020-12-10 13:45:00;217;26;21;69;62;142;201;122;175;3;4;8
2020-12-10 14:00:00;250;37;29;54;83;69;232;95;132;2;3;5
2020-12-10 14:15:00;270;31;18;45;61;77;258;82;112;2;0;8
2020-12-10 14:30:00;269;20;22;63;80;104;268;90;147;1;1;7
2020-12-10 14:45:00;262;18;31;53;50;27;242;91;124;1;0;6
2020-12-10 15:00:00;259;24;36;77;74;98;198;107;144;0;0;5
2020-12-10 15:15:00;259;27;41;70;58;113;116;121;153;2;4;4
2020-12-10 15:30:00;228;32;30;72;77;88;222;113;149;3;5;4
2020-12-10 15:45:00;256;21;38;77;98;97;260;112;160;0;5;14
2020-12-10 16:00:00;264;30;47;85;52;89;274;115;154;2;2;7
2020-12-10 16:15:00;257;20;44;83;49;75;270;123;129;1;3;8
2020-12-10 16:30:00;262;16;43;66;40;98;249;105;131;0;2;13
2020-12-10 16:45:00;248;20;33;77;40;94;188;97;129;1;1;4
2020-12-10 17:00:00;247;16;31;73;43;66;230;111;125;0;2;3
2020-12-10 17:15:00;254;12;35;100;54;68;237;92;100;2;2;5
2020-12-10 17:30:00;250;12;24;79;31;95;196;101;112;0;0;10
2020-12-10 17:45:00;238;31;36;58;51;75;229;96;126;3;1;6
2020-12-10 18:00:00;219;24;31;79;60;88;223;109;110;1;0;8
2020-12-10 18:15:00;198;26;26;58;35;57;189;68;87;1;0;4
2020-12-10 18:30:00;205;34;24;52;61;63;185;66;85;1;2;6
2020-12-10 18:45:00;172;39;18;50;29;54;177;62;74;0;0;7
2020-12-10 19:00:00;166;38;22;39;34;68;159;56;75;0;3;6
2020-12-10 19:15:00;155;34;19;45;26;35;149;53;54;1;2;5
2020-12-10 19:30:00;123;36;13;25;30;44;107;44;47;1;2;4
2020-12-10 19:45:00;117;37;14;23;31;40;113;42;53;3;2;4
2020-12-10 20:00:00;110;26;8;26;23;33;105;42;39;1;0;3
2020-12-10 20:15:00;88;21;9;14;27;29;84;36;39;0;0;1
2020-12-10 20:30:00;63;25;7;24;17;45;63;30;43;0;0;2
2020-12-10 20:45:00;65;15;8;19;36;40;67;44;42;0;0;2
2020-12-10 21:00:00;66;20;6;12;35;44;66;52;55;0;0;1
