DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-11-24 00:00:00;9;5;0;0;0;0;0
2020-11-24 00:15:00;9;13;0;0;0;0;0
2020-11-24 00:30:00;9;2;0;0;0;0;0
2020-11-24 00:45:00;6;5;0;0;0;0;0
2020-11-24 01:00:00;10;5;0;0;0;0;0
2020-11-24 01:15:00;11;6;0;0;0;0;0
2020-11-24 01:30:00;7;11;1;1;0;0;0
2020-11-24 01:45:00;4;6;0;0;0;0;0
2020-11-24 02:00:00;2;3;1;1;0;0;0
2020-11-24 02:15:00;4;7;1;1;0;0;0
2020-11-24 02:30:00;1;9;0;0;0;0;0
2020-11-24 02:45:00;3;8;0;0;0;0;0
2020-11-24 03:00:00;8;4;1;1;0;0;0
2020-11-24 03:15:00;5;3;0;0;0;0;0
2020-11-24 03:30:00;3;7;0;0;0;0;0
2020-11-24 03:45:00;7;8;1;1;0;0;0
2020-11-24 04:00:00;7;2;0;0;0;0;0
2020-11-24 04:15:00;13;6;1;1;0;0;0
2020-11-24 04:30:00;9;8;0;0;0;0;0
2020-11-24 04:45:00;20;13;0;0;0;0;0
2020-11-24 05:00:00;23;17;0;0;0;0;0
2020-11-24 05:15:00;59;41;0;0;0;0;0
2020-11-24 05:30:00;81;63;3;3;0;0;0
2020-11-24 05:45:00;87;69;0;0;0;0;0
2020-11-24 06:00:00;66;76;1;1;0;0;0
2020-11-24 06:15:00;102;115;3;3;0;0;0
2020-11-24 06:30:00;133;128;2;2;0;0;0
2020-11-24 06:45:00;208;130;10;10;0;0;0
2020-11-24 07:00:00;160;151;5;5;0;0;0
2020-11-24 07:15:00;170;199;8;8;25;0;0
2020-11-24 07:30:00;227;235;17;17;5;0;0
2020-11-24 07:45:00;263;197;15;15;15;0;0
2020-11-24 08:00:00;206;145;6;6;2;0;0
2020-11-24 08:15:00;183;145;8;8;1;0;0
2020-11-24 08:30:00;179;161;12;12;8;0;0
2020-11-24 08:45:00;180;136;7;7;0;0;0
2020-11-24 09:00:00;178;134;6;6;3;0;0
2020-11-24 09:15:00;162;129;9;9;9;0;0
2020-11-24 09:30:00;187;133;13;13;0;0;0
2020-11-24 09:45:00;161;166;10;10;7;0;0
2020-11-24 10:00:00;195;151;5;5;5;0;0
2020-11-24 10:15:00;184;140;11;11;1;0;0
2020-11-24 10:30:00;161;168;9;9;4;0;0
2020-11-24 10:45:00;214;4;9;9;1;0;0
2020-11-24 11:00:00;193;156;3;3;7;0;0
2020-11-24 11:15:00;189;169;9;9;4;0;0
2020-11-24 11:30:00;198;168;5;5;9;0;0
2020-11-24 11:45:00;190;165;8;8;1;0;0
2020-11-24 12:00:00;177;166;7;7;5;0;0
2020-11-24 12:15:00;180;160;6;6;6;0;0
2020-11-24 12:30:00;171;181;5;5;0;0;0
2020-11-24 12:45:00;182;174;9;9;3;0;0
2020-11-24 13:00:00;214;172;9;9;18;0;0
2020-11-24 13:15:00;246;181;8;8;32;0;0
2020-11-24 13:30:00;198;201;4;4;18;0;0
2020-11-24 13:45:00;207;196;12;12;5;0;0
2020-11-24 14:00:00;194;175;13;13;1;0;0
2020-11-24 14:15:00;193;143;8;8;7;0;0
2020-11-24 14:30:00;215;218;7;7;5;0;0
2020-11-24 14:45:00;199;193;11;11;23;0;0
2020-11-24 15:00:00;205;170;13;13;1;0;0
2020-11-24 15:15:00;217;207;8;8;4;0;0
2020-11-24 15:30:00;216;201;10;10;33;0;0
2020-11-24 15:45:00;237;216;8;8;8;0;0
2020-11-24 16:00:00;253;191;10;10;5;0;0
2020-11-24 16:15:00;217;223;7;7;5;0;0
2020-11-24 16:30:00;222;193;4;4;4;0;0
2020-11-24 16:45:00;217;166;8;8;9;0;0
2020-11-24 17:00:00;237;207;11;11;21;0;0
2020-11-24 17:15:00;223;191;8;8;3;0;0
2020-11-24 17:30:00;204;160;13;13;1;0;0
2020-11-24 17:45:00;185;177;13;13;1;0;0
2020-11-24 18:00:00;200;174;7;7;10;0;0
2020-11-24 18:15:00;173;157;10;10;4;0;0
2020-11-24 18:30:00;137;143;8;8;0;0;0
2020-11-24 18:45:00;120;148;4;4;0;0;0
2020-11-24 19:00:00;112;133;1;1;1;0;0
2020-11-24 19:15:00;101;130;3;3;2;0;0
2020-11-24 19:30:00;71;92;6;6;15;0;0
2020-11-24 19:45:00;79;91;5;5;3;0;0
2020-11-24 20:00:00;75;76;3;3;0;0;0
2020-11-24 20:15:00;49;86;0;0;0;0;0
2020-11-24 20:30:00;55;64;2;2;0;0;0
2020-11-24 20:45:00;61;47;1;1;0;0;0
2020-11-24 21:00:00;45;48;2;2;0;0;0
2020-11-24 21:15:00;46;34;1;1;0;0;0
2020-11-24 21:30:00;56;26;3;3;0;0;0
2020-11-24 21:45:00;31;29;0;0;0;0;0
2020-11-24 22:00:00;37;57;0;0;0;0;0
2020-11-24 22:15:00;21;36;0;0;0;0;0
2020-11-24 22:30:00;32;32;1;1;0;0;0
2020-11-24 22:45:00;22;14;0;0;0;0;0
2020-11-24 23:00:00;15;22;1;1;0;0;0
2020-11-24 23:15:00;16;13;0;0;0;0;0
2020-11-24 23:30:00;11;12;0;0;0;0;0
